
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE08 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
    16.00    -4.00     4.97     4.64    -2.21    20.78     4.71     4.64     0.33     0.33     0.00   101.05   102.56    38.14    37.87
    16.00    -6.00     7.41     7.02    -1.96    20.76     3.93     6.71     0.71     0.39     0.31    55.88   105.06    25.25    24.92
    16.00    -8.00     9.88     9.40    -1.69    20.73     2.85     8.67     1.21     0.48     0.73    39.97   107.61    18.90    18.50
    16.00   -10.00    12.39    11.79    -1.41    20.71     1.45    10.55     1.84     0.60     1.23    32.84   110.20    15.12    14.66
    16.00   -12.00    14.94    14.18    -1.10    20.68    -0.27    12.36     2.58     0.75     1.82    29.31   112.84    12.61    12.09
    16.00   -14.00    17.53    16.59    -0.77    20.65    -2.31    14.11     3.42     0.94     2.48    27.56   115.54    10.83    10.24
    16.00   -16.00    20.19    19.01    -0.41    20.62    -4.67    15.81     4.38     1.17     3.20    26.83   118.32     9.50     8.84
    16.00   -18.00    22.92    21.46    -0.03    20.59    -7.36    17.48     5.43     1.45     3.98    26.76   121.19     8.46     7.74
    16.00   -20.00    25.73    23.93     0.38    20.56   -10.40    19.13     6.60     1.79     4.80    27.18   124.15     7.63     7.56
    16.00   -22.00    28.64    26.44     0.83    20.52   -13.77    20.77     7.87     2.20     5.67    28.01   127.23     6.96     8.30
    18.00     0.00     0.14    -0.14    -2.80    20.83     5.95    -0.14     0.00    -0.28     0.28 99090.61    97.65 ******** ********
    18.00     2.00    -2.25    -2.55    -2.99    20.85     5.80    -2.46    -0.09    -0.30     0.21   330.87    95.24    78.47    78.27
    18.00     4.00    -4.63    -4.97    -3.17    20.88     5.33    -4.64    -0.33    -0.33     0.00   101.19    92.84    38.16    37.89
    18.00     6.00    -7.02    -7.41    -3.33    20.90     4.54    -6.70    -0.71    -0.39    -0.31    55.91    90.45    25.26    24.92
    18.00     8.00    -9.40    -9.88    -3.47    20.93     3.45    -8.67    -1.21    -0.48    -0.73    39.95    88.08    18.90    18.51
    18.00    10.00   -11.78   -12.39    -3.60    20.95     2.03   -10.55    -1.84    -0.60    -1.23    32.80    85.71    15.12    14.66
    18.00    12.00   -14.18   -14.93    -3.71    20.98     0.29   -12.36    -2.57    -0.75    -1.82    29.25    83.35    12.62    12.09
    18.00    14.00   -16.59   -17.53    -3.81    21.01    -1.77   -14.10    -3.42    -0.94    -2.48    27.49    80.98    10.83    10.24
    18.00    16.00   -19.01   -20.18    -3.88    21.03    -4.15   -15.81    -4.37    -1.17    -3.20    26.75    78.60     9.50     8.84
    18.00    18.00   -21.46   -22.91    -3.94    21.06    -6.88   -17.47    -5.43    -1.45    -3.98    26.68    76.22     8.46     7.74
    18.00    20.00   -23.93   -25.71    -3.98    21.09    -9.94   -19.12    -6.59    -1.79    -4.81    27.10    73.82     7.64     7.56
    18.00    22.00   -26.43   -28.63    -4.00    21.12   -13.35   -20.76    -7.87    -2.20    -5.67    27.92    71.41     6.96     8.30
    18.00     0.00     0.14    -0.14    -2.80    20.83     5.95    -0.14     0.00    -0.28     0.28 99090.61    97.65 ******** ********
    18.00    -2.00     2.55     2.25    -2.58    20.81     5.80     2.46     0.09     0.30    -0.21   330.87   100.09    78.47    78.27
    18.00    -4.00     4.97     4.63    -2.35    20.79     5.33     4.64     0.33     0.33     0.00   101.19   102.56    38.16    37.89
    18.00    -6.00     7.41     7.02    -2.10    20.76     4.54     6.70     0.71     0.39     0.31    55.91   105.07    25.26    24.92
    18.00    -8.00     9.88     9.40    -1.83    20.74     3.45     8.67     1.21     0.48     0.73    39.95   107.61    18.90    18.51
    18.00   -10.00    12.39    11.78    -1.54    20.71     2.03    10.55     1.84     0.60     1.23    32.80   110.20    15.12    14.66
    18.00   -12.00    14.93    14.18    -1.23    20.69     0.29    12.36     2.57     0.75     1.82    29.25   112.84    12.62    12.09
    18.00   -14.00    17.53    16.59    -0.90    20.66    -1.77    14.10     3.42     0.94     2.48    27.49   115.55    10.83    10.24
    18.00   -16.00    20.18    19.01    -0.54    20.63    -4.15    15.81     4.37     1.17     3.20    26.75   118.33     9.50     8.84
    18.00   -18.00    22.91    21.46    -0.15    20.60    -6.88    17.47     5.43     1.45     3.98    26.68   121.19     8.46     7.74
    18.00   -20.00    25.71    23.93     0.27    20.56    -9.94    19.12     6.59     1.79     4.81    27.10   124.15     7.64     7.56
    18.00   -22.00    28.63    26.43     0.72    20.52   -13.35    20.76     7.87     2.20     5.67    27.92   127.23     6.96     8.30
    20.00     0.00     0.14    -0.14    -2.94    20.84     6.57    -0.14     0.00    -0.28     0.28 98846.08    97.66 ******** ********
    20.00     2.00    -2.25    -2.55    -3.14    20.86     6.41    -2.46    -0.09    -0.30     0.21   331.37    95.24    78.50    78.30
    20.00     4.00    -4.63    -4.97    -3.32    20.89     5.94    -4.64    -0.33    -0.33     0.00   101.28    92.84    38.17    37.90
    20.00     6.00    -7.01    -7.41    -3.48    20.91     5.14    -6.70    -0.71    -0.39    -0.31    55.91    90.46    25.26    24.93
    20.00     8.00    -9.40    -9.88    -3.63    20.94     4.03    -8.67    -1.21    -0.48    -0.73    39.91    88.09    18.91    18.51
    20.00    10.00   -11.78   -12.38    -3.76    20.96     2.60   -10.55    -1.84    -0.60    -1.23    32.74    85.72    15.13    14.66
    20.00    12.00   -14.18   -14.93    -3.87    20.99     0.85   -12.35    -2.57    -0.75    -1.82    29.18    83.35    12.62    12.09
    20.00    14.00   -16.58   -17.52    -3.96    21.02    -1.23   -14.10    -3.42    -0.94    -2.48    27.41    80.99    10.83    10.24
    20.00    16.00   -19.01   -20.17    -4.04    21.05    -3.65   -15.80    -4.37    -1.17    -3.21    26.67    78.61     9.50     8.84
    20.00    18.00   -21.45   -22.90    -4.10    21.08    -6.40   -17.47    -5.43    -1.44    -3.99    26.59    76.23     8.46     7.74
    20.00    20.00   -23.92   -25.70    -4.14    21.11    -9.49   -19.11    -6.59    -1.78    -4.81    27.00    73.84     7.64     7.56
    20.00    22.00   -26.43   -28.61    -4.16    21.14   -12.94   -20.75    -7.86    -2.19    -5.67    27.82    71.42     6.96     8.30
    20.00     0.00     0.14    -0.14    -2.94    20.84     6.57    -0.14     0.00    -0.28     0.28 98846.08    97.66 ******** ********
    20.00    -2.00     2.55     2.25    -2.73    20.82     6.41     2.46     0.09     0.30    -0.21   331.37   100.10    78.50    78.30
    20.00    -4.00     4.97     4.63    -2.50    20.79     5.94     4.64     0.33     0.33     0.00   101.28   102.57    38.17    37.90
    20.00    -6.00     7.41     7.01    -2.24    20.77     5.14     6.70     0.71     0.39     0.31    55.91   105.07    25.26    24.93
    20.00    -8.00     9.88     9.40    -1.97    20.74     4.03     8.67     1.21     0.48     0.73    39.91   107.61    18.91    18.51
    20.00   -10.00    12.38    11.78    -1.68    20.72     2.60    10.55     1.84     0.60     1.23    32.74   110.20    15.13    14.66
    20.00   -12.00    14.93    14.18    -1.36    20.69     0.85    12.35     2.57     0.75     1.82    29.18   112.84    12.62    12.09
    20.00   -14.00    17.52    16.58    -1.02    20.66    -1.23    14.10     3.42     0.94     2.48    27.41   115.55    10.83    10.24
    20.00   -16.00    20.17    19.01    -0.66    20.63    -3.65    15.80     4.37     1.17     3.21    26.67   118.33     9.50     8.84
    20.00   -18.00    22.90    21.45    -0.27    20.60    -6.40    17.47     5.43     1.44     3.99    26.59   121.19     8.46     7.74
    20.00   -20.00    25.70    23.92     0.15    20.56    -9.49    19.11     6.59     1.78     4.81    27.00   124.15     7.64     7.56
    20.00   -22.00    28.61    26.43     0.61    20.52   -12.94    20.75     7.86     2.19     5.67    27.82   127.23     6.96     8.30
    22.00     0.00     0.14    -0.14    -3.09    20.85     7.17    -0.14     0.00    -0.28     0.28 98664.79    97.67 ******** ********
    22.00     2.00    -2.25    -2.55    -3.29    20.87     7.01    -2.46    -0.09    -0.30     0.21   331.70    95.25    78.53    78.33
    22.00     4.00    -4.63    -4.96    -3.48    20.90     6.54    -4.64    -0.33    -0.33     0.00   101.32    92.85    38.18    37.91
    22.00     6.00    -7.01    -7.41    -3.64    20.92     5.74    -6.70    -0.71    -0.39    -0.31    55.88    90.47    25.27    24.94
    22.00     8.00    -9.39    -9.88    -3.79    20.95     4.61    -8.66    -1.21    -0.48    -0.73    39.86    88.09    18.91    18.51
    22.00    10.00   -11.78   -12.38    -3.92    20.97     3.17   -10.54    -1.84    -0.60    -1.24    32.67    85.73    15.13    14.67
    22.00    12.00   -14.17   -14.92    -4.03    21.00     1.40   -12.35    -2.57    -0.75    -1.82    29.11    83.36    12.62    12.09
    22.00    14.00   -16.58   -17.51    -4.12    21.03    -0.71   -14.09    -3.42    -0.93    -2.49    27.33    81.00    10.84    10.24
    22.00    16.00   -19.00   -20.16    -4.20    21.06    -3.15   -15.79    -4.37    -1.16    -3.21    26.58    78.62     9.50     8.84
    22.00    18.00   -21.45   -22.88    -4.26    21.09    -5.93   -17.46    -5.43    -1.44    -3.99    26.50    76.24     8.47     7.74
    22.00    20.00   -23.92   -25.69    -4.30    21.12    -9.06   -19.10    -6.59    -1.77    -4.81    26.91    73.85     7.64     7.55
    22.00    22.00   -26.42   -28.60    -4.32    21.16   -12.54   -20.74    -7.86    -2.18    -5.68    27.72    71.43     6.96     8.30
    22.00     0.00     0.14    -0.14    -3.09    20.85     7.17     0.14     0.00     0.28    -0.28 98664.78    97.67 ******** ********
    22.00    -2.00     2.55     2.25    -2.88    20.82     7.01     2.46     0.09     0.30    -0.21   331.70   100.11    78.53    78.33
    22.00    -4.00     4.96     4.63    -2.64    20.80     6.54     4.64     0.33     0.33     0.00   101.32   102.57    38.18    37.91
    22.00    -6.00     7.41     7.01    -2.39    20.78     5.74     6.70     0.71     0.39     0.31    55.88   105.08    25.27    24.94
    22.00    -8.00     9.88     9.39    -2.11    20.75     4.61     8.66     1.21     0.48     0.73    39.86   107.62    18.91    18.51
    22.00   -10.00    12.38    11.78    -1.81    20.73     3.17    10.54     1.84     0.60     1.24    32.67   110.21    15.13    14.67
    22.00   -12.00    14.92    14.17    -1.50    20.70     1.40    12.35     2.57     0.75     1.82    29.11   112.85    12.62    12.09
    22.00   -14.00    17.51    16.58    -1.15    20.67    -0.71    14.09     3.42     0.93     2.49    27.33   115.55    10.84    10.24
    22.00   -16.00    20.16    19.00    -0.78    20.64    -3.15    15.79     4.37     1.16     3.21    26.58   118.33     9.50     8.84
    22.00   -18.00    22.88    21.45    -0.39    20.60    -5.93    17.46     5.43     1.44     3.99    26.50   121.19     8.47     7.74
    22.00   -20.00    25.69    23.92     0.04    20.57    -9.06    19.10     6.59     1.77     4.81    26.91   124.15     7.64     7.55
    22.00   -22.00    28.60    26.42     0.50    20.53   -12.54    20.74     7.86     2.18     5.68    27.72   127.23     6.96     8.30
    24.00     0.00     0.14    -0.14    -3.25    20.86     7.77    -0.14     0.00    -0.28     0.28 98533.02    97.67 ******** ********
    24.00     2.00    -2.25    -2.54    -3.45    20.88     7.61    -2.46    -0.09    -0.30     0.21   331.90    95.26    78.56    78.35
    24.00     4.00    -4.63    -4.96    -3.63    20.90     7.13    -4.64    -0.33    -0.33     0.00   101.32    92.86    38.19    37.92
    24.00     6.00    -7.01    -7.40    -3.80    20.93     6.32    -6.70    -0.71    -0.39    -0.31    55.84    90.48    25.28    24.94
    24.00     8.00    -9.39    -9.87    -3.95    20.96     5.18    -8.66    -1.21    -0.48    -0.73    39.79    88.10    18.92    18.52
    24.00    10.00   -11.78   -12.37    -4.08    20.98     3.72   -10.54    -1.83    -0.60    -1.24    32.60    85.74    15.13    14.67
    24.00    12.00   -14.17   -14.92    -4.19    21.01     1.93   -12.34    -2.57    -0.75    -1.83    29.02    83.37    12.62    12.09
    24.00    14.00   -16.57   -17.51    -4.28    21.04    -0.19   -14.09    -3.42    -0.93    -2.49    27.24    81.01    10.84    10.24
    24.00    16.00   -19.00   -20.16    -4.36    21.07    -2.66   -15.79    -4.37    -1.16    -3.21    26.49    78.64     9.50     8.84
    24.00    18.00   -21.44   -22.87    -4.42    21.10    -5.47   -17.45    -5.42    -1.43    -3.99    26.40    76.25     8.47     7.74
    24.00    20.00   -23.91   -25.68    -4.46    21.14    -8.63   -19.09    -6.58    -1.76    -4.82    26.81    73.86     7.64     7.55
    24.00    22.00   -26.41   -28.58    -4.48    21.17   -12.15   -20.73    -7.85    -2.17    -5.68    27.62    71.44     6.97     8.30
    24.00     0.00     0.14    -0.14    -3.25    20.86     7.77     0.14     0.00     0.28    -0.28 98533.01    97.67 ******** ********
    24.00    -2.00     2.54     2.25    -3.03    20.83     7.61     2.46     0.09     0.30    -0.21   331.90   100.11    78.56    78.35
    24.00    -4.00     4.96     4.63    -2.79    20.81     7.13     4.64     0.33     0.33     0.00   101.32   102.58    38.19    37.92
    24.00    -6.00     7.40     7.01    -2.53    20.78     6.32     6.70     0.71     0.39     0.31    55.84   105.08    25.28    24.94
    24.00    -8.00     9.87     9.39    -2.25    20.76     5.18     8.66     1.21     0.48     0.73    39.79   107.62    18.92    18.52
    24.00   -10.00    12.37    11.78    -1.95    20.73     3.72    10.54     1.83     0.60     1.24    32.60   110.21    15.13    14.67
    24.00   -12.00    14.92    14.17    -1.63    20.71     1.93    12.34     2.57     0.75     1.83    29.02   112.85    12.62    12.09
    24.00   -14.00    17.51    16.57    -1.28    20.68    -0.19    14.09     3.42     0.93     2.49    27.24   115.55    10.84    10.24
    24.00   -16.00    20.16    19.00    -0.91    20.64    -2.66    15.79     4.37     1.16     3.21    26.49   118.33     9.50     8.84
    24.00   -18.00    22.87    21.44    -0.51    20.61    -5.47    17.45     5.42     1.43     3.99    26.40   121.19     8.47     7.74
    24.00   -20.00    25.68    23.91    -0.08    20.57    -8.63    19.09     6.58     1.76     4.82    26.81   124.15     7.64     7.55
    24.00   -22.00    28.58    26.41     0.39    20.53   -12.15    20.73     7.85     2.17     5.68    27.62   127.23     6.97     8.30
    26.00     0.00     0.14    -0.14    -3.40    20.86     8.36    -0.14     0.00    -0.28     0.28 98434.15    97.68 ******** ********
    26.00     2.00    -2.25    -2.54    -3.60    20.89     8.20    -2.45    -0.09    -0.30     0.21   332.01    95.26    78.58    78.38
    26.00     4.00    -4.63    -4.96    -3.79    20.91     7.71    -4.63    -0.33    -0.33     0.00   101.30    92.86    38.20    37.93
    26.00     6.00    -7.01    -7.40    -3.95    20.94     6.89    -6.70    -0.70    -0.39    -0.31    55.78    90.48    25.28    24.95
    26.00     8.00    -9.39    -9.87    -4.10    20.97     5.75    -8.66    -1.21    -0.48    -0.73    39.72    88.11    18.92    18.52
    26.00    10.00   -11.77   -12.37    -4.24    20.99     4.27   -10.53    -1.83    -0.60    -1.24    32.52    85.74    15.14    14.67
    26.00    12.00   -14.17   -14.91    -4.35    21.02     2.46   -12.34    -2.57    -0.74    -1.83    28.94    83.38    12.63    12.10
    26.00    14.00   -16.57   -17.50    -4.45    21.05     0.31   -14.08    -3.42    -0.93    -2.49    27.15    81.02    10.84    10.25
    26.00    16.00   -18.99   -20.15    -4.52    21.08    -2.18   -15.78    -4.37    -1.15    -3.21    26.39    78.65     9.51     8.84
    26.00    18.00   -21.44   -22.86    -4.58    21.12    -5.02   -17.44    -5.42    -1.43    -4.00    26.30    76.26     8.47     7.74
    26.00    20.00   -23.91   -25.66    -4.62    21.15    -8.21   -19.09    -6.58    -1.76    -4.82    26.70    73.87     7.64     7.55
    26.00    22.00   -26.41   -28.57    -4.64    21.19   -11.77   -20.72    -7.85    -2.16    -5.69    27.51    71.46     6.97     8.30
    26.00     0.00     0.14    -0.14    -3.40    20.86     8.36     0.14     0.00     0.28    -0.28 98434.15    97.68 ******** ********
    26.00    -2.00     2.54     2.25    -3.18    20.84     8.20     2.45     0.09     0.30    -0.21   332.01   100.12    78.58    78.38
    26.00    -4.00     4.96     4.63    -2.94    20.82     7.71     4.63     0.33     0.33     0.00   101.30   102.58    38.20    37.93
    26.00    -6.00     7.40     7.01    -2.67    20.79     6.89     6.70     0.70     0.39     0.31    55.78   105.08    25.28    24.95
    26.00    -8.00     9.87     9.39    -2.39    20.77     5.75     8.66     1.21     0.48     0.73    39.72   107.63    18.92    18.52
    26.00   -10.00    12.37    11.77    -2.09    20.74     4.27    10.53     1.83     0.60     1.24    32.52   110.21    15.14    14.67
    26.00   -12.00    14.91    14.17    -1.76    20.71     2.46    12.34     2.57     0.74     1.83    28.94   112.85    12.63    12.10
    26.00   -14.00    17.50    16.57    -1.41    20.68     0.31    14.08     3.42     0.93     2.49    27.15   115.55    10.84    10.25
    26.00   -16.00    20.15    18.99    -1.04    20.65    -2.18    15.78     4.37     1.15     3.21    26.39   118.33     9.51     8.84
    26.00   -18.00    22.86    21.44    -0.63    20.62    -5.02    17.44     5.42     1.43     4.00    26.30   121.19     8.47     7.74
    26.00   -20.00    25.66    23.91    -0.20    20.58    -8.21    19.09     6.58     1.76     4.82    26.70   124.15     7.64     7.55
    26.00   -22.00    28.57    26.41     0.28    20.53   -11.77    20.72     7.85     2.16     5.69    27.51   127.23     6.97     8.30
    28.00     0.00     0.14    -0.14    -3.55    20.87     8.94    -0.14     0.00    -0.28     0.28 98347.74    97.68 ******** ********
    28.00     2.00    -2.25    -2.54    -3.76    20.90     8.78    -2.45    -0.09    -0.30     0.21   332.08    95.27    78.61    78.40
    28.00     4.00    -4.63    -4.96    -3.94    20.92     8.28    -4.63    -0.33    -0.33     0.00   101.26    92.87    38.21    37.94
    28.00     6.00    -7.01    -7.40    -4.11    20.95     7.46    -6.69    -0.70    -0.39    -0.31    55.71    90.49    25.29    24.95
    28.00     8.00    -9.39    -9.87    -4.26    20.98     6.30    -8.66    -1.21    -0.48    -0.73    39.64    88.12    18.93    18.53
    28.00    10.00   -11.77   -12.36    -4.40    21.00     4.81   -10.53    -1.83    -0.59    -1.24    32.43    85.75    15.14    14.67
    28.00    12.00   -14.16   -14.90    -4.51    21.03     2.98   -12.33    -2.57    -0.74    -1.83    28.85    83.39    12.63    12.10
    28.00    14.00   -16.57   -17.49    -4.61    21.06     0.81   -14.08    -3.42    -0.92    -2.49    27.06    81.03    10.84    10.25
    28.00    16.00   -18.99   -20.14    -4.69    21.10    -1.71   -15.77    -4.37    -1.15    -3.22    26.29    78.66     9.51     8.85
    28.00    18.00   -21.43   -22.85    -4.75    21.13    -4.57   -17.43    -5.42    -1.42    -4.00    26.20    76.28     8.47     7.74
    28.00    20.00   -23.90   -25.65    -4.79    21.17    -7.80   -19.08    -6.58    -1.75    -4.83    26.60    73.88     7.64     7.55
    28.00    22.00   -26.40   -28.55    -4.80    21.20   -11.40   -20.71    -7.84    -2.15    -5.69    27.40    71.47     6.97     8.29
    28.00     0.00     0.14    -0.14    -3.55    20.87     8.94    -0.14     0.00    -0.28     0.28 98347.74    97.68 ******** ********
    28.00    -2.00     2.54     2.25    -3.33    20.85     8.78     2.45     0.09     0.30    -0.21   332.08   100.12    78.61    78.40
    28.00    -4.00     4.96     4.63    -3.08    20.83     8.28     4.63     0.33     0.33     0.00   101.26   102.59    38.21    37.94
    28.00    -6.00     7.40     7.01    -2.82    20.80     7.46     6.69     0.70     0.39     0.31    55.71   105.09    25.29    24.95
    28.00    -8.00     9.87     9.39    -2.54    20.78     6.30     8.66     1.21     0.48     0.73    39.64   107.63    18.93    18.53
    28.00   -10.00    12.36    11.77    -2.23    20.75     4.81    10.53     1.83     0.59     1.24    32.43   110.21    15.14    14.67
    28.00   -12.00    14.90    14.16    -1.90    20.72     2.98    12.33     2.57     0.74     1.83    28.85   112.85    12.63    12.10
    28.00   -14.00    17.49    16.57    -1.55    20.69     0.81    14.08     3.42     0.92     2.49    27.06   115.56    10.84    10.25
    28.00   -16.00    20.14    18.99    -1.17    20.66    -1.71    15.77     4.37     1.15     3.22    26.29   118.33     9.51     8.85
    28.00   -18.00    22.85    21.43    -0.76    20.62    -4.57    17.43     5.42     1.42     4.00    26.20   121.19     8.47     7.74
    28.00   -20.00    25.65    23.90    -0.32    20.58    -7.80    19.08     6.58     1.75     4.83    26.60   124.15     7.64     7.55
    28.00   -22.00    28.55    26.40     0.16    20.54   -11.40    20.71     7.84     2.15     5.69    27.40   127.22     6.97     8.29
    30.00     0.00     0.14    -0.14    -3.71    20.88     9.51     0.14     0.00     0.28    -0.28 98248.47    97.69 ******** ********
    30.00     2.00    -2.25    -2.54    -3.92    20.91     9.35    -2.45    -0.09    -0.30     0.21   332.20    95.27    78.63    78.42
    30.00     4.00    -4.63    -4.96    -4.10    20.93     8.85    -4.63    -0.33    -0.33     0.00   101.23    92.88    38.22    37.95
    30.00     6.00    -7.01    -7.40    -4.27    20.96     8.01    -6.69    -0.70    -0.39    -0.31    55.65    90.50    25.30    24.96
    30.00     8.00    -9.38    -9.86    -4.43    20.99     6.84    -8.65    -1.21    -0.48    -0.73    39.56    88.13    18.93    18.53
    30.00    10.00   -11.77   -12.36    -4.56    21.01     5.34   -10.53    -1.83    -0.59    -1.24    32.35    85.76    15.14    14.68
    30.00    12.00   -14.16   -14.90    -4.68    21.04     3.49   -12.33    -2.57    -0.74    -1.83    28.76    83.40    12.63    12.10
    30.00    14.00   -16.56   -17.49    -4.77    21.08     1.30   -14.07    -3.41    -0.92    -2.49    26.96    81.04    10.85    10.25
    30.00    16.00   -18.99   -20.13    -4.85    21.11    -1.24   -15.77    -4.36    -1.14    -3.22    26.20    78.67     9.51     8.85
    30.00    18.00   -21.43   -22.84    -4.91    21.15    -4.14   -17.43    -5.42    -1.41    -4.00    26.10    76.29     8.47     7.74
    30.00    20.00   -23.90   -25.64    -4.95    21.18    -7.40   -19.07    -6.57    -1.74    -4.83    26.50    73.89     7.65     7.55
    30.00    22.00   -26.40   -28.54    -4.97    21.22   -11.03   -20.70    -7.83    -2.14    -5.70    27.30    71.48     6.97     8.29
    30.00     0.00     0.14    -0.14    -3.71    20.88     9.51     0.14     0.00     0.28    -0.28 98248.47    97.69 ******** ********
    30.00    -2.00     2.54     2.25    -3.48    20.86     9.35     2.45     0.09     0.30    -0.21   332.20   100.13    78.63    78.42
    30.00    -4.00     4.96     4.63    -3.24    20.83     8.85     4.63     0.33     0.33     0.00   101.23   102.59    38.22    37.95
    30.00    -6.00     7.40     7.01    -2.97    20.81     8.01     6.69     0.70     0.39     0.31    55.65   105.09    25.30    24.96
    30.00    -8.00     9.86     9.38    -2.68    20.78     6.84     8.65     1.21     0.48     0.73    39.56   107.63    18.93    18.53
    30.00   -10.00    12.36    11.77    -2.37    20.76     5.34    10.53     1.83     0.59     1.24    32.35   110.22    15.14    14.68
    30.00   -12.00    14.90    14.16    -2.04    20.73     3.49    12.33     2.57     0.74     1.83    28.76   112.85    12.63    12.10
    30.00   -14.00    17.49    16.56    -1.68    20.70     1.30    14.07     3.41     0.92     2.49    26.96   115.56    10.85    10.25
    30.00   -16.00    20.13    18.99    -1.30    20.66    -1.24    15.77     4.36     1.14     3.22    26.20   118.33     9.51     8.85
    30.00   -18.00    22.84    21.43    -0.88    20.63    -4.14    17.43     5.42     1.41     4.00    26.10   121.19     8.47     7.74
    30.00   -20.00    25.64    23.90    -0.44    20.59    -7.40    19.07     6.57     1.74     4.83    26.50   124.14     7.65     7.55
    30.00   -22.00    28.54    26.40     0.05    20.54   -11.03    20.70     7.83     2.14     5.70    27.30   127.22     6.97     8.29
    32.00     0.00     0.14    -0.14    -3.86    20.89    10.07     0.14     0.00     0.29    -0.28 98104.77    97.69 ******** ********
    32.00     2.00    -2.25    -2.54    -4.07    20.92     9.91    -2.45    -0.09    -0.30     0.21   332.44    95.28    78.66    78.45
    32.00     4.00    -4.63    -4.96    -4.26    20.94     9.40    -4.63    -0.33    -0.33     0.00   101.24    92.89    38.23    37.96
    32.00     6.00    -7.00    -7.40    -4.44    20.97     8.56    -6.69    -0.70    -0.39    -0.31    55.61    90.51    25.30    24.96
    32.00     8.00    -9.38    -9.86    -4.59    21.00     7.38    -8.65    -1.21    -0.48    -0.73    39.50    88.13    18.94    18.53
    32.00    10.00   -11.76   -12.36    -4.72    21.03     5.86   -10.52    -1.83    -0.59    -1.24    32.27    85.77    15.15    14.68
    32.00    12.00   -14.16   -14.89    -4.84    21.06     3.99   -12.32    -2.57    -0.74    -1.83    28.68    83.41    12.64    12.10
    32.00    14.00   -16.56   -17.48    -4.94    21.09     1.78   -14.07    -3.41    -0.92    -2.50    26.87    81.05    10.85    10.25
    32.00    16.00   -18.98   -20.12    -5.02    21.12    -0.79   -15.76    -4.36    -1.14    -3.22    26.10    78.68     9.51     8.85
    32.00    18.00   -21.42   -22.83    -5.07    21.16    -3.72   -17.42    -5.41    -1.41    -4.01    26.00    76.30     8.47     7.75
    32.00    20.00   -23.89   -25.63    -5.11    21.20    -7.01   -19.06    -6.57    -1.73    -4.83    26.39    73.91     7.65     7.55
    32.00    22.00   -26.39   -28.52    -5.13    21.24   -10.68   -20.69    -7.83    -2.13    -5.70    27.19    71.49     6.97     8.29
    32.00     0.00     0.14    -0.14    -3.86    20.89    10.07    -0.14     0.00    -0.29     0.28 98104.77    97.69 ******** ********
    32.00    -2.00     2.54     2.25    -3.64    20.87     9.91     2.45     0.09     0.30    -0.21   332.44   100.13    78.66    78.45
    32.00    -4.00     4.96     4.63    -3.39    20.84     9.40     4.63     0.33     0.33     0.00   101.24   102.60    38.23    37.96
    32.00    -6.00     7.40     7.00    -3.12    20.82     8.56     6.69     0.70     0.39     0.31    55.61   105.10    25.30    24.96
    32.00    -8.00     9.86     9.38    -2.83    20.79     7.38     8.65     1.21     0.48     0.73    39.50   107.63    18.94    18.53
    32.00   -10.00    12.36    11.76    -2.51    20.77     5.86    10.52     1.83     0.59     1.24    32.27   110.22    15.15    14.68
    32.00   -12.00    14.89    14.16    -2.18    20.74     3.99    12.32     2.57     0.74     1.83    28.68   112.86    12.64    12.10
    32.00   -14.00    17.48    16.56    -1.82    20.71     1.78    14.07     3.41     0.92     2.50    26.87   115.56    10.85    10.25
    32.00   -16.00    20.12    18.98    -1.43    20.67    -0.79    15.76     4.36     1.14     3.22    26.10   118.33     9.51     8.85
    32.00   -18.00    22.83    21.42    -1.01    20.63    -3.72    17.42     5.41     1.41     4.01    26.00   121.19     8.47     7.75
    32.00   -20.00    25.63    23.89    -0.56    20.59    -7.01    19.06     6.57     1.73     4.83    26.39   124.14     7.65     7.55
    32.00   -22.00    28.52    26.39    -0.07    20.55   -10.68    20.69     7.83     2.13     5.70    27.19   127.21     6.97     8.29
    34.00     0.00     0.14    -0.14    -4.02    20.90    10.63     0.14     0.00     0.29    -0.29 97877.29    97.70 ******** ********
    34.00     2.00    -2.24    -2.54    -4.23    20.93    10.46    -2.45    -0.09    -0.30     0.21   332.93    95.29    78.69    78.48
    34.00     4.00    -4.62    -4.96    -4.43    20.95     9.95    -4.63    -0.33    -0.33     0.00   101.33    92.89    38.24    37.97
    34.00     6.00    -7.00    -7.39    -4.60    20.98     9.10    -6.69    -0.70    -0.39    -0.31    55.60    90.51    25.31    24.97
    34.00     8.00    -9.38    -9.86    -4.75    21.01     7.91    -8.65    -1.21    -0.48    -0.73    39.46    88.14    18.94    18.54
    34.00    10.00   -11.76   -12.35    -4.89    21.04     6.37   -10.52    -1.83    -0.59    -1.24    32.21    85.78    15.15    14.68
    34.00    12.00   -14.15   -14.89    -5.01    21.07     4.48   -12.32    -2.57    -0.73    -1.83    28.60    83.42    12.64    12.11
    34.00    14.00   -16.56   -17.47    -5.10    21.10     2.25   -14.06    -3.41    -0.91    -2.50    26.79    81.06    10.85    10.25
