
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE08 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    10.00    30.00   -14.15   -79.15   101.26    -8.36    -8.55    -2.21    -3.71    -0.86     9.76    29.23   885.74  1305.70
    10.00    32.00   -15.70   -78.89   100.53    -8.36    -8.55    -2.21    -3.86    -0.95     9.76    31.18   885.74  1339.10
    10.00    34.00   -17.28   -78.63    99.80    -8.36    -8.57    -2.21    -4.02    -1.04     9.76    33.14   885.74  1368.75
    10.00    36.00   -18.89   -78.36    99.08    -8.36    -8.60    -2.21    -4.18    -1.12     9.76    35.09   885.74  1393.61
    10.00    38.00   -20.54   -78.08    98.36    -8.36    -8.64    -2.21    -4.34    -1.21     9.76    37.06   885.74  1412.41
    10.00     0.00     6.27   -82.57   112.54    -8.36    -8.00    -2.21    -1.50     0.43     9.76     0.00   885.74   668.47
    10.00    -2.00     7.47   -82.77   113.32    -8.36    -7.90    -2.21    -1.36     0.52     9.76    -1.96   885.74   626.21
    10.00    -4.00     8.65   -82.97   114.10    -8.36    -7.79    -2.21    -1.22     0.60     9.76    -3.91   885.74   584.44
    10.00    -6.00     9.81   -83.16   114.88    -8.36    -7.68    -2.21    -1.09     0.69     9.76    -5.87   885.74   543.18
    10.00    -8.00    10.96   -83.35   115.67    -8.36    -7.55    -2.21    -0.95     0.78     9.76    -7.83   885.74   502.44
    10.00   -10.00    12.08   -83.54   116.46    -8.36    -7.41    -2.21    -0.82     0.86     9.76    -9.80   885.74   462.24
    10.00   -12.00    13.20   -83.73   117.25    -8.36    -7.27    -2.21    -0.68     0.95     9.76   -11.76   885.74   422.57
    10.00   -14.00    14.29   -83.91   118.05    -8.36    -7.12    -2.21    -0.55     1.04     9.76   -13.72   885.74   383.43
    10.00   -16.00    15.37   -84.09   118.84    -8.36    -6.95    -2.21    -0.42     1.13     9.76   -15.69   885.74   344.82
    10.00   -18.00    16.43   -84.27   119.64    -8.36    -6.78    -2.21    -0.29     1.21     9.76   -17.65   885.74   306.73
    10.00   -20.00    17.47   -84.44   120.45    -8.36    -6.60    -2.21    -0.16     1.30     9.76   -19.62   885.74   269.14
    10.00   -22.00    18.50   -84.61   121.25    -8.36    -6.41    -2.21    -0.03     1.39     9.76   -21.59   885.74   232.03
    10.00   -24.00    19.52   -84.78   122.06    -8.36    -6.22    -2.21     0.10     1.47     9.76   -23.56   885.74   195.39
    10.00   -26.00    20.51   -84.95   122.87    -8.36    -6.01    -2.21     0.23     1.56     9.76   -25.53   885.74   159.18
    10.00   -28.00    21.50   -85.11   123.69    -8.36    -5.80    -2.21     0.35     1.65     9.76   -27.50   885.74   123.38
    10.00   -30.00    22.47   -85.28   124.50    -8.36    -5.57    -2.21     0.48     1.73     9.76   -29.48   885.74    87.95
    10.00   -32.00    23.42   -85.44   125.32    -8.36    -5.34    -2.21     0.60     1.82     9.76   -31.45   885.74    52.84
    10.00   -34.00    24.36   -85.59   126.14    -8.36    -5.10    -2.21     0.72     1.91     9.76   -33.43   885.74    18.01
    10.00   -36.00    24.85   -85.67   126.57    -8.36    -4.98    -2.21     0.79     1.95     9.76   -34.45   885.74     0.00
    12.00     0.00     7.59   -82.33   111.80    -8.40    -8.00    -2.35    -1.50     0.52    11.71     0.00   929.96   668.47
    12.00     2.00     6.37   -82.13   111.02    -8.40    -8.09    -2.35    -1.64     0.43    11.71     1.96   929.96   711.19
    12.00     4.00     5.14   -81.93   110.25    -8.40    -8.17    -2.35    -1.78     0.35    11.71     3.91   929.96   754.33
    12.00     6.00     3.88   -81.72   109.48    -8.40    -8.24    -2.35    -1.92     0.26    11.71     5.86   929.96   797.84
    12.00     8.00     2.61   -81.51   108.71    -8.40    -8.30    -2.35    -2.07     0.17    11.71     7.81   929.96   841.67
    12.00    10.00     1.31   -81.30   107.94    -8.40    -8.36    -2.35    -2.21     0.09    11.71     9.76   929.96   885.74
    12.00    12.00     0.00   -81.08   107.18    -8.40    -8.40    -2.35    -2.35     0.00    11.71    11.71   929.96   929.96
    12.00    14.00    -1.34   -80.86   106.42    -8.40    -8.44    -2.35    -2.50    -0.09    11.71    13.66   929.96   974.22
    12.00    16.00    -2.69   -80.64   105.67    -8.40    -8.47    -2.35    -2.65    -0.17    11.71    15.61   929.96  1018.39
    12.00    18.00    -4.07   -80.41   104.91    -8.40    -8.50    -2.35    -2.80    -0.26    11.71    17.55   929.96  1062.29
    12.00    20.00    -5.47   -80.18   104.17    -8.40    -8.51    -2.35    -2.94    -0.35    11.71    19.50   929.96  1105.74
    12.00    22.00    -6.90   -79.94   103.42    -8.40    -8.52    -2.35    -3.09    -0.43    11.71    21.45   929.96  1148.49
    12.00    24.00    -8.35   -79.70   102.68    -8.40    -8.53    -2.35    -3.25    -0.52    11.71    23.39   929.96  1190.26
    12.00    26.00    -9.82   -79.46   101.94    -8.40    -8.54    -2.35    -3.40    -0.60    11.71    25.34   929.96  1230.68
    12.00    28.00   -11.32   -79.21   101.20    -8.40    -8.54    -2.35    -3.55    -0.69    11.71    27.29   929.96  1269.34
    12.00    30.00   -12.84   -78.96   100.47    -8.40    -8.55    -2.35    -3.71    -0.78    11.71    29.23   929.96  1305.70
    12.00    32.00   -14.40   -78.71    99.73    -8.40    -8.55    -2.35    -3.86    -0.86    11.71    31.18   929.96  1339.10
    12.00    34.00   -15.98   -78.45    99.01    -8.40    -8.57    -2.35    -4.02    -0.95    11.71    33.14   929.96  1368.75
    12.00    36.00   -17.59   -78.18    98.28    -8.40    -8.60    -2.35    -4.18    -1.04    11.71    35.09   929.96  1393.61
    12.00    38.00   -19.24   -77.91    97.55    -8.40    -8.64    -2.35    -4.34    -1.12    11.71    37.06   929.96  1412.41
    12.00     0.00     7.59   -82.33   111.80    -8.40    -8.00    -2.35    -1.50     0.52    11.71     0.00   929.96   668.47
    12.00    -2.00     8.78   -82.53   112.58    -8.40    -7.90    -2.35    -1.36     0.60    11.71    -1.96   929.96   626.21
    12.00    -4.00     9.96   -82.72   113.36    -8.40    -7.79    -2.35    -1.22     0.69    11.71    -3.91   929.96   584.44
    12.00    -6.00    11.12   -82.91   114.15    -8.40    -7.68    -2.35    -1.09     0.78    11.71    -5.87   929.96   543.18
    12.00    -8.00    12.27   -83.10   114.94    -8.40    -7.55    -2.35    -0.95     0.86    11.71    -7.83   929.96   502.44
    12.00   -10.00    13.39   -83.29   115.73    -8.40    -7.41    -2.35    -0.82     0.95    11.71    -9.80   929.96   462.24
    12.00   -12.00    14.50   -83.47   116.53    -8.40    -7.27    -2.35    -0.68     1.04    11.71   -11.76   929.96   422.57
    12.00   -14.00    15.59   -83.65   117.32    -8.40    -7.12    -2.35    -0.55     1.12    11.71   -13.72   929.96   383.43
    12.00   -16.00    16.67   -83.83   118.13    -8.40    -6.95    -2.35    -0.42     1.21    11.71   -15.69   929.96   344.82
    12.00   -18.00    17.73   -84.00   118.93    -8.40    -6.78    -2.35    -0.29     1.30    11.71   -17.65   929.96   306.73
    12.00   -20.00    18.77   -84.18   119.73    -8.40    -6.60    -2.35    -0.16     1.39    11.71   -19.62   929.96   269.14
    12.00   -22.00    19.80   -84.35   120.54    -8.40    -6.41    -2.35    -0.03     1.47    11.71   -21.59   929.96   232.03
    12.00   -24.00    20.81   -84.51   121.35    -8.40    -6.22    -2.35     0.10     1.56    11.71   -23.56   929.96   195.39
    12.00   -26.00    21.81   -84.68   122.17    -8.40    -6.01    -2.35     0.23     1.65    11.71   -25.53   929.96   159.18
    12.00   -28.00    22.79   -84.84   122.98    -8.40    -5.80    -2.35     0.35     1.73    11.71   -27.50   929.96   123.38
    12.00   -30.00    23.75   -85.00   123.80    -8.40    -5.57    -2.35     0.48     1.82    11.71   -29.48   929.96    87.95
    12.00   -32.00    24.71   -85.15   124.62    -8.40    -5.34    -2.35     0.60     1.91    11.71   -31.45   929.96    52.84
    12.00   -34.00    25.65   -85.31   125.45    -8.40    -5.10    -2.35     0.72     2.00    11.71   -33.43   929.96    18.01
    12.00   -36.00    26.13   -85.39   125.88    -8.40    -4.98    -2.35     0.79     2.04    11.71   -34.45   929.96     0.00
    14.00     0.00     8.92   -82.09   111.06    -8.44    -8.00    -2.50    -1.50     0.60    13.66     0.00   974.22   668.47
    14.00     2.00     7.70   -81.90   110.28    -8.44    -8.09    -2.50    -1.64     0.52    13.66     1.96   974.22   711.19
    14.00     4.00     6.47   -81.69   109.50    -8.44    -8.17    -2.50    -1.78     0.43    13.66     3.91   974.22   754.33
    14.00     6.00     5.22   -81.49   108.73    -8.44    -8.24    -2.50    -1.92     0.35    13.66     5.86   974.22   797.84
    14.00     8.00     3.94   -81.28   107.96    -8.44    -8.30    -2.50    -2.07     0.26    13.66     7.81   974.22   841.67
    14.00    10.00     2.65   -81.07   107.19    -8.44    -8.36    -2.50    -2.21     0.17    13.66     9.76   974.22   885.74
    14.00    12.00     1.34   -80.86   106.42    -8.44    -8.40    -2.50    -2.35     0.09    13.66    11.71   974.22   929.96
    14.00    14.00     0.00   -80.64   105.66    -8.44    -8.44    -2.50    -2.50     0.00    13.66    13.66   974.22   974.22
    14.00    16.00    -1.36   -80.42   104.90    -8.44    -8.47    -2.50    -2.65    -0.09    13.66    15.61   974.22  1018.39
    14.00    18.00    -2.74   -80.20   104.15    -8.44    -8.50    -2.50    -2.80    -0.17    13.66    17.55   974.22  1062.29
    14.00    20.00    -4.14   -79.97   103.39    -8.44    -8.51    -2.50    -2.94    -0.26    13.66    19.50   974.22  1105.74
    14.00    22.00    -5.56   -79.74   102.64    -8.44    -8.52    -2.50    -3.09    -0.35    13.66    21.45   974.22  1148.49
    14.00    24.00    -7.01   -79.50   101.90    -8.44    -8.53    -2.50    -3.25    -0.43    13.66    23.39   974.22  1190.26
    14.00    26.00    -8.49   -79.26   101.16    -8.44    -8.54    -2.50    -3.40    -0.52    13.66    25.34   974.22  1230.68
    14.00    28.00    -9.99   -79.02   100.41    -8.44    -8.54    -2.50    -3.55    -0.60    13.66    27.29   974.22  1269.34
    14.00    30.00   -11.52   -78.77    99.68    -8.44    -8.55    -2.50    -3.71    -0.69    13.66    29.23   974.22  1305.70
    14.00    32.00   -13.07   -78.52    98.94    -8.44    -8.55    -2.50    -3.86    -0.78    13.66    31.18   974.22  1339.10
    14.00    34.00   -14.66   -78.26    98.21    -8.44    -8.57    -2.50    -4.02    -0.86    13.66    33.14   974.22  1368.75
    14.00    36.00   -16.27   -78.00    97.48    -8.44    -8.60    -2.50    -4.18    -0.95    13.66    35.09   974.22  1393.61
    14.00    38.00   -17.92   -77.73    96.75    -8.44    -8.64    -2.50    -4.34    -1.04    13.66    37.06   974.22  1412.41
    14.00     0.00     8.92   -82.09   111.06    -8.44    -8.00    -2.50    -1.50     0.60    13.66     0.00   974.22   668.47
    14.00    -2.00    10.11   -82.29   111.84    -8.44    -7.90    -2.50    -1.36     0.69    13.66    -1.96   974.22   626.21
    14.00    -4.00    11.29   -82.48   112.63    -8.44    -7.79    -2.50    -1.22     0.78    13.66    -3.91   974.22   584.44
    14.00    -6.00    12.45   -82.67   113.42    -8.44    -7.68    -2.50    -1.09     0.86    13.66    -5.87   974.22   543.18
    14.00    -8.00    13.59   -82.85   114.21    -8.44    -7.55    -2.50    -0.95     0.95    13.66    -7.83   974.22   502.44
    14.00   -10.00    14.72   -83.03   115.01    -8.44    -7.41    -2.50    -0.82     1.04    13.66    -9.80   974.22   462.24
    14.00   -12.00    15.82   -83.21   115.80    -8.44    -7.27    -2.50    -0.68     1.12    13.66   -11.76   974.22   422.57
    14.00   -14.00    16.91   -83.39   116.61    -8.44    -7.12    -2.50    -0.55     1.21    13.66   -13.72   974.22   383.43
    14.00   -16.00    17.99   -83.57   117.41    -8.44    -6.95    -2.50    -0.42     1.30    13.66   -15.69   974.22   344.82
    14.00   -18.00    19.04   -83.74   118.22    -8.44    -6.78    -2.50    -0.29     1.38    13.66   -17.65   974.22   306.73
    14.00   -20.00    20.09   -83.91   119.02    -8.44    -6.60    -2.50    -0.16     1.47    13.66   -19.62   974.22   269.14
    14.00   -22.00    21.11   -84.07   119.84    -8.44    -6.41    -2.50    -0.03     1.56    13.66   -21.59   974.22   232.03
    14.00   -24.00    22.12   -84.24   120.65    -8.44    -6.22    -2.50     0.10     1.65    13.66   -23.56   974.22   195.39
    14.00   -26.00    23.12   -84.40   121.47    -8.44    -6.01    -2.50     0.23     1.73    13.66   -25.53   974.22   159.18
    14.00   -28.00    24.09   -84.56   122.29    -8.44    -5.80    -2.50     0.35     1.82    13.66   -27.50   974.22   123.38
    14.00   -30.00    25.06   -84.72   123.11    -8.44    -5.57    -2.50     0.48     1.91    13.66   -29.48   974.22    87.95
    14.00   -32.00    26.01   -84.87   123.93    -8.44    -5.34    -2.50     0.60     1.99    13.66   -31.45   974.22    52.84
    14.00   -34.00    26.94   -85.02   124.76    -8.44    -5.10    -2.50     0.72     2.08    13.66   -33.43   974.22    18.01
    14.00   -36.00    27.43   -85.10   125.19    -8.44    -4.98    -2.50     0.79     2.13    13.66   -34.45   974.22     0.00
    16.00     0.00    10.27   -81.85   110.32    -8.47    -8.00    -2.65    -1.50     0.69    15.61     0.00  1018.39   668.47
    16.00     2.00     9.06   -81.66   109.54    -8.47    -8.09    -2.65    -1.64     0.60    15.61     1.96  1018.39   711.19
    16.00     4.00     7.82   -81.46   108.76    -8.47    -8.17    -2.65    -1.78     0.52    15.61     3.91  1018.39   754.33
    16.00     6.00     6.57   -81.26   107.98    -8.47    -8.24    -2.65    -1.92     0.43    15.61     5.86  1018.39   797.84
    16.00     8.00     5.30   -81.05   107.21    -8.47    -8.30    -2.65    -2.07     0.35    15.61     7.81  1018.39   841.67
    16.00    10.00     4.01   -80.85   106.44    -8.47    -8.36    -2.65    -2.21     0.26    15.61     9.76  1018.39   885.74
    16.00    12.00     2.69   -80.64   105.67    -8.47    -8.40    -2.65    -2.35     0.17    15.61    11.71  1018.39   929.96
    16.00    14.00     1.36   -80.42   104.90    -8.47    -8.44    -2.65    -2.50     0.09    15.61    13.66  1018.39   974.22
    16.00    16.00     0.00   -80.21   104.14    -8.47    -8.47    -2.65    -2.65     0.00    15.61    15.61  1018.39  1018.39
    16.00    18.00    -1.38   -79.99   103.38    -8.47    -8.50    -2.65    -2.80    -0.09    15.61    17.55  1018.39  1062.29
    16.00    20.00    -2.78   -79.76   102.63    -8.47    -8.51    -2.65    -2.94    -0.17    15.61    19.50  1018.39  1105.74
    16.00    22.00    -4.21   -79.53   101.87    -8.47    -8.52    -2.65    -3.09    -0.26    15.61    21.45  1018.39  1148.49
    16.00    24.00    -5.66   -79.30   101.12    -8.47    -8.53    -2.65    -3.25    -0.35    15.61    23.39  1018.39  1190.26
    16.00    26.00    -7.13   -79.06   100.38    -8.47    -8.54    -2.65    -3.40    -0.43    15.61    25.34  1018.39  1230.68
    16.00    28.00    -8.64   -78.82    99.63    -8.47    -8.54    -2.65    -3.55    -0.52    15.61    27.29  1018.39  1269.34
    16.00    30.00   -10.16   -78.58    98.89    -8.47    -8.55    -2.65    -3.71    -0.60    15.61    29.23  1018.39  1305.70
    16.00    32.00   -11.72   -78.33    98.15    -8.47    -8.55    -2.65    -3.86    -0.69    15.61    31.18  1018.39  1339.10
    16.00    34.00   -13.31   -78.08    97.42    -8.47    -8.57    -2.65    -4.02    -0.78    15.61    33.14  1018.39  1368.75
    16.00    36.00   -14.93   -77.82    96.68    -8.47    -8.60    -2.65    -4.18    -0.86    15.61    35.09  1018.39  1393.61
    16.00    38.00   -16.58   -77.55    95.95    -8.47    -8.64    -2.65    -4.34    -0.95    15.61    37.06  1018.39  1412.41
    16.00     0.00    10.27   -81.85   110.32    -8.47    -8.00    -2.65    -1.50     0.69    15.61     0.00  1018.39   668.47
    16.00    -2.00    11.47   -82.04   111.11    -8.47    -7.90    -2.65    -1.36     0.78    15.61    -1.96  1018.39   626.21
    16.00    -4.00    12.64   -82.23   111.90    -8.47    -7.79    -2.65    -1.22     0.86    15.61    -3.91  1018.39   584.44
    16.00    -6.00    13.80   -82.41   112.69    -8.47    -7.68    -2.65    -1.09     0.95    15.61    -5.87  1018.39   543.18
    16.00    -8.00    14.94   -82.60   113.49    -8.47    -7.55    -2.65    -0.95     1.04    15.61    -7.83  1018.39   502.44
    16.00   -10.00    16.06   -82.78   114.29    -8.47    -7.41    -2.65    -0.82     1.12    15.61    -9.80  1018.39   462.24
    16.00   -12.00    17.17   -82.95   115.09    -8.47    -7.27    -2.65    -0.68     1.21    15.61   -11.76  1018.39   422.57
    16.00   -14.00    18.26   -83.13   115.89    -8.47    -7.12    -2.65    -0.55     1.30    15.61   -13.72  1018.39   383.43
    16.00   -16.00    19.33   -83.30   116.70    -8.47    -6.95    -2.65    -0.42     1.38    15.61   -15.69  1018.39   344.82
    16.00   -18.00    20.38   -83.47   117.51    -8.47    -6.78    -2.65    -0.29     1.47    15.61   -17.65  1018.39   306.73
    16.00   -20.00    21.42   -83.63   118.32    -8.47    -6.60    -2.65    -0.16     1.56    15.61   -19.62  1018.39   269.14
    16.00   -22.00    22.44   -83.80   119.13    -8.47    -6.41    -2.65    -0.03     1.64    15.61   -21.59  1018.39   232.03
    16.00   -24.00    23.45   -83.96   119.95    -8.47    -6.22    -2.65     0.10     1.73    15.61   -23.56  1018.39   195.39
    16.00   -26.00    24.44   -84.12   120.77    -8.47    -6.01    -2.65     0.23     1.82    15.61   -25.53  1018.39   159.18
    16.00   -28.00    25.42   -84.27   121.59    -8.47    -5.80    -2.65     0.35     1.91    15.61   -27.50  1018.39   123.38
    16.00   -30.00    26.38   -84.43   122.41    -8.47    -5.57    -2.65     0.48     1.99    15.61   -29.48  1018.39    87.95
    16.00   -32.00    27.33   -84.58   123.24    -8.47    -5.34    -2.65     0.60     2.08    15.61   -31.45  1018.39    52.84
    16.00   -34.00    28.26   -84.73   124.07    -8.47    -5.10    -2.65     0.72     2.17    15.61   -33.43  1018.39    18.01
    16.00   -36.00    28.74   -84.81   124.50    -8.47    -4.98    -2.65     0.79     2.21    15.61   -34.45  1018.39     0.00
    18.00     0.00    11.64   -81.60   109.59    -8.50    -8.00    -2.80    -1.50     0.78    17.55     0.00  1062.29   668.47
    18.00     2.00    10.43   -81.41   108.80    -8.50    -8.09    -2.80    -1.64     0.69    17.55     1.96  1062.29   711.19
    18.00     4.00     9.20   -81.22   108.02    -8.50    -8.17    -2.80    -1.78     0.60    17.55     3.91  1062.29   754.33
    18.00     6.00     7.95   -81.02   107.24    -8.50    -8.24    -2.80    -1.92     0.52    17.55     5.86  1062.29   797.84
    18.00     8.00     6.68   -80.82   106.46    -8.50    -8.30    -2.80    -2.07     0.43    17.55     7.81  1062.29   841.67
    18.00    10.00     5.38   -80.62   105.69    -8.50    -8.36    -2.80    -2.21     0.35    17.55     9.76  1062.29   885.74
    18.00    12.00     4.07   -80.41   104.91    -8.50    -8.40    -2.80    -2.35     0.26    17.55    11.71  1062.29   929.96
    18.00    14.00     2.74   -80.20   104.15    -8.50    -8.44    -2.80    -2.50     0.17    17.55    13.66  1062.29   974.22
    18.00    16.00     1.38   -79.99   103.38    -8.50    -8.47    -2.80    -2.65     0.09    17.55    15.61  1062.29  1018.39
    18.00    18.00     0.00   -79.77   102.62    -8.50    -8.50    -2.80    -2.80     0.00    17.55    17.55  1062.29  1062.29
    18.00    20.00    -1.40   -79.55   101.86    -8.50    -8.51    -2.80    -2.94    -0.09    17.55    19.50  1062.29  1105.74
    18.00    22.00    -2.83   -79.32   101.10    -8.50    -8.52    -2.80    -3.09    -0.17    17.55    21.45  1062.29  1148.49
    18.00    24.00    -4.28   -79.09   100.35    -8.50    -8.53    -2.80    -3.25    -0.26    17.55    23.39  1062.29  1190.26
    18.00    26.00    -5.76   -78.86    99.60    -8.50    -8.54    -2.80    -3.40    -0.35    17.55    25.34  1062.29  1230.68
    18.00    28.00    -7.26   -78.62    98.85    -8.50    -8.54    -2.80    -3.55    -0.43    17.55    27.29  1062.29  1269.34
    18.00    30.00    -8.79   -78.38    98.11    -8.50    -8.55    -2.80    -3.71    -0.52    17.55    29.23  1062.29  1305.70
    18.00    32.00   -10.35   -78.14    97.37    -8.50    -8.55    -2.80    -3.86    -0.60    17.55    31.18  1062.29  1339.10
    18.00    34.00   -11.94   -77.89    96.63    -8.50    -8.57    -2.80    -4.02    -0.69    17.55    33.14  1062.29  1368.75
    18.00    36.00   -13.56   -77.63    95.89    -8.50    -8.60    -2.80    -4.18    -0.78    17.55    35.09  1062.29  1393.61
    18.00    38.00   -15.21   -77.37    95.15    -8.50    -8.64    -2.80    -4.34    -0.87    17.55    37.06  1062.29  1412.41
    18.00     0.00    11.64   -81.60   109.59    -8.50    -8.00    -2.80    -1.50     0.78    17.55     0.00  1062.29   668.47
    18.00    -2.00    12.84   -81.79   110.38    -8.50    -7.90    -2.80    -1.36     0.86    17.55    -1.96  1062.29   626.21
    18.00    -4.00    14.01   -81.98   111.17    -8.50    -7.79    -2.80    -1.22     0.95    17.55    -3.91  1062.29   584.44
    18.00    -6.00    15.17   -82.16   111.97    -8.50    -7.68    -2.80    -1.09     1.04    17.55    -5.87  1062.29   543.18
    18.00    -8.00    16.31   -82.34   112.77    -8.50    -7.55    -2.80    -0.95     1.12    17.55    -7.83  1062.29   502.44
    18.00   -10.00    17.43   -82.51   113.57    -8.50    -7.41    -2.80    -0.82     1.21    17.55    -9.80  1062.29   462.24
    18.00   -12.00    18.53   -82.69   114.37    -8.50    -7.27    -2.80    -0.68     1.30    17.55   -11.76  1062.29   422.57
    18.00   -14.00    19.62   -82.86   115.18    -8.50    -7.12    -2.80    -0.55     1.38    17.55   -13.72  1062.29   383.43
    18.00   -16.00    20.69   -83.03   115.99    -8.50    -6.95    -2.80    -0.42     1.47    17.55   -15.69  1062.29   344.82
    18.00   -18.00    21.74   -83.19   116.80    -8.50    -6.78    -2.80    -0.29     1.56    17.55   -17.65  1062.29   306.73
    18.00   -20.00    22.77   -83.36   117.61    -8.50    -6.60    -2.80    -0.16     1.64    17.55   -19.62  1062.29   269.14
    18.00   -22.00    23.80   -83.52   118.43    -8.50    -6.41    -2.80    -0.03     1.73    17.55   -21.59  1062.29   232.03
    18.00   -24.00    24.80   -83.68   119.25    -8.50    -6.22    -2.80     0.10     1.82    17.55   -23.56  1062.29   195.39
    18.00   -26.00    25.79   -83.83   120.07    -8.50    -6.01    -2.80     0.23     1.91    17.55   -25.53  1062.29   159.18
    18.00   -28.00    26.76   -83.99   120.90    -8.50    -5.80    -2.80     0.35     1.99    17.55   -27.50  1062.29   123.38
    18.00   -30.00    27.72   -84.14   121.73    -8.50    -5.57    -2.80     0.48     2.08    17.55   -29.48  1062.29    87.95
    18.00   -32.00    28.67   -84.29   122.55    -8.50    -5.34    -2.80     0.60     2.17    17.55   -31.45  1062.29    52.84
    18.00   -34.00    29.60   -84.43   123.39    -8.50    -5.10    -2.80     0.72     2.25    17.55   -33.43  1062.29    18.01
    18.00   -36.00    30.07   -84.51   123.82    -8.50    -4.98    -2.80     0.79     2.30    17.55   -34.45  1062.29     0.00
    20.00     0.00    13.04   -81.35   108.86    -8.51    -8.00    -2.94    -1.50     0.86    19.50     0.00  1105.74   668.47
    20.00     2.00    11.83   -81.17   108.07    -8.51    -8.09    -2.94    -1.64     0.78    19.50     1.96  1105.74   711.19
    20.00     4.00    10.60   -80.97   107.28    -8.51    -8.17    -2.94    -1.78     0.69    19.50     3.91  1105.74   754.33
    20.00     6.00     9.35   -80.78   106.50    -8.51    -8.24    -2.94    -1.92     0.60    19.50     5.86  1105.74   797.84
    20.00     8.00     8.08   -80.58   105.72    -8.51    -8.30    -2.94    -2.07     0.52    19.50     7.81  1105.74   841.67
    20.00    10.00     6.79   -80.38   104.94    -8.51    -8.36    -2.94    -2.21     0.43    19.50     9.76  1105.74   885.74
    20.00    12.00     5.47   -80.18   104.17    -8.51    -8.40    -2.94    -2.35     0.35    19.50    11.71  1105.74   929.96
    20.00    14.00     4.14   -79.97   103.39    -8.51    -8.44    -2.94    -2.50     0.26    19.50    13.66  1105.74   974.22
    20.00    16.00     2.78   -79.76   102.63    -8.51    -8.47    -2.94    -2.65     0.17    19.50    15.61  1105.74  1018.39
    20.00    18.00     1.40   -79.55   101.86    -8.51    -8.50    -2.94    -2.80     0.09    19.50    17.55  1105.74  1062.29
    20.00    20.00     0.00   -79.33   101.10    -8.51    -8.51    -2.94    -2.94     0.00    19.50    19.50  1105.74  1105.74
    20.00    22.00    -1.43   -79.11   100.34    -8.51    -8.52    -2.94    -3.09    -0.09    19.50    21.45  1105.74  1148.49
    20.00    24.00    -2.88   -78.88    99.58    -8.51    -8.53    -2.94    -3.25    -0.17    19.50    23.39  1105.74  1190.26
    20.00    26.00    -4.36   -78.65    98.83    -8.51    -8.54    -2.94    -3.40    -0.26    19.50    25.34  1105.74  1230.68
    20.00    28.00    -5.86   -78.42    98.08    -8.51    -8.54    -2.94    -3.55    -0.35    19.50    27.29  1105.74  1269.34
    20.00    30.00    -7.39   -78.18    97.33    -8.51    -8.55    -2.94    -3.71    -0.43    19.50    29.23  1105.74  1305.70
    20.00    32.00    -8.95   -77.94    96.58    -8.51    -8.55    -2.94    -3.86    -0.52    19.50    31.18  1105.74  1339.10
    20.00    34.00   -10.54   -77.69    95.84    -8.51    -8.57    -2.94    -4.02    -0.61    19.50    33.14  1105.74  1368.75
    20.00    36.00   -12.16   -77.44    95.10    -8.51    -8.60    -2.94    -4.18    -0.69    19.50    35.09  1105.74  1393.61
    20.00    38.00   -13.82   -77.18    94.36    -8.51    -8.64    -2.94    -4.34    -0.78    19.50    37.06  1105.74  1412.41
    20.00     0.00    13.04   -81.35   108.86    -8.51    -8.00    -2.94    -1.50     0.86    19.50     0.00  1105.74   668.47
    20.00    -2.00    14.23   -81.54   109.65    -8.51    -7.90    -2.94    -1.36     0.95    19.50    -1.96  1105.74   626.21
    20.00    -4.00    15.40   -81.72   110.45    -8.51    -7.79    -2.94    -1.22     1.04    19.50    -3.91  1105.74   584.44
    20.00    -6.00    16.56   -81.90   111.25    -8.51    -7.68    -2.94    -1.09     1.12    19.50    -5.87  1105.74   543.18
    20.00    -8.00    17.69   -82.08   112.05    -8.51    -7.55    -2.94    -0.95     1.21    19.50    -7.83  1105.74   502.44
    20.00   -10.00    18.81   -82.25   112.85    -8.51    -7.41    -2.94    -0.82     1.30    19.50    -9.80  1105.74   462.24
    20.00   -12.00    19.91   -82.42   113.66    -8.51    -7.27    -2.94    -0.68     1.38    19.50   -11.76  1105.74   422.57
    20.00   -14.00    21.00   -82.59   114.47    -8.51    -7.12    -2.94    -0.55     1.47    19.50   -13.72  1105.74   383.43
    20.00   -16.00    22.06   -82.75   115.28    -8.51    -6.95    -2.94    -0.42     1.56    19.50   -15.69  1105.74   344.82
    20.00   -18.00    23.11   -82.92   116.10    -8.51    -6.78    -2.94    -0.29     1.64    19.50   -17.65  1105.74   306.73
    20.00   -20.00    24.15   -83.08   116.91    -8.51    -6.60    -2.94    -0.16     1.73    19.50   -19.62  1105.74   269.14
    20.00   -22.00    25.17   -83.24   117.74    -8.51    -6.41    -2.94    -0.03     1.82    19.50   -21.59  1105.74   232.03
    20.00   -24.00    26.17   -83.39   118.56    -8.51    -6.22    -2.94     0.10     1.90    19.50   -23.56  1105.74   195.39
    20.00   -26.00    27.15   -83.54   119.38    -8.51    -6.01    -2.94     0.23     1.99    19.50   -25.53  1105.74   159.18
