
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE06 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    18.00   -12.00   -26.34   -44.85   152.93    17.27     7.93    -2.55    -0.45     1.09    13.45    -9.11  1145.77   432.78
    18.00   -14.00   -27.93   -44.50   154.05    17.27     7.21    -2.55    -0.31     1.16    13.45   -10.64  1145.77   387.27
    18.00   -16.00   -29.49   -44.15   155.17    17.27     6.48    -2.55    -0.17     1.23    13.45   -12.18  1145.77   342.07
    18.00   -18.00   -31.05   -43.80   156.28    17.27     5.73    -2.55    -0.03     1.31    13.45   -13.72  1145.77   297.19
    18.00   -20.00   -32.58   -43.45   157.39    17.27     4.98    -2.55     0.12     1.38    13.45   -15.26  1145.77   252.64
    18.00   -22.00   -34.09   -43.11   158.50    17.27     4.21    -2.55     0.26     1.46    13.45   -16.81  1145.77   208.42
    18.00   -24.00   -35.59   -42.77   159.60    17.27     3.42    -2.55     0.40     1.53    13.45   -18.36  1145.77   164.52
    18.00   -26.00   -37.08   -42.44   160.70    17.27     2.63    -2.55     0.55     1.60    13.45   -19.92  1145.77   120.96
    18.00   -28.00   -38.54   -42.11   161.80    17.27     1.82    -2.55     0.69     1.68    13.45   -21.48  1145.77    77.73
    18.00   -30.00   -40.00   -41.78   162.90    17.27     1.00    -2.55     0.84     1.75    13.45   -23.05  1145.77    34.83
    18.00   -32.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    18.00   -34.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    18.00   -36.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    18.00   -38.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    18.00   -40.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    18.00   -42.00   -41.17   -41.52   163.80    17.27     0.31    -2.55     0.96     1.81    13.45   -24.33  1145.77     0.00
    20.00     0.00   -18.37   -47.60   144.90    17.79    12.00    -2.69    -1.30     0.72    14.93     0.00  1194.50   712.01
    20.00     2.00   -16.64   -47.98   143.77    17.79    12.63    -2.69    -1.44     0.65    14.93     1.51  1194.50   759.48
    20.00     4.00   -14.89   -48.36   142.63    17.79    13.26    -2.69    -1.58     0.58    14.93     3.01  1194.50   807.18
    20.00     6.00   -13.12   -48.76   141.49    17.79    13.87    -2.69    -1.72     0.50    14.93     4.51  1194.50   855.09
    20.00     8.00   -11.33   -49.15   140.34    17.79    14.46    -2.69    -1.86     0.43    14.93     6.00  1194.50   903.19
    20.00    10.00    -9.51   -49.55   139.19    17.79    15.05    -2.69    -2.00     0.36    14.93     7.49  1194.50   951.46
    20.00    12.00    -7.66   -49.96   138.03    17.79    15.62    -2.69    -2.13     0.29    14.93     8.99  1194.50   999.89
    20.00    14.00    -5.79   -50.37   136.87    17.79    16.18    -2.69    -2.27     0.22    14.93    10.47  1194.50  1048.43
    20.00    16.00    -3.89   -50.79   135.70    17.79    16.73    -2.69    -2.41     0.14    14.93    11.96  1194.50  1097.07
    20.00    18.00    -1.96   -51.22   134.52    17.79    17.27    -2.69    -2.55     0.07    14.93    13.45  1194.50  1145.77
    20.00    20.00     0.00   -51.65   133.34    17.79    17.79    -2.69    -2.69     0.00    14.93    14.93  1194.50  1194.50
    20.00    22.00     1.99   -52.09   132.15    17.79    18.30    -2.69    -2.82    -0.07    14.93    16.41  1194.50  1243.22
    20.00    24.00     4.02   -52.54   130.96    17.79    18.80    -2.69    -2.96    -0.14    14.93    17.90  1194.50  1291.88
    20.00    26.00     6.08   -53.00   129.75    17.79    19.28    -2.69    -3.10    -0.22    14.93    19.38  1194.50  1340.43
    20.00    28.00     8.17   -53.46   128.53    17.79    19.76    -2.69    -3.24    -0.29    14.93    20.86  1194.50  1388.83
    20.00    30.00    10.31   -53.93   127.31    17.79    20.22    -2.69    -3.38    -0.36    14.93    22.35  1194.50  1437.02
    20.00    32.00    12.49   -54.41   126.07    17.79    20.66    -2.69    -3.51    -0.43    14.93    23.84  1194.50  1484.92
    20.00     0.00   -18.37   -47.60   144.90    17.79    12.00    -2.69    -1.30     0.72    14.93     0.00  1194.50   712.01
    20.00    -2.00   -20.07   -47.22   146.03    17.79    11.35    -2.69    -1.16     0.79    14.93    -1.51  1194.50   664.79
    20.00    -4.00   -21.75   -46.85   147.16    17.79    10.69    -2.69    -1.02     0.87    14.93    -3.02  1194.50   617.82
    20.00    -6.00   -23.41   -46.48   148.28    17.79    10.02    -2.69    -0.88     0.94    14.93    -4.54  1194.50   571.13
    20.00    -8.00   -25.05   -46.12   149.40    17.79     9.34    -2.69    -0.74     1.01    14.93    -6.06  1194.50   524.72
    20.00   -10.00   -26.67   -45.76   150.52    17.79     8.64    -2.69    -0.60     1.09    14.93    -7.58  1194.50   478.60
    20.00   -12.00   -28.27   -45.41   151.63    17.79     7.93    -2.69    -0.45     1.16    14.93    -9.11  1194.50   432.78
    20.00   -14.00   -29.85   -45.06   152.74    17.79     7.21    -2.69    -0.31     1.23    14.93   -10.64  1194.50   387.27
    20.00   -16.00   -31.42   -44.71   153.85    17.79     6.48    -2.69    -0.17     1.31    14.93   -12.18  1194.50   342.07
    20.00   -18.00   -32.96   -44.37   154.95    17.79     5.73    -2.69    -0.03     1.38    14.93   -13.72  1194.50   297.19
    20.00   -20.00   -34.49   -44.04   156.06    17.79     4.98    -2.69     0.12     1.45    14.93   -15.26  1194.50   252.64
    20.00   -22.00   -36.00   -43.70   157.16    17.79     4.21    -2.69     0.26     1.53    14.93   -16.81  1194.50   208.42
    20.00   -24.00   -37.50   -43.37   158.25    17.79     3.42    -2.69     0.40     1.60    14.93   -18.36  1194.50   164.52
    20.00   -26.00   -38.98   -43.04   159.35    17.79     2.63    -2.69     0.55     1.68    14.93   -19.92  1194.50   120.96
    20.00   -28.00   -40.44   -42.72   160.44    17.79     1.82    -2.69     0.69     1.75    14.93   -21.48  1194.50    77.73
    20.00   -30.00   -41.89   -42.40   161.53    17.79     1.00    -2.69     0.84     1.82    14.93   -23.05  1194.50    34.83
    20.00   -32.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    20.00   -34.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    20.00   -36.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    20.00   -38.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    20.00   -40.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    20.00   -42.00   -43.06   -42.14   162.43    17.79     0.31    -2.69     0.96     1.88    14.93   -24.33  1194.50     0.00
    22.00     0.00   -20.34   -48.12   143.63    18.30    12.00    -2.82    -1.30     0.79    16.41     0.00  1243.22   712.01
    22.00     2.00   -18.62   -48.49   142.51    18.30    12.63    -2.82    -1.44     0.72    16.41     1.51  1243.22   759.48
    22.00     4.00   -16.88   -48.87   141.38    18.30    13.26    -2.82    -1.58     0.65    16.41     3.01  1243.22   807.18
    22.00     6.00   -15.11   -49.25   140.24    18.30    13.87    -2.82    -1.72     0.58    16.41     4.51  1243.22   855.09
    22.00     8.00   -13.32   -49.64   139.10    18.30    14.46    -2.82    -1.86     0.50    16.41     6.00  1243.22   903.19
    22.00    10.00   -11.50   -50.03   137.96    18.30    15.05    -2.82    -2.00     0.43    16.41     7.49  1243.22   951.46
    22.00    12.00    -9.65   -50.43   136.81    18.30    15.62    -2.82    -2.13     0.36    16.41     8.99  1243.22   999.89
    22.00    14.00    -7.78   -50.84   135.65    18.30    16.18    -2.82    -2.27     0.29    16.41    10.47  1243.22  1048.43
    22.00    16.00    -5.88   -51.25   134.49    18.30    16.73    -2.82    -2.41     0.22    16.41    11.96  1243.22  1097.07
    22.00    18.00    -3.95   -51.67   133.33    18.30    17.27    -2.82    -2.55     0.14    16.41    13.45  1243.22  1145.77
    22.00    20.00    -1.99   -52.09   132.15    18.30    17.79    -2.82    -2.69     0.07    16.41    14.93  1243.22  1194.50
    22.00    22.00     0.00   -52.53   130.97    18.30    18.30    -2.82    -2.82     0.00    16.41    16.41  1243.22  1243.22
    22.00    24.00     2.03   -52.97   129.78    18.30    18.80    -2.82    -2.96    -0.07    16.41    17.90  1243.22  1291.88
    22.00    26.00     4.09   -53.41   128.58    18.30    19.28    -2.82    -3.10    -0.14    16.41    19.38  1243.22  1340.43
    22.00    28.00     6.18   -53.87   127.38    18.30    19.76    -2.82    -3.24    -0.22    16.41    20.86  1243.22  1388.83
    22.00    30.00     8.32   -54.33   126.16    18.30    20.22    -2.82    -3.38    -0.29    16.41    22.35  1243.22  1437.02
    22.00    32.00    10.50   -54.80   124.93    18.30    20.66    -2.82    -3.51    -0.36    16.41    23.84  1243.22  1484.92
    22.00     0.00   -20.34   -48.12   143.63    18.30    12.00    -2.82    -1.30     0.79    16.41     0.00  1243.22   712.01
    22.00    -2.00   -22.04   -47.75   144.76    18.30    11.35    -2.82    -1.16     0.87    16.41    -1.51  1243.22   664.79
    22.00    -4.00   -23.72   -47.38   145.88    18.30    10.69    -2.82    -1.02     0.94    16.41    -3.02  1243.22   617.82
    22.00    -6.00   -25.38   -47.02   146.99    18.30    10.02    -2.82    -0.88     1.01    16.41    -4.54  1243.22   571.13
    22.00    -8.00   -27.01   -46.67   148.10    18.30     9.34    -2.82    -0.74     1.08    16.41    -6.06  1243.22   524.72
    22.00   -10.00   -28.63   -46.32   149.21    18.30     8.64    -2.82    -0.60     1.16    16.41    -7.58  1243.22   478.60
    22.00   -12.00   -30.23   -45.97   150.32    18.30     7.93    -2.82    -0.45     1.23    16.41    -9.11  1243.22   432.78
    22.00   -14.00   -31.80   -45.63   151.42    18.30     7.21    -2.82    -0.31     1.30    16.41   -10.64  1243.22   387.27
    22.00   -16.00   -33.36   -45.29   152.52    18.30     6.48    -2.82    -0.17     1.38    16.41   -12.18  1243.22   342.07
    22.00   -18.00   -34.91   -44.96   153.62    18.30     5.73    -2.82    -0.03     1.45    16.41   -13.72  1243.22   297.19
    22.00   -20.00   -36.43   -44.63   154.71    18.30     4.98    -2.82     0.12     1.52    16.41   -15.26  1243.22   252.64
    22.00   -22.00   -37.94   -44.30   155.81    18.30     4.21    -2.82     0.26     1.60    16.41   -16.81  1243.22   208.42
    22.00   -24.00   -39.43   -43.98   156.90    18.30     3.42    -2.82     0.40     1.67    16.41   -18.36  1243.22   164.52
    22.00   -26.00   -40.90   -43.66   157.99    18.30     2.63    -2.82     0.55     1.75    16.41   -19.92  1243.22   120.96
    22.00   -28.00   -42.36   -43.34   159.07    18.30     1.82    -2.82     0.69     1.82    16.41   -21.48  1243.22    77.73
    22.00   -30.00   -43.80   -43.03   160.16    18.30     1.00    -2.82     0.84     1.90    16.41   -23.05  1243.22    34.83
    22.00   -32.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    22.00   -34.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    22.00   -36.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    22.00   -38.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    22.00   -40.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    22.00   -42.00   -44.97   -42.78   161.04    18.30     0.31    -2.82     0.96     1.96    16.41   -24.33  1243.22     0.00
    24.00     0.00   -22.35   -48.64   142.36    18.80    12.00    -2.96    -1.30     0.87    17.90     0.00  1291.88   712.01
    24.00     2.00   -20.63   -49.01   141.24    18.80    12.63    -2.96    -1.44     0.79    17.90     1.51  1291.88   759.48
    24.00     4.00   -18.89   -49.38   140.12    18.80    13.26    -2.96    -1.58     0.72    17.90     3.01  1291.88   807.18
    24.00     6.00   -17.12   -49.75   138.99    18.80    13.87    -2.96    -1.72     0.65    17.90     4.51  1291.88   855.09
    24.00     8.00   -15.33   -50.13   137.86    18.80    14.46    -2.96    -1.86     0.58    17.90     6.00  1291.88   903.19
    24.00    10.00   -13.52   -50.52   136.72    18.80    15.05    -2.96    -2.00     0.50    17.90     7.49  1291.88   951.46
    24.00    12.00   -11.67   -50.91   135.58    18.80    15.62    -2.96    -2.13     0.43    17.90     8.99  1291.88   999.89
    24.00    14.00    -9.80   -51.31   134.43    18.80    16.18    -2.96    -2.27     0.36    17.90    10.47  1291.88  1048.43
    24.00    16.00    -7.91   -51.71   133.28    18.80    16.73    -2.96    -2.41     0.29    17.90    11.96  1291.88  1097.07
    24.00    18.00    -5.98   -52.12   132.12    18.80    17.27    -2.96    -2.55     0.22    17.90    13.45  1291.88  1145.77
    24.00    20.00    -4.02   -52.54   130.96    18.80    17.79    -2.96    -2.69     0.14    17.90    14.93  1291.88  1194.50
    24.00    22.00    -2.03   -52.97   129.78    18.80    18.30    -2.96    -2.82     0.07    17.90    16.41  1291.88  1243.22
    24.00    24.00     0.00   -53.40   128.60    18.80    18.80    -2.96    -2.96     0.00    17.90    17.90  1291.88  1291.88
    24.00    26.00     2.06   -53.84   127.41    18.80    19.28    -2.96    -3.10    -0.07    17.90    19.38  1291.88  1340.43
    24.00    28.00     4.16   -54.28   126.21    18.80    19.76    -2.96    -3.24    -0.14    17.90    20.86  1291.88  1388.83
    24.00    30.00     6.30   -54.74   125.00    18.80    20.22    -2.96    -3.38    -0.22    17.90    22.35  1291.88  1437.02
    24.00    32.00     8.48   -55.20   123.79    18.80    20.66    -2.96    -3.51    -0.29    17.90    23.84  1291.88  1484.92
    24.00     0.00   -22.35   -48.64   142.36    18.80    12.00    -2.96    -1.30     0.87    17.90     0.00  1291.88   712.01
    24.00    -2.00   -24.04   -48.28   143.47    18.80    11.35    -2.96    -1.16     0.94    17.90    -1.51  1291.88   664.79
    24.00    -4.00   -25.72   -47.92   144.58    18.80    10.69    -2.96    -1.02     1.01    17.90    -3.02  1291.88   617.82
    24.00    -6.00   -27.37   -47.57   145.69    18.80    10.02    -2.96    -0.88     1.08    17.90    -4.54  1291.88   571.13
    24.00    -8.00   -29.00   -47.22   146.80    18.80     9.34    -2.96    -0.74     1.16    17.90    -6.06  1291.88   524.72
    24.00   -10.00   -30.62   -46.88   147.90    18.80     8.64    -2.96    -0.60     1.23    17.90    -7.58  1291.88   478.60
    24.00   -12.00   -32.21   -46.54   149.00    18.80     7.93    -2.96    -0.45     1.30    17.90    -9.11  1291.88   432.78
    24.00   -14.00   -33.78   -46.21   150.09    18.80     7.21    -2.96    -0.31     1.38    17.90   -10.64  1291.88   387.27
    24.00   -16.00   -35.34   -45.88   151.19    18.80     6.48    -2.96    -0.17     1.45    17.90   -12.18  1291.88   342.07
    24.00   -18.00   -36.88   -45.55   152.28    18.80     5.73    -2.96    -0.03     1.52    17.90   -13.72  1291.88   297.19
    24.00   -20.00   -38.39   -45.23   153.37    18.80     4.98    -2.96     0.12     1.60    17.90   -15.26  1291.88   252.64
    24.00   -22.00   -39.90   -44.91   154.45    18.80     4.21    -2.96     0.26     1.67    17.90   -16.81  1291.88   208.42
    24.00   -24.00   -41.38   -44.59   155.54    18.80     3.42    -2.96     0.40     1.74    17.90   -18.36  1291.88   164.52
    24.00   -26.00   -42.85   -44.28   156.62    18.80     2.63    -2.96     0.55     1.82    17.90   -19.92  1291.88   120.96
    24.00   -28.00   -44.30   -43.97   157.70    18.80     1.82    -2.96     0.69     1.89    17.90   -21.48  1291.88    77.73
    24.00   -30.00   -45.74   -43.66   158.77    18.80     1.00    -2.96     0.84     1.97    17.90   -23.05  1291.88    34.83
    24.00   -32.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    24.00   -34.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    24.00   -36.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    24.00   -38.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    24.00   -40.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    24.00   -42.00   -46.90   -43.42   159.65    18.80     0.31    -2.96     0.96     2.03    17.90   -24.33  1291.88     0.00
    26.00     0.00   -24.39   -49.17   141.07    19.28    12.00    -3.10    -1.30     0.94    19.38     0.00  1340.43   712.01
    26.00     2.00   -22.67   -49.53   139.96    19.28    12.63    -3.10    -1.44     0.86    19.38     1.51  1340.43   759.48
    26.00     4.00   -20.93   -49.90   138.85    19.28    13.26    -3.10    -1.58     0.79    19.38     3.01  1340.43   807.18
    26.00     6.00   -19.17   -50.26   137.73    19.28    13.87    -3.10    -1.72     0.72    19.38     4.51  1340.43   855.09
    26.00     8.00   -17.38   -50.64   136.60    19.28    14.46    -3.10    -1.86     0.65    19.38     6.00  1340.43   903.19
    26.00    10.00   -15.57   -51.02   135.48    19.28    15.05    -3.10    -2.00     0.58    19.38     7.49  1340.43   951.46
    26.00    12.00   -13.73   -51.40   134.34    19.28    15.62    -3.10    -2.13     0.50    19.38     8.99  1340.43   999.89
    26.00    14.00   -11.86   -51.79   133.20    19.28    16.18    -3.10    -2.27     0.43    19.38    10.47  1340.43  1048.43
    26.00    16.00    -9.96   -52.19   132.06    19.28    16.73    -3.10    -2.41     0.36    19.38    11.96  1340.43  1097.07
    26.00    18.00    -8.04   -52.59   130.91    19.28    17.27    -3.10    -2.55     0.29    19.38    13.45  1340.43  1145.77
    26.00    20.00    -6.08   -53.00   129.75    19.28    17.79    -3.10    -2.69     0.22    19.38    14.93  1340.43  1194.50
    26.00    22.00    -4.09   -53.41   128.58    19.28    18.30    -3.10    -2.82     0.14    19.38    16.41  1340.43  1243.22
    26.00    24.00    -2.06   -53.84   127.41    19.28    18.80    -3.10    -2.96     0.07    19.38    17.90  1340.43  1291.88
    26.00    26.00     0.00   -54.27   126.23    19.28    19.28    -3.10    -3.10     0.00    19.38    19.38  1340.43  1340.43
    26.00    28.00     2.10   -54.70   125.04    19.28    19.76    -3.10    -3.24    -0.07    19.38    20.86  1340.43  1388.83
    26.00    30.00     4.24   -55.15   123.84    19.28    20.22    -3.10    -3.38    -0.14    19.38    22.35  1340.43  1437.02
    26.00    32.00     6.42   -55.61   122.63    19.28    20.66    -3.10    -3.51    -0.22    19.38    23.84  1340.43  1484.92
    26.00     0.00   -24.39   -49.17   141.07    19.28    12.00    -3.10    -1.30     0.94    19.38     0.00  1340.43   712.01
    26.00    -2.00   -26.08   -48.82   142.18    19.28    11.35    -3.10    -1.16     1.01    19.38    -1.51  1340.43   664.79
    26.00    -4.00   -27.75   -48.47   143.28    19.28    10.69    -3.10    -1.02     1.08    19.38    -3.02  1340.43   617.82
    26.00    -6.00   -29.40   -48.13   144.38    19.28    10.02    -3.10    -0.88     1.16    19.38    -4.54  1340.43   571.13
    26.00    -8.00   -31.03   -47.79   145.48    19.28     9.34    -3.10    -0.74     1.23    19.38    -6.06  1340.43   524.72
    26.00   -10.00   -32.63   -47.45   146.58    19.28     8.64    -3.10    -0.60     1.30    19.38    -7.58  1340.43   478.60
    26.00   -12.00   -34.22   -47.12   147.67    19.28     7.93    -3.10    -0.45     1.37    19.38    -9.11  1340.43   432.78
    26.00   -14.00   -35.79   -46.79   148.76    19.28     7.21    -3.10    -0.31     1.45    19.38   -10.64  1340.43   387.27
    26.00   -16.00   -37.34   -46.47   149.84    19.28     6.48    -3.10    -0.17     1.52    19.38   -12.18  1340.43   342.07
    26.00   -18.00   -38.87   -46.15   150.93    19.28     5.73    -3.10    -0.03     1.59    19.38   -13.72  1340.43   297.19
    26.00   -20.00   -40.39   -45.83   152.01    19.28     4.98    -3.10     0.12     1.67    19.38   -15.26  1340.43   252.64
    26.00   -22.00   -41.88   -45.52   153.09    19.28     4.21    -3.10     0.26     1.74    19.38   -16.81  1340.43   208.42
    26.00   -24.00   -43.36   -45.21   154.16    19.28     3.42    -3.10     0.40     1.82    19.38   -18.36  1340.43   164.52
    26.00   -26.00   -44.83   -44.91   155.24    19.28     2.63    -3.10     0.55     1.89    19.38   -19.92  1340.43   120.96
    26.00   -28.00   -46.27   -44.60   156.31    19.28     1.82    -3.10     0.69     1.96    19.38   -21.48  1340.43    77.73
    26.00   -30.00   -47.70   -44.31   157.38    19.28     1.00    -3.10     0.84     2.04    19.38   -23.05  1340.43    34.83
    26.00   -32.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    26.00   -34.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    26.00   -36.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    26.00   -38.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    26.00   -40.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    26.00   -42.00   -48.86   -44.06   158.25    19.28     0.31    -3.10     0.96     2.10    19.38   -24.33  1340.43     0.00
    28.00     0.00   -26.46   -49.72   139.78    19.76    12.00    -3.24    -1.30     1.01    20.86     0.00  1388.83   712.01
    28.00     2.00   -24.74   -50.07   138.68    19.76    12.63    -3.24    -1.44     0.94    20.86     1.51  1388.83   759.48
    28.00     4.00   -23.01   -50.42   137.57    19.76    13.26    -3.24    -1.58     0.86    20.86     3.01  1388.83   807.18
    28.00     6.00   -21.25   -50.78   136.46    19.76    13.87    -3.24    -1.72     0.79    20.86     4.51  1388.83   855.09
    28.00     8.00   -19.47   -51.15   135.34    19.76    14.46    -3.24    -1.86     0.72    20.86     6.00  1388.83   903.19
    28.00    10.00   -17.66   -51.52   134.22    19.76    15.05    -3.24    -2.00     0.65    20.86     7.49  1388.83   951.46
    28.00    12.00   -15.82   -51.90   133.10    19.76    15.62    -3.24    -2.13     0.58    20.86     8.99  1388.83   999.89
    28.00    14.00   -13.95   -52.28   131.96    19.76    16.18    -3.24    -2.27     0.50    20.86    10.47  1388.83  1048.43
    28.00    16.00   -12.06   -52.67   130.83    19.76    16.73    -3.24    -2.41     0.43    20.86    11.96  1388.83  1097.07
    28.00    18.00   -10.13   -53.06   129.68    19.76    17.27    -3.24    -2.55     0.36    20.86    13.45  1388.83  1145.77
    28.00    20.00    -8.17   -53.46   128.53    19.76    17.79    -3.24    -2.69     0.29    20.86    14.93  1388.83  1194.50
    28.00    22.00    -6.18   -53.87   127.38    19.76    18.30    -3.24    -2.82     0.22    20.86    16.41  1388.83  1243.22
    28.00    24.00    -4.16   -54.28   126.21    19.76    18.80    -3.24    -2.96     0.14    20.86    17.90  1388.83  1291.88
    28.00    26.00    -2.10   -54.70   125.04    19.76    19.28    -3.24    -3.10     0.07    20.86    19.38  1388.83  1340.43
    28.00    28.00     0.00   -55.13   123.86    19.76    19.76    -3.24    -3.24     0.00    20.86    20.86  1388.83  1388.83
    28.00    30.00     2.14   -55.57   122.67    19.76    20.22    -3.24    -3.38    -0.07    20.86    22.35  1388.83  1437.02
    28.00    32.00     4.32   -56.02   121.47    19.76    20.66    -3.24    -3.51    -0.14    20.86    23.84  1388.83  1484.92
    28.00     0.00   -26.46   -49.72   139.78    19.76    12.00    -3.24    -1.30     1.01    20.86     0.00  1388.83   712.01
    28.00    -2.00   -28.14   -49.37   140.88    19.76    11.35    -3.24    -1.16     1.08    20.86    -1.51  1388.83   664.79
    28.00    -4.00   -29.81   -49.03   141.98    19.76    10.69    -3.24    -1.02     1.15    20.86    -3.02  1388.83   617.82
    28.00    -6.00   -31.46   -48.69   143.07    19.76    10.02    -3.24    -0.88     1.23    20.86    -4.54  1388.83   571.13
    28.00    -8.00   -33.08   -48.36   144.16    19.76     9.34    -3.24    -0.74     1.30    20.86    -6.06  1388.83   524.72
    28.00   -10.00   -34.68   -48.03   145.24    19.76     8.64    -3.24    -0.60     1.37    20.86    -7.58  1388.83   478.60
    28.00   -12.00   -36.27   -47.71   146.33    19.76     7.93    -3.24    -0.45     1.45    20.86    -9.11  1388.83   432.78
    28.00   -14.00   -37.83   -47.39   147.41    19.76     7.21    -3.24    -0.31     1.52    20.86   -10.64  1388.83   387.27
    28.00   -16.00   -39.37   -47.07   148.49    19.76     6.48    -3.24    -0.17     1.59    20.86   -12.18  1388.83   342.07
    28.00   -18.00   -40.90   -46.76   149.56    19.76     5.73    -3.24    -0.03     1.67    20.86   -13.72  1388.83   297.19
    28.00   -20.00   -42.41   -46.45   150.64    19.76     4.98    -3.24     0.12     1.74    20.86   -15.26  1388.83   252.64
    28.00   -22.00   -43.90   -46.15   151.71    19.76     4.21    -3.24     0.26     1.81    20.86   -16.81  1388.83   208.42
    28.00   -24.00   -45.37   -45.84   152.78    19.76     3.42    -3.24     0.40     1.89    20.86   -18.36  1388.83   164.52
    28.00   -26.00   -46.83   -45.55   153.85    19.76     2.63    -3.24     0.55     1.96    20.86   -19.92  1388.83   120.96
    28.00   -28.00   -48.27   -45.25   154.91    19.76     1.82    -3.24     0.69     2.04    20.86   -21.48  1388.83    77.73
    28.00   -30.00   -49.70   -44.96   155.98    19.76     1.00    -3.24     0.84     2.11    20.86   -23.05  1388.83    34.83
    28.00   -32.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    28.00   -34.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    28.00   -36.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    28.00   -38.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    28.00   -40.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    28.00   -42.00   -50.85   -44.72   156.84    19.76     0.31    -3.24     0.96     2.17    20.86   -24.33  1388.83     0.00
    30.00     0.00   -28.56   -50.27   138.47    20.22    12.00    -3.38    -1.30     1.08    22.35     0.00  1437.02   712.01
    30.00     2.00   -26.85   -50.61   137.38    20.22    12.63    -3.38    -1.44     1.01    22.35     1.51  1437.02   759.48
    30.00     4.00   -25.12   -50.96   136.28    20.22    13.26    -3.38    -1.58     0.94    22.35     3.01  1437.02   807.18
    30.00     6.00   -23.37   -51.31   135.18    20.22    13.87    -3.38    -1.72     0.86    22.35     4.51  1437.02   855.09
    30.00     8.00   -21.59   -51.67   134.07    20.22    14.46    -3.38    -1.86     0.79    22.35     6.00  1437.02   903.19
    30.00    10.00   -19.78   -52.03   132.96    20.22    15.05    -3.38    -2.00     0.72    22.35     7.49  1437.02   951.46
    30.00    12.00   -17.94   -52.40   131.84    20.22    15.62    -3.38    -2.13     0.65    22.35     8.99  1437.02   999.89
