
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE06 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
    14.00   -20.00   -20.55   -22.01    -3.26    27.07    -7.29   -16.98    -5.04    -1.46    -3.57    29.01   102.01     8.83     8.11
    14.00   -22.00   -22.67   -24.41    -3.37    27.08    -9.05   -18.41    -6.00    -1.74    -4.26    29.00   104.19     8.05     7.27
    14.00   -24.00   -24.81   -26.87    -3.46    27.09   -10.99   -19.83    -7.04    -2.06    -4.98    29.25   106.40     7.39     7.83
    16.00     0.00     0.14    -0.14    -1.92    26.97     1.10    -0.14     0.00    -0.27     0.27 ********    81.11 ******** ********
    16.00     2.00     2.22     1.94    -1.74    26.96     1.01     2.15     0.07     0.28    -0.22   421.72    79.05    91.23    91.03
    16.00     4.00     4.32     4.00    -1.55    26.95     0.77     4.07     0.25     0.32    -0.07   128.12    76.98    44.21    43.95
    16.00     6.00     6.43     6.06    -1.36    26.94     0.35     5.90     0.53     0.37     0.16    69.81    74.90    29.24    28.92
    16.00     8.00     8.56     8.11    -1.16    26.94    -0.22     7.65     0.92     0.45     0.47    49.04    72.81    21.87    21.50
    16.00    10.00    10.72    10.17    -0.95    26.93    -0.97     9.33     1.39     0.55     0.84    39.52    70.71    17.50    17.07
    16.00    12.00    12.91    12.23    -0.73    26.92    -1.88    10.95     1.96     0.68     1.28    34.54    68.58    14.59    14.11
    16.00    14.00    15.12    14.29    -0.50    26.91    -2.96    12.52     2.61     0.83     1.78    31.77    66.44    12.53    11.99
    16.00    16.00    17.37    16.37    -0.27    26.90    -4.21    14.04     3.34     1.01     2.33    30.20    64.26    10.98    10.39
    16.00    18.00    19.67    18.45    -0.02    26.89    -5.63    15.52     4.15     1.22     2.93    29.37    62.06     9.79     9.13
    16.00    20.00    22.01    20.55     0.23    26.89    -7.22    16.98     5.03     1.46     3.57    29.02    59.82     8.83     8.12
    16.00    22.00    24.40    22.67     0.50    26.88    -8.99    18.41     6.00     1.74     4.26    29.01    57.53     8.05     7.28
    16.00    24.00    26.86    24.80     0.77    26.87   -10.94    19.82     7.04     2.06     4.98    29.26    55.20     7.40     7.83
    16.00     0.00     0.14    -0.14    -1.92    26.97     1.10    -0.14     0.00    -0.27     0.27 ********    81.11 ******** ********
    16.00    -2.00    -1.94    -2.22    -2.09    26.98     1.01    -2.15    -0.07    -0.28     0.22   421.72    83.17    91.23    91.03
    16.00    -4.00    -4.00    -4.32    -2.26    26.99     0.77    -4.07    -0.25    -0.32     0.07   128.12    85.23    44.21    43.95
    16.00    -6.00    -6.06    -6.43    -2.41    27.00     0.35    -5.90    -0.53    -0.37    -0.16    69.81    87.29    29.24    28.92
    16.00    -8.00    -8.11    -8.56    -2.56    27.01    -0.22    -7.65    -0.92    -0.45    -0.47    49.04    89.36    21.87    21.50
    16.00   -10.00   -10.17   -10.72    -2.71    27.02    -0.97    -9.33    -1.39    -0.55    -0.84    39.52    91.43    17.50    17.07
    16.00   -12.00   -12.23   -12.91    -2.85    27.03    -1.88   -10.95    -1.96    -0.68    -1.28    34.54    93.51    14.59    14.11
    16.00   -14.00   -14.29   -15.12    -2.98    27.04    -2.96   -12.52    -2.61    -0.83    -1.78    31.77    95.61    12.53    11.99
    16.00   -16.00   -16.37   -17.37    -3.10    27.05    -4.21   -14.04    -3.34    -1.01    -2.33    30.20    97.72    10.98    10.39
    16.00   -18.00   -18.45   -19.67    -3.22    27.06    -5.63   -15.52    -4.15    -1.22    -2.93    29.37    99.85     9.79     9.13
    16.00   -20.00   -20.55   -22.01    -3.33    27.07    -7.22   -16.98    -5.03    -1.46    -3.57    29.02   102.00     8.83     8.12
    16.00   -22.00   -22.67   -24.40    -3.43    27.08    -8.99   -18.41    -6.00    -1.74    -4.26    29.01   104.17     8.05     7.28
    16.00   -24.00   -24.80   -26.86    -3.52    27.10   -10.94   -19.82    -7.04    -2.06    -4.98    29.26   106.38     7.40     7.83
    18.00     0.00     0.14    -0.14    -1.98    26.97     1.20    -0.14     0.00    -0.27     0.27 ********    81.10 ******** ********
    18.00     2.00     2.22     1.94    -1.80    26.96     1.12     2.15     0.07     0.28    -0.22   422.14    79.04    91.26    91.06
    18.00     4.00     4.32     4.00    -1.61    26.95     0.87     4.07     0.25     0.32    -0.07   128.24    76.97    44.22    43.96
    18.00     6.00     6.43     6.06    -1.41    26.95     0.46     5.90     0.53     0.37     0.16    69.86    74.89    29.24    28.93
    18.00     8.00     8.56     8.11    -1.21    26.94    -0.12     7.65     0.92     0.45     0.47    49.07    72.80    21.88    21.51
    18.00    10.00    10.72    10.17    -1.00    26.93    -0.87     9.33     1.39     0.55     0.84    39.54    70.70    17.50    17.07
    18.00    12.00    12.90    12.23    -0.78    26.92    -1.79    10.95     1.96     0.68     1.28    34.56    68.57    14.60    14.11
    18.00    14.00    15.12    14.29    -0.55    26.91    -2.87    12.51     2.61     0.83     1.78    31.78    66.43    12.53    11.99
    18.00    16.00    17.37    16.36    -0.32    26.90    -4.13    14.03     3.34     1.01     2.33    30.21    64.25    10.99    10.39
    18.00    18.00    19.66    18.45    -0.07    26.89    -5.56    15.52     4.15     1.22     2.93    29.37    62.05     9.79     9.13
    18.00    20.00    22.00    20.54     0.19    26.89    -7.16    16.97     5.03     1.46     3.57    29.02    59.81     8.83     8.12
    18.00    22.00    24.40    22.66     0.45    26.88    -8.94    18.40     5.99     1.74     4.26    29.01    57.52     8.05     7.28
    18.00    24.00    26.85    24.80     0.73    26.87   -10.90    19.82     7.03     2.06     4.98    29.26    55.19     7.40     7.83
    18.00     0.00     0.14    -0.14    -1.98    26.97     1.20    -0.14     0.00    -0.27     0.27 ********    81.10 ******** ********
    18.00    -2.00    -1.94    -2.22    -2.15    26.98     1.12    -2.15    -0.07    -0.28     0.22   422.14    83.16    91.26    91.06
    18.00    -4.00    -4.00    -4.32    -2.31    26.99     0.87    -4.07    -0.25    -0.32     0.07   128.24    85.22    44.22    43.96
    18.00    -6.00    -6.06    -6.43    -2.47    27.00     0.46    -5.90    -0.53    -0.37    -0.16    69.86    87.28    29.24    28.93
    18.00    -8.00    -8.11    -8.56    -2.62    27.01    -0.12    -7.65    -0.92    -0.45    -0.47    49.07    89.34    21.88    21.51
    18.00   -10.00   -10.17   -10.72    -2.77    27.02    -0.87    -9.33    -1.39    -0.55    -0.84    39.54    91.41    17.50    17.07
    18.00   -12.00   -12.23   -12.90    -2.91    27.03    -1.79   -10.95    -1.96    -0.68    -1.28    34.56    93.50    14.60    14.11
    18.00   -14.00   -14.29   -15.12    -3.04    27.04    -2.87   -12.51    -2.61    -0.83    -1.78    31.78    95.59    12.53    11.99
    18.00   -16.00   -16.36   -17.37    -3.16    27.05    -4.13   -14.03    -3.34    -1.01    -2.33    30.21    97.70    10.99    10.39
    18.00   -18.00   -18.45   -19.66    -3.28    27.06    -5.56   -15.52    -4.15    -1.22    -2.93    29.37    99.83     9.79     9.13
    18.00   -20.00   -20.54   -22.00    -3.39    27.07    -7.16   -16.97    -5.03    -1.46    -3.57    29.02   101.98     8.83     8.12
    18.00   -22.00   -22.66   -24.40    -3.49    27.09    -8.94   -18.40    -5.99    -1.74    -4.26    29.01   104.16     8.05     7.28
    18.00   -24.00   -24.80   -26.85    -3.58    27.10   -10.90   -19.82    -7.03    -2.06    -4.98    29.26   106.36     7.40     7.83
    20.00     0.00     0.14    -0.14    -2.03    26.97     1.30    -0.14     0.00    -0.27     0.27 ********    81.09 ******** ********
    20.00     2.00     2.22     1.93    -1.85    26.97     1.22     2.15     0.07     0.28    -0.22   422.49    79.02    91.29    91.08
    20.00     4.00     4.31     4.00    -1.67    26.96     0.97     4.07     0.25     0.32    -0.07   128.33    76.96    44.23    43.97
    20.00     6.00     6.43     6.06    -1.47    26.95     0.55     5.90     0.53     0.37     0.16    69.90    74.88    29.25    28.93
    20.00     8.00     8.56     8.11    -1.27    26.94    -0.03     7.64     0.92     0.45     0.47    49.09    72.79    21.88    21.51
    20.00    10.00    10.72    10.17    -1.05    26.93    -0.78     9.32     1.39     0.55     0.84    39.55    70.68    17.50    17.08
    20.00    12.00    12.90    12.22    -0.83    26.92    -1.71    10.94     1.96     0.68     1.28    34.56    68.56    14.60    14.12
    20.00    14.00    15.11    14.29    -0.61    26.91    -2.80    12.51     2.61     0.83     1.78    31.78    66.41    12.53    11.99
    20.00    16.00    17.37    16.36    -0.37    26.90    -4.06    14.03     3.33     1.01     2.33    30.21    64.24    10.99    10.39
    20.00    18.00    19.66    18.44    -0.12    26.89    -5.50    15.51     4.14     1.22     2.93    29.37    62.04     9.79     9.14
    20.00    20.00    22.00    20.54     0.14    26.89    -7.11    16.97     5.03     1.46     3.57    29.02    59.79     8.83     8.12
    20.00    22.00    24.39    22.65     0.41    26.88    -8.90    18.40     5.99     1.74     4.25    29.01    57.51     8.05     7.28
    20.00    24.00    26.85    24.79     0.69    26.87   -10.87    19.82     7.03     2.06     4.97    29.26    55.18     7.40     7.83
    20.00     0.00     0.14    -0.14    -2.03    26.97     1.30    -0.14     0.00    -0.27     0.27 ********    81.09 ******** ********
    20.00    -2.00    -1.93    -2.22    -2.21    26.98     1.22    -2.15    -0.07    -0.28     0.22   422.49    83.14    91.29    91.08
    20.00    -4.00    -4.00    -4.31    -2.37    26.99     0.97    -4.07    -0.25    -0.32     0.07   128.33    85.20    44.23    43.97
    20.00    -6.00    -6.06    -6.43    -2.53    27.00     0.55    -5.90    -0.53    -0.37    -0.16    69.90    87.26    29.25    28.93
    20.00    -8.00    -8.11    -8.56    -2.68    27.01    -0.03    -7.64    -0.92    -0.45    -0.47    49.09    89.33    21.88    21.51
    20.00   -10.00   -10.17   -10.72    -2.83    27.02    -0.78    -9.32    -1.39    -0.55    -0.84    39.55    91.40    17.50    17.08
    20.00   -12.00   -12.22   -12.90    -2.97    27.03    -1.71   -10.94    -1.96    -0.68    -1.28    34.56    93.48    14.60    14.12
    20.00   -14.00   -14.29   -15.11    -3.10    27.04    -2.80   -12.51    -2.61    -0.83    -1.78    31.78    95.57    12.53    11.99
    20.00   -16.00   -16.36   -17.37    -3.22    27.05    -4.06   -14.03    -3.33    -1.01    -2.33    30.21    97.68    10.99    10.39
    20.00   -18.00   -18.44   -19.66    -3.34    27.07    -5.50   -15.51    -4.14    -1.22    -2.93    29.37    99.81     9.79     9.14
    20.00   -20.00   -20.54   -22.00    -3.45    27.08    -7.11   -16.97    -5.03    -1.46    -3.57    29.02   101.96     8.83     8.12
    20.00   -22.00   -22.65   -24.39    -3.55    27.09    -8.90   -18.40    -5.99    -1.74    -4.25    29.01   104.14     8.05     7.28
    20.00   -24.00   -24.79   -26.85    -3.65    27.10   -10.87   -19.82    -7.03    -2.06    -4.97    29.26   106.34     7.40     7.83
    22.00     0.00     0.14    -0.14    -2.09    26.98     1.40    -0.14     0.00    -0.27     0.27 ********    81.07 ******** ********
    22.00     2.00     2.22     1.93    -1.91    26.97     1.31     2.15     0.07     0.28    -0.22   422.80    79.01    91.32    91.11
    22.00     4.00     4.31     4.00    -1.72    26.96     1.06     4.07     0.25     0.32    -0.07   128.42    76.94    44.24    43.98
    22.00     6.00     6.43     6.05    -1.53    26.95     0.64     5.89     0.53     0.37     0.16    69.94    74.86    29.26    28.94
    22.00     8.00     8.56     8.11    -1.32    26.94     0.05     7.64     0.91     0.45     0.47    49.11    72.78    21.89    21.52
    22.00    10.00    10.71    10.16    -1.11    26.93    -0.70     9.32     1.39     0.55     0.84    39.56    70.67    17.51    17.08
    22.00    12.00    12.90    12.22    -0.89    26.92    -1.63    10.94     1.96     0.68     1.28    34.57    68.55    14.60    14.12
    22.00    14.00    15.11    14.28    -0.66    26.91    -2.73    12.51     2.60     0.83     1.78    31.78    66.40    12.54    12.00
    22.00    16.00    17.36    16.35    -0.42    26.90    -4.00    14.03     3.33     1.01     2.33    30.21    64.23    10.99    10.39
    22.00    18.00    19.65    18.44    -0.17    26.90    -5.45    15.51     4.14     1.22     2.93    29.37    62.02     9.79     9.14
    22.00    20.00    21.99    20.53     0.09    26.89    -7.07    16.97     5.03     1.46     3.57    29.02    59.78     8.84     8.12
    22.00    22.00    24.38    22.65     0.36    26.88    -8.87    18.40     5.99     1.74     4.25    29.01    57.50     8.05     7.28
    22.00    24.00    26.84    24.78     0.65    26.87   -10.85    19.81     7.03     2.06     4.97    29.26    55.17     7.40     7.83
    22.00     0.00     0.14    -0.14    -2.09    26.98     1.40    -0.14     0.00    -0.27     0.27 ********    81.07 ******** ********
    22.00    -2.00    -1.93    -2.22    -2.27    26.99     1.31    -2.15    -0.07    -0.28     0.22   422.80    83.13    91.32    91.11
    22.00    -4.00    -4.00    -4.31    -2.43    27.00     1.06    -4.07    -0.25    -0.32     0.07   128.42    85.19    44.24    43.98
    22.00    -6.00    -6.05    -6.43    -2.59    27.01     0.64    -5.89    -0.53    -0.37    -0.16    69.94    87.25    29.26    28.94
    22.00    -8.00    -8.11    -8.56    -2.75    27.02     0.05    -7.64    -0.91    -0.45    -0.47    49.11    89.31    21.89    21.52
    22.00   -10.00   -10.16   -10.71    -2.89    27.03    -0.70    -9.32    -1.39    -0.55    -0.84    39.56    91.38    17.51    17.08
    22.00   -12.00   -12.22   -12.90    -3.03    27.04    -1.63   -10.94    -1.96    -0.68    -1.28    34.57    93.46    14.60    14.12
    22.00   -14.00   -14.28   -15.11    -3.16    27.05    -2.73   -12.51    -2.60    -0.83    -1.78    31.78    95.56    12.54    12.00
    22.00   -16.00   -16.35   -17.36    -3.29    27.06    -4.00   -14.03    -3.33    -1.01    -2.33    30.21    97.67    10.99    10.39
    22.00   -18.00   -18.44   -19.65    -3.40    27.07    -5.45   -15.51    -4.14    -1.22    -2.93    29.37    99.79     9.79     9.14
    22.00   -20.00   -20.53   -21.99    -3.51    27.08    -7.07   -16.97    -5.03    -1.46    -3.57    29.02   101.94     8.84     8.12
    22.00   -22.00   -22.65   -24.38    -3.62    27.09    -8.87   -18.40    -5.99    -1.74    -4.25    29.01   104.12     8.05     7.28
    22.00   -24.00   -24.78   -26.84    -3.71    27.11   -10.85   -19.81    -7.03    -2.06    -4.97    29.26   106.32     7.40     7.83
    24.00     0.00     0.14    -0.14    -2.15    26.98     1.48    -0.14     0.00    -0.27     0.27 ********    81.06 ******** ********
    24.00     2.00     2.22     1.93    -1.97    26.97     1.40     2.15     0.07     0.28    -0.22   423.10    79.00    91.34    91.14
    24.00     4.00     4.31     4.00    -1.78    26.96     1.15     4.07     0.25     0.32    -0.07   128.50    76.93    44.26    44.00
    24.00     6.00     6.42     6.05    -1.58    26.95     0.72     5.89     0.53     0.37     0.16    69.97    74.85    29.27    28.95
    24.00     8.00     8.56     8.11    -1.38    26.94     0.13     7.64     0.91     0.45     0.47    49.12    72.76    21.90    21.52
    24.00    10.00    10.71    10.16    -1.16    26.93    -0.63     9.32     1.39     0.55     0.84    39.57    70.66    17.51    17.08
    24.00    12.00    12.89    12.22    -0.94    26.92    -1.56    10.94     1.95     0.68     1.28    34.57    68.53    14.61    14.12
    24.00    14.00    15.11    14.28    -0.71    26.91    -2.67    12.50     2.60     0.83     1.78    31.78    66.39    12.54    12.00
    24.00    16.00    17.36    16.35    -0.47    26.91    -3.95    14.02     3.33     1.01     2.33    30.21    64.22    11.00    10.40
    24.00    18.00    19.65    18.43    -0.22    26.90    -5.40    15.51     4.14     1.22     2.92    29.37    62.01     9.80     9.14
    24.00    20.00    21.99    20.53     0.04    26.89    -7.04    16.96     5.02     1.46     3.57    29.02    59.77     8.84     8.13
    24.00    22.00    24.38    22.64     0.32    26.88    -8.85    18.39     5.99     1.74     4.25    29.00    57.49     8.05     7.28
    24.00    24.00    26.83    24.78     0.60    26.87   -10.84    19.81     7.02     2.05     4.97    29.25    55.16     7.40     7.83
    24.00     0.00     0.14    -0.14    -2.15    26.98     1.48    -0.14     0.00    -0.27     0.27 ********    81.06 ******** ********
    24.00    -2.00    -1.93    -2.22    -2.33    26.99     1.40    -2.15    -0.07    -0.28     0.22   423.10    83.12    91.34    91.14
    24.00    -4.00    -4.00    -4.31    -2.50    27.00     1.15    -4.07    -0.25    -0.32     0.07   128.50    85.17    44.26    44.00
    24.00    -6.00    -6.05    -6.42    -2.66    27.01     0.72    -5.89    -0.53    -0.37    -0.16    69.97    87.23    29.27    28.95
    24.00    -8.00    -8.11    -8.56    -2.81    27.02     0.13    -7.64    -0.91    -0.45    -0.47    49.12    89.30    21.90    21.52
    24.00   -10.00   -10.16   -10.71    -2.96    27.03    -0.63    -9.32    -1.39    -0.55    -0.84    39.57    91.37    17.51    17.08
    24.00   -12.00   -12.22   -12.89    -3.10    27.04    -1.56   -10.94    -1.95    -0.68    -1.28    34.57    93.45    14.61    14.12
    24.00   -14.00   -14.28   -15.11    -3.23    27.05    -2.67   -12.50    -2.60    -0.83    -1.78    31.78    95.54    12.54    12.00
    24.00   -16.00   -16.35   -17.36    -3.35    27.06    -3.95   -14.02    -3.33    -1.01    -2.33    30.21    97.65    11.00    10.40
    24.00   -18.00   -18.43   -19.65    -3.47    27.07    -5.40   -15.51    -4.14    -1.22    -2.92    29.37    99.78     9.80     9.14
    24.00   -20.00   -20.53   -21.99    -3.58    27.08    -7.04   -16.96    -5.02    -1.46    -3.57    29.02   101.93     8.84     8.13
    24.00   -22.00   -22.64   -24.38    -3.68    27.10    -8.85   -18.39    -5.99    -1.74    -4.25    29.00   104.10     8.05     7.28
    24.00   -24.00   -24.78   -26.83    -3.78    27.11   -10.84   -19.81    -7.02    -2.05    -4.97    29.25   106.31     7.40     7.83
    26.00     0.00     0.14    -0.14    -2.22    26.98     1.56    -0.14     0.00    -0.27     0.27 ********    81.04 ******** ********
    26.00     2.00     2.22     1.93    -2.03    26.97     1.48     2.15     0.07     0.28    -0.22   423.43    78.98    91.37    91.17
    26.00     4.00     4.31     3.99    -1.84    26.96     1.22     4.06     0.25     0.32    -0.07   128.58    76.91    44.27    44.01
    26.00     6.00     6.42     6.05    -1.64    26.95     0.80     5.89     0.53     0.37     0.16    70.01    74.84    29.27    28.96
    26.00     8.00     8.55     8.10    -1.44    26.94     0.20     7.64     0.91     0.45     0.46    49.14    72.75    21.90    21.53
    26.00    10.00    10.71    10.16    -1.22    26.93    -0.56     9.32     1.39     0.55     0.84    39.58    70.65    17.52    17.09
    26.00    12.00    12.89    12.21    -1.00    26.92    -1.50    10.94     1.95     0.68     1.28    34.57    68.52    14.61    14.13
    26.00    14.00    15.10    14.28    -0.76    26.92    -2.62    12.50     2.60     0.83     1.77    31.78    66.38    12.54    12.00
    26.00    16.00    17.35    16.35    -0.52    26.91    -3.90    14.02     3.33     1.01     2.32    30.21    64.21    11.00    10.40
    26.00    18.00    19.64    18.43    -0.27    26.90    -5.37    15.50     4.14     1.22     2.92    29.37    62.00     9.80     9.14
    26.00    20.00    21.98    20.52    -0.01    26.89    -7.01    16.96     5.02     1.46     3.57    29.01    59.76     8.84     8.13
    26.00    22.00    24.37    22.64     0.27    26.88    -8.83    18.39     5.98     1.74     4.25    29.00    57.48     8.06     7.29
    26.00    24.00    26.82    24.77     0.55    26.87   -10.84    19.80     7.02     2.05     4.97    29.25    55.15     7.41     7.82
    26.00     0.00     0.14    -0.14    -2.22    26.98     1.56    -0.14     0.00    -0.27     0.27 ********    81.04 ******** ********
    26.00    -2.00    -1.93    -2.22    -2.39    26.99     1.48    -2.15    -0.07    -0.28     0.22   423.43    83.10    91.37    91.17
    26.00    -4.00    -3.99    -4.31    -2.56    27.00     1.22    -4.06    -0.25    -0.32     0.07   128.58    85.16    44.27    44.01
    26.00    -6.00    -6.05    -6.42    -2.72    27.01     0.80    -5.89    -0.53    -0.37    -0.16    70.01    87.22    29.27    28.96
    26.00    -8.00    -8.10    -8.55    -2.88    27.02     0.20    -7.64    -0.91    -0.45    -0.46    49.14    89.28    21.90    21.53
    26.00   -10.00   -10.16   -10.71    -3.02    27.03    -0.56    -9.32    -1.39    -0.55    -0.84    39.58    91.35    17.52    17.09
    26.00   -12.00   -12.21   -12.89    -3.16    27.04    -1.50   -10.94    -1.95    -0.68    -1.28    34.57    93.43    14.61    14.13
    26.00   -14.00   -14.28   -15.10    -3.29    27.05    -2.62   -12.50    -2.60    -0.83    -1.77    31.78    95.52    12.54    12.00
    26.00   -16.00   -16.35   -17.35    -3.42    27.06    -3.90   -14.02    -3.33    -1.01    -2.32    30.21    97.63    11.00    10.40
    26.00   -18.00   -18.43   -19.64    -3.54    27.08    -5.37   -15.50    -4.14    -1.22    -2.92    29.37    99.76     9.80     9.14
    26.00   -20.00   -20.52   -21.98    -3.65    27.09    -7.01   -16.96    -5.02    -1.46    -3.57    29.01   101.91     8.84     8.13
    26.00   -22.00   -22.64   -24.37    -3.75    27.10    -8.83   -18.39    -5.98    -1.74    -4.25    29.00   104.08     8.06     7.29
    26.00   -24.00   -24.77   -26.82    -3.84    27.11   -10.84   -19.80    -7.02    -2.05    -4.97    29.25   106.29     7.41     7.82
    28.00     0.00     0.14    -0.14    -2.28    26.98     1.63    -0.14     0.00    -0.27     0.27 ********    81.03 ******** ********
    28.00     2.00     2.22     1.93    -2.10    26.97     1.55     2.15     0.07     0.28    -0.22   423.85    78.97    91.40    91.20
    28.00     4.00     4.31     3.99    -1.90    26.96     1.29     4.06     0.25     0.32    -0.07   128.70    76.90    44.28    44.02
    28.00     6.00     6.42     6.05    -1.70    26.95     0.87     5.89     0.53     0.37     0.16    70.06    74.83    29.28    28.96
    28.00     8.00     8.55     8.10    -1.50    26.95     0.27     7.64     0.91     0.45     0.46    49.17    72.74    21.91    21.53
    28.00    10.00    10.71    10.16    -1.28    26.94    -0.51     9.32     1.39     0.55     0.84    39.59    70.63    17.52    17.09
    28.00    12.00    12.89    12.21    -1.05    26.93    -1.45    10.93     1.95     0.68     1.28    34.58    68.51    14.62    14.13
    28.00    14.00    15.10    14.27    -0.82    26.92    -2.57    12.50     2.60     0.83     1.77    31.79    66.37    12.55    12.01
    28.00    16.00    17.35    16.34    -0.58    26.91    -3.87    14.02     3.33     1.01     2.32    30.21    64.19    11.00    10.40
    28.00    18.00    19.64    18.42    -0.32    26.90    -5.34    15.50     4.14     1.21     2.92    29.37    61.99     9.80     9.15
    28.00    20.00    21.97    20.52    -0.06    26.89    -6.99    16.95     5.02     1.46     3.56    29.01    59.75     8.84     8.13
    28.00    22.00    24.36    22.63     0.22    26.88    -8.83    18.38     5.98     1.73     4.25    29.00    57.47     8.06     7.29
    28.00    24.00    26.82    24.76     0.51    26.87   -10.85    19.80     7.02     2.05     4.96    29.25    55.14     7.41     7.82
    28.00     0.00     0.14    -0.14    -2.28    26.98     1.63    -0.14     0.00    -0.27     0.27 ********    81.03 ******** ********
    28.00    -2.00    -1.93    -2.22    -2.46    26.99     1.55    -2.15    -0.07    -0.28     0.22   423.85    83.09    91.40    91.20
    28.00    -4.00    -3.99    -4.31    -2.63    27.00     1.29    -4.06    -0.25    -0.32     0.07   128.70    85.14    44.28    44.02
    28.00    -6.00    -6.05    -6.42    -2.79    27.01     0.87    -5.89    -0.53    -0.37    -0.16    70.06    87.20    29.28    28.96
    28.00    -8.00    -8.10    -8.55    -2.94    27.02     0.27    -7.64    -0.91    -0.45    -0.46    49.17    89.26    21.91    21.53
    28.00   -10.00   -10.16   -10.71    -3.09    27.03    -0.51    -9.32    -1.39    -0.55    -0.84    39.59    91.33    17.52    17.09
    28.00   -12.00   -12.21   -12.89    -3.23    27.05    -1.45   -10.93    -1.95    -0.68    -1.28    34.58    93.41    14.62    14.13
    28.00   -14.00   -14.27   -15.10    -3.36    27.06    -2.57   -12.50    -2.60    -0.83    -1.77    31.79    95.51    12.55    12.01
    28.00   -16.00   -16.34   -17.35    -3.49    27.07    -3.87   -14.02    -3.33    -1.01    -2.32    30.21    97.61    11.00    10.40
    28.00   -18.00   -18.42   -19.64    -3.60    27.08    -5.34   -15.50    -4.14    -1.21    -2.92    29.37    99.74     9.80     9.15
    28.00   -20.00   -20.52   -21.97    -3.71    27.09    -6.99   -16.95    -5.02    -1.46    -3.56    29.01   101.89     8.84     8.13
    28.00   -22.00   -22.63   -24.36    -3.82    27.11    -8.83   -18.38    -5.98    -1.73    -4.25    29.00   104.06     8.06     7.29
    28.00   -24.00   -24.76   -26.82    -3.91    27.12   -10.85   -19.80    -7.02    -2.05    -4.96    29.25   106.27     7.41     7.82
    30.00     0.00     0.14    -0.14    -2.34    26.99     1.70    -0.14     0.00    -0.27     0.27 ********    81.01 ******** ********
    30.00     2.00     2.22     1.93    -2.16    26.98     1.61     2.15     0.07     0.28    -0.22   424.41    78.95    91.43    91.23
    30.00     4.00     4.31     3.99    -1.97    26.97     1.35     4.06     0.25     0.32    -0.07   128.85    76.89    44.30    44.03
    30.00     6.00     6.42     6.05    -1.77    26.96     0.92     5.89     0.53     0.37     0.16    70.13    74.81    29.29    28.97
    30.00     8.00     8.55     8.10    -1.56    26.95     0.32     7.64     0.91     0.45     0.46    49.20    72.72    21.91    21.54
    30.00    10.00    10.70    10.15    -1.34    26.94    -0.46     9.31     1.39     0.55     0.84    39.61    70.62    17.53    17.10
    30.00    12.00    12.88    12.21    -1.11    26.93    -1.41    10.93     1.95     0.68     1.28    34.59    68.50    14.62    14.14
    30.00    14.00    15.09    14.27    -0.88    26.92    -2.53    12.50     2.60     0.83     1.77    31.79    66.35    12.55    12.01
    30.00    16.00    17.34    16.34    -0.63    26.91    -3.84    14.02     3.33     1.01     2.32    30.21    64.18    11.00    10.41
    30.00    18.00    19.63    18.42    -0.38    26.90    -5.32    15.50     4.13     1.21     2.92    29.37    61.98     9.80     9.15
    30.00    20.00    21.97    20.51    -0.11    26.89    -6.98    16.95     5.02     1.46     3.56    29.01    59.74     8.84     8.13
    30.00    22.00    24.36    22.62     0.17    26.88    -8.83    18.38     5.98     1.73     4.24    29.00    57.46     8.06     7.29
    30.00    24.00    26.81    24.76     0.46    26.87   -10.86    19.79     7.01     2.05     4.96    29.25    55.13     7.41     7.82
    30.00     0.00     0.14    -0.14    -2.34    26.99     1.70    -0.14     0.00    -0.27     0.27 ********    81.01 ******** ********
    30.00    -2.00    -1.93    -2.22    -2.52    27.00     1.61    -2.15    -0.07    -0.28     0.22   424.41    83.07    91.43    91.23
    30.00    -4.00    -3.99    -4.31    -2.69    27.01     1.35    -4.06    -0.25    -0.32     0.07   128.85    85.13    44.30    44.03
    30.00    -6.00    -6.05    -6.42    -2.85    27.02     0.92    -5.89    -0.53    -0.37    -0.16    70.13    87.19    29.29    28.97
    30.00    -8.00    -8.10    -8.55    -3.01    27.03     0.32    -7.64    -0.91    -0.45    -0.46    49.20    89.25    21.91    21.54
    30.00   -10.00   -10.15   -10.70    -3.16    27.04    -0.46    -9.31    -1.39    -0.55    -0.84    39.61    91.32    17.53    17.10
    30.00   -12.00   -12.21   -12.88    -3.30    27.05    -1.41   -10.93    -1.95    -0.68    -1.28    34.59    93.40    14.62    14.14
    30.00   -14.00   -14.27   -15.09    -3.43    27.06    -2.53   -12.50    -2.60    -0.83    -1.77    31.79    95.49    12.55    12.01
    30.00   -16.00   -16.34   -17.34    -3.55    27.07    -3.84   -14.02    -3.33    -1.01    -2.32    30.21    97.60    11.00    10.41
    30.00   -18.00   -18.42   -19.63    -3.67    27.08    -5.32   -15.50    -4.13    -1.21    -2.92    29.37    99.72     9.80     9.15
    30.00   -20.00   -20.51   -21.97    -3.78    27.10    -6.98   -16.95    -5.02    -1.46    -3.56    29.01   101.87     8.84     8.13
