
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE06 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    10.00    30.00   -96.02  -167.21    15.62    -8.15    -8.22    -1.75    -2.34    -0.77     8.44    25.87   839.84  1121.00
    10.00    32.00  -111.47  -166.70    15.22    -8.15    -8.23    -1.75    -2.41    -0.85     8.44    27.69   839.84  1140.93
    10.00    34.00  -128.75  -166.14    14.86    -8.15    -8.25    -1.75    -2.48    -0.93     8.44    29.52   839.84  1158.41
    10.00    36.00  -148.25  -165.50    14.56    -8.15    -8.28    -1.75    -2.55    -1.02     8.44    31.39   839.84  1173.00
    10.00    38.00  -170.47  -164.77    14.34    -8.15    -8.33    -1.75    -2.62    -1.10     8.44    33.28   839.84  1184.13
    10.00     0.00    26.89  -171.23    24.55    -8.15    -8.00    -1.75    -1.50     0.37     8.44     0.00   839.84   668.47
    10.00    -2.00    31.33  -171.37    25.24    -8.15    -7.96    -1.75    -1.45     0.45     8.44    -1.68   839.84   632.86
    10.00    -4.00    35.53  -171.51    25.94    -8.15    -7.90    -1.75    -1.41     0.52     8.44    -3.35   839.84   596.91
    10.00    -6.00    39.49  -171.64    26.65    -8.15    -7.85    -1.75    -1.36     0.60     8.44    -5.02   839.84   560.65
    10.00    -8.00    43.23  -171.76    27.36    -8.15    -7.78    -1.75    -1.31     0.67     8.44    -6.69   839.84   524.11
    10.00   -10.00    46.78  -171.88    28.07    -8.15    -7.72    -1.75    -1.27     0.74     8.44    -8.35   839.84   487.32
    10.00   -12.00    50.14  -171.99    28.80    -8.15    -7.64    -1.75    -1.23     0.82     8.44   -10.02   839.84   450.32
    10.00   -14.00    53.33  -172.09    29.52    -8.15    -7.56    -1.75    -1.18     0.89     8.44   -11.68   839.84   413.12
    10.00   -16.00    56.36  -172.19    30.25    -8.15    -7.47    -1.75    -1.14     0.96     8.44   -13.34   839.84   375.75
    10.00   -18.00    59.24  -172.29    30.99    -8.15    -7.37    -1.75    -1.10     1.04     8.44   -15.00   839.84   338.24
    10.00   -20.00    61.98  -172.38    31.73    -8.15    -7.27    -1.75    -1.06     1.11     8.44   -16.66   839.84   300.60
    10.00   -22.00    64.59  -172.46    32.47    -8.15    -7.15    -1.75    -1.02     1.18     8.44   -18.32   839.84   262.85
    10.00   -24.00    67.08  -172.54    33.22    -8.15    -7.04    -1.75    -0.99     1.26     8.44   -19.98   839.84   225.02
    10.00   -26.00    69.45  -172.62    33.97    -8.15    -6.91    -1.75    -0.95     1.33     8.44   -21.63   839.84   187.12
    10.00   -28.00    71.72  -172.70    34.72    -8.15    -6.78    -1.75    -0.91     1.40     8.44   -23.29   839.84   149.16
    10.00   -30.00    73.89  -172.77    35.48    -8.15    -6.63    -1.75    -0.88     1.48     8.44   -24.94   839.84   111.16
    10.00   -32.00    75.96  -172.83    36.23    -8.15    -6.48    -1.75    -0.84     1.55     8.44   -26.60   839.84    73.15
    10.00   -34.00    77.95  -172.90    37.00    -8.15    -6.33    -1.75    -0.81     1.62     8.44   -28.25   839.84    35.12
    10.00   -36.00    79.70  -172.96    37.70    -8.15    -6.17    -1.75    -0.78     1.69     8.44   -29.78   839.84     0.00
    12.00     0.00    33.27  -170.96    23.97    -8.16    -8.00    -1.81    -1.50     0.45    10.14     0.00   872.42   668.47
    12.00     2.00    28.60  -170.81    23.27    -8.16    -8.04    -1.81    -1.55     0.37    10.14     1.68   872.42   703.69
    12.00     4.00    23.62  -170.66    22.58    -8.16    -8.07    -1.81    -1.60     0.30    10.14     3.36   872.42   738.49
    12.00     6.00    18.30  -170.50    21.90    -8.16    -8.10    -1.81    -1.65     0.23    10.14     5.05   872.42   772.82
    12.00     8.00    12.62  -170.32    21.23    -8.16    -8.13    -1.81    -1.70     0.15    10.14     6.74   872.42   806.62
    12.00    10.00     6.54  -170.14    20.57    -8.16    -8.15    -1.81    -1.75     0.08    10.14     8.44   872.42   839.84
    12.00    12.00     0.00  -169.94    19.92    -8.16    -8.16    -1.81    -1.81     0.00    10.14    10.14   872.42   872.42
    12.00    14.00    -7.03  -169.72    19.28    -8.16    -8.17    -1.81    -1.86    -0.08    10.14    11.85   872.42   904.28
    12.00    16.00   -14.62  -169.49    18.65    -8.16    -8.18    -1.81    -1.92    -0.15    10.14    13.57   872.42   935.35
    12.00    18.00   -22.83  -169.23    18.04    -8.16    -8.19    -1.81    -1.98    -0.23    10.14    15.29   872.42   965.54
    12.00    20.00   -31.75  -168.96    17.45    -8.16    -8.19    -1.81    -2.03    -0.30    10.14    17.03   872.42   994.73
    12.00    22.00   -41.46  -168.66    16.87    -8.16    -8.20    -1.81    -2.09    -0.38    10.14    18.77   872.42  1022.82
    12.00    24.00   -52.07  -168.34    16.32    -8.16    -8.20    -1.81    -2.15    -0.46    10.14    20.52   872.42  1049.67
    12.00    26.00   -63.73  -167.98    15.79    -8.16    -8.21    -1.81    -2.22    -0.54    10.14    22.29   872.42  1075.12
    12.00    28.00   -76.59  -167.58    15.30    -8.16    -8.21    -1.81    -2.28    -0.62    10.14    24.07   872.42  1098.97
    12.00    30.00   -90.86  -167.14    14.83    -8.16    -8.22    -1.81    -2.34    -0.70    10.14    25.87   872.42  1121.00
    12.00    32.00  -106.79  -166.66    14.41    -8.16    -8.23    -1.81    -2.41    -0.78    10.14    27.69   872.42  1140.93
    12.00    34.00  -124.70  -166.11    14.04    -8.16    -8.25    -1.81    -2.48    -0.86    10.14    29.52   872.42  1158.41
    12.00    36.00  -145.02  -165.48    13.73    -8.16    -8.28    -1.81    -2.55    -0.94    10.14    31.39   872.42  1173.00
    12.00    38.00  -168.31  -164.77    13.50    -8.16    -8.33    -1.81    -2.62    -1.02    10.14    33.28   872.42  1184.13
    12.00     0.00    33.27  -170.96    23.97    -8.16    -8.00    -1.81    -1.50     0.45    10.14     0.00   872.42   668.47
    12.00    -2.00    37.67  -171.09    24.67    -8.16    -7.96    -1.81    -1.45     0.52    10.14    -1.68   872.42   632.86
    12.00    -4.00    41.80  -171.22    25.38    -8.16    -7.90    -1.81    -1.41     0.60    10.14    -3.35   872.42   596.91
    12.00    -6.00    45.71  -171.34    26.10    -8.16    -7.85    -1.81    -1.36     0.67    10.14    -5.02   872.42   560.65
    12.00    -8.00    49.39  -171.45    26.82    -8.16    -7.78    -1.81    -1.31     0.74    10.14    -6.69   872.42   524.11
    12.00   -10.00    52.88  -171.56    27.54    -8.16    -7.72    -1.81    -1.27     0.82    10.14    -8.35   872.42   487.32
    12.00   -12.00    56.17  -171.66    28.27    -8.16    -7.64    -1.81    -1.23     0.89    10.14   -10.02   872.42   450.32
    12.00   -14.00    59.30  -171.76    29.01    -8.16    -7.56    -1.81    -1.18     0.96    10.14   -11.68   872.42   413.12
    12.00   -16.00    62.26  -171.85    29.75    -8.16    -7.47    -1.81    -1.14     1.04    10.14   -13.34   872.42   375.75
    12.00   -18.00    65.08  -171.93    30.49    -8.16    -7.37    -1.81    -1.10     1.11    10.14   -15.00   872.42   338.24
    12.00   -20.00    67.75  -172.02    31.24    -8.16    -7.27    -1.81    -1.06     1.19    10.14   -16.66   872.42   300.60
    12.00   -22.00    70.30  -172.09    31.99    -8.16    -7.15    -1.81    -1.02     1.26    10.14   -18.32   872.42   262.85
    12.00   -24.00    72.72  -172.17    32.74    -8.16    -7.04    -1.81    -0.99     1.33    10.14   -19.98   872.42   225.02
    12.00   -26.00    75.03  -172.24    33.50    -8.16    -6.91    -1.81    -0.95     1.41    10.14   -21.63   872.42   187.12
    12.00   -28.00    77.23  -172.31    34.26    -8.16    -6.78    -1.81    -0.91     1.48    10.14   -23.29   872.42   149.16
    12.00   -30.00    79.34  -172.37    35.02    -8.16    -6.63    -1.81    -0.88     1.55    10.14   -24.94   872.42   111.16
    12.00   -32.00    81.34  -172.43    35.78    -8.16    -6.48    -1.81    -0.84     1.62    10.14   -26.60   872.42    73.15
    12.00   -34.00    83.26  -172.49    36.55    -8.16    -6.33    -1.81    -0.81     1.70    10.14   -28.25   872.42    35.12
    12.00   -36.00    84.96  -172.55    37.26    -8.16    -6.17    -1.81    -0.78     1.77    10.14   -29.78   872.42     0.00
    14.00     0.00    40.06  -170.67    23.40    -8.17    -8.00    -1.86    -1.50     0.52    11.85     0.00   904.28   668.47
    14.00     2.00    35.45  -170.54    22.70    -8.17    -8.04    -1.86    -1.55     0.45    11.85     1.68   904.28   703.69
    14.00     4.00    30.52  -170.39    21.99    -8.17    -8.07    -1.86    -1.60     0.38    11.85     3.36   904.28   738.49
    14.00     6.00    25.25  -170.24    21.30    -8.17    -8.10    -1.86    -1.65     0.30    11.85     5.05   904.28   772.82
    14.00     8.00    19.61  -170.08    20.62    -8.17    -8.13    -1.86    -1.70     0.23    11.85     6.74   904.28   806.62
    14.00    10.00    13.55  -169.91    19.94    -8.17    -8.15    -1.86    -1.75     0.15    11.85     8.44   904.28   839.84
    14.00    12.00     7.03  -169.72    19.28    -8.17    -8.16    -1.86    -1.81     0.08    11.85    10.14   904.28   872.42
    14.00    14.00     0.00  -169.52    18.62    -8.17    -8.17    -1.86    -1.86     0.00    11.85    11.85   904.28   904.28
    14.00    16.00    -7.61  -169.30    17.98    -8.17    -8.18    -1.86    -1.92    -0.08    11.85    13.57   904.28   935.35
    14.00    18.00   -15.86  -169.06    17.36    -8.17    -8.19    -1.86    -1.98    -0.15    11.85    15.29   904.28   965.54
    14.00    20.00   -24.85  -168.80    16.75    -8.17    -8.19    -1.86    -2.03    -0.23    11.85    17.03   904.28   994.73
    14.00    22.00   -34.67  -168.52    16.16    -8.17    -8.20    -1.86    -2.09    -0.31    11.85    18.77   904.28  1022.82
    14.00    24.00   -45.44  -168.21    15.59    -8.17    -8.20    -1.86    -2.15    -0.38    11.85    20.52   904.28  1049.67
    14.00    26.00   -57.31  -167.87    15.04    -8.17    -8.21    -1.86    -2.22    -0.46    11.85    22.29   904.28  1075.12
    14.00    28.00   -70.46  -167.49    14.53    -8.17    -8.21    -1.86    -2.28    -0.54    11.85    24.07   904.28  1098.97
    14.00    30.00   -85.11  -167.07    14.05    -8.17    -8.22    -1.86    -2.34    -0.62    11.85    25.87   904.28  1121.00
    14.00    32.00  -101.55  -166.60    13.61    -8.17    -8.23    -1.86    -2.41    -0.70    11.85    27.69   904.28  1140.93
    14.00    34.00  -120.13  -166.07    13.22    -8.17    -8.25    -1.86    -2.48    -0.78    11.85    29.52   904.28  1158.41
    14.00    36.00  -141.34  -165.46    12.90    -8.17    -8.28    -1.86    -2.55    -0.86    11.85    31.39   904.28  1173.00
    14.00    38.00  -165.80  -164.76    12.65    -8.17    -8.33    -1.86    -2.62    -0.95    11.85    33.28   904.28  1184.13
    14.00     0.00    40.06  -170.67    23.40    -8.17    -8.00    -1.86    -1.50     0.52    11.85     0.00   904.28   668.47
    14.00    -2.00    44.39  -170.79    24.12    -8.17    -7.96    -1.86    -1.45     0.60    11.85    -1.68   904.28   632.86
    14.00    -4.00    48.46  -170.91    24.84    -8.17    -7.90    -1.86    -1.41     0.67    11.85    -3.35   904.28   596.91
    14.00    -6.00    52.30  -171.02    25.56    -8.17    -7.85    -1.86    -1.36     0.75    11.85    -5.02   904.28   560.65
    14.00    -8.00    55.91  -171.12    26.29    -8.17    -7.78    -1.86    -1.31     0.82    11.85    -6.69   904.28   524.11
    14.00   -10.00    59.32  -171.22    27.03    -8.17    -7.72    -1.86    -1.27     0.89    11.85    -8.35   904.28   487.32
    14.00   -12.00    62.54  -171.31    27.76    -8.17    -7.64    -1.86    -1.23     0.97    11.85   -10.02   904.28   450.32
    14.00   -14.00    65.59  -171.40    28.51    -8.17    -7.56    -1.86    -1.18     1.04    11.85   -11.68   904.28   413.12
    14.00   -16.00    68.48  -171.48    29.25    -8.17    -7.47    -1.86    -1.14     1.11    11.85   -13.34   904.28   375.75
    14.00   -18.00    71.22  -171.56    30.01    -8.17    -7.37    -1.86    -1.10     1.19    11.85   -15.00   904.28   338.24
    14.00   -20.00    73.82  -171.64    30.76    -8.17    -7.27    -1.86    -1.06     1.26    11.85   -16.66   904.28   300.60
    14.00   -22.00    76.29  -171.71    31.52    -8.17    -7.15    -1.86    -1.02     1.33    11.85   -18.32   904.28   262.85
    14.00   -24.00    78.64  -171.78    32.28    -8.17    -7.04    -1.86    -0.99     1.41    11.85   -19.98   904.28   225.02
    14.00   -26.00    80.88  -171.84    33.04    -8.17    -6.91    -1.86    -0.95     1.48    11.85   -21.63   904.28   187.12
    14.00   -28.00    83.01  -171.90    33.81    -8.17    -6.78    -1.86    -0.91     1.55    11.85   -23.29   904.28   149.16
    14.00   -30.00    85.04  -171.96    34.57    -8.17    -6.63    -1.86    -0.88     1.63    11.85   -24.94   904.28   111.16
    14.00   -32.00    86.97  -172.02    35.35    -8.17    -6.48    -1.86    -0.84     1.70    11.85   -26.60   904.28    73.15
    14.00   -34.00    88.82  -172.07    36.12    -8.17    -6.33    -1.86    -0.81     1.77    11.85   -28.25   904.28    35.12
    14.00   -36.00    90.46  -172.12    36.84    -8.17    -6.17    -1.86    -0.78     1.84    11.85   -29.78   904.28     0.00
    16.00     0.00    47.30  -170.36    22.85    -8.18    -8.00    -1.92    -1.50     0.60    13.57     0.00   935.35   668.47
    16.00     2.00    42.76  -170.24    22.13    -8.18    -8.04    -1.92    -1.55     0.53    13.57     1.68   935.35   703.69
    16.00     4.00    37.91  -170.11    21.42    -8.18    -8.07    -1.92    -1.60     0.45    13.57     3.36   935.35   738.49
    16.00     6.00    32.70  -169.97    20.72    -8.18    -8.10    -1.92    -1.65     0.38    13.57     5.05   935.35   772.82
    16.00     8.00    27.12  -169.82    20.02    -8.18    -8.13    -1.92    -1.70     0.30    13.57     6.74   935.35   806.62
    16.00    10.00    21.11  -169.66    19.33    -8.18    -8.15    -1.92    -1.75     0.23    13.57     8.44   935.35   839.84
    16.00    12.00    14.62  -169.49    18.65    -8.18    -8.16    -1.92    -1.81     0.15    13.57    10.14   935.35   872.42
    16.00    14.00     7.61  -169.30    17.98    -8.18    -8.17    -1.92    -1.86     0.08    13.57    11.85   935.35   904.28
    16.00    16.00     0.00  -169.10    17.33    -8.18    -8.18    -1.92    -1.92     0.00    13.57    13.57   935.35   935.35
    16.00    18.00    -8.28  -168.87    16.69    -8.18    -8.19    -1.92    -1.98    -0.08    13.57    15.29   935.35   965.54
    16.00    20.00   -17.32  -168.63    16.06    -8.18    -8.19    -1.92    -2.03    -0.15    13.57    17.03   935.35   994.73
    16.00    22.00   -27.23  -168.37    15.45    -8.18    -8.20    -1.92    -2.09    -0.23    13.57    18.77   935.35  1022.82
    16.00    24.00   -38.15  -168.08    14.86    -8.18    -8.20    -1.92    -2.15    -0.31    13.57    20.52   935.35  1049.67
    16.00    26.00   -50.22  -167.75    14.30    -8.18    -8.21    -1.92    -2.22    -0.39    13.57    22.29   935.35  1075.12
    16.00    28.00   -63.66  -167.40    13.77    -8.18    -8.21    -1.92    -2.28    -0.46    13.57    24.07   935.35  1098.97
    16.00    30.00   -78.70  -166.99    13.27    -8.18    -8.22    -1.92    -2.34    -0.54    13.57    25.87   935.35  1121.00
    16.00    32.00   -95.66  -166.54    12.81    -8.18    -8.23    -1.92    -2.41    -0.62    13.57    27.69   935.35  1140.93
    16.00    34.00  -114.95  -166.02    12.41    -8.18    -8.25    -1.92    -2.48    -0.71    13.57    29.52   935.35  1158.41
    16.00    36.00  -137.11  -165.43    12.06    -8.18    -8.28    -1.92    -2.55    -0.79    13.57    31.39   935.35  1173.00
    16.00    38.00  -162.87  -164.74    11.80    -8.18    -8.33    -1.92    -2.62    -0.87    13.57    33.28   935.35  1184.13
    16.00     0.00    47.30  -170.36    22.85    -8.18    -8.00    -1.92    -1.50     0.60    13.57     0.00   935.35   668.47
    16.00    -2.00    51.55  -170.47    23.58    -8.18    -7.96    -1.92    -1.45     0.67    13.57    -1.68   935.35   632.86
    16.00    -4.00    55.54  -170.58    24.31    -8.18    -7.90    -1.92    -1.41     0.75    13.57    -3.35   935.35   596.91
    16.00    -6.00    59.29  -170.68    25.04    -8.18    -7.85    -1.92    -1.36     0.82    13.57    -5.02   935.35   560.65
    16.00    -8.00    62.82  -170.77    25.78    -8.18    -7.78    -1.92    -1.31     0.90    13.57    -6.69   935.35   524.11
    16.00   -10.00    66.14  -170.86    26.53    -8.18    -7.72    -1.92    -1.27     0.97    13.57    -8.35   935.35   487.32
    16.00   -12.00    69.28  -170.95    27.27    -8.18    -7.64    -1.92    -1.23     1.04    13.57   -10.02   935.35   450.32
    16.00   -14.00    72.24  -171.03    28.02    -8.18    -7.56    -1.92    -1.18     1.12    13.57   -11.68   935.35   413.12
    16.00   -16.00    75.04  -171.10    28.78    -8.18    -7.47    -1.92    -1.14     1.19    13.57   -13.34   935.35   375.75
    16.00   -18.00    77.69  -171.17    29.54    -8.18    -7.37    -1.92    -1.10     1.26    13.57   -15.00   935.35   338.24
    16.00   -20.00    80.21  -171.24    30.30    -8.18    -7.27    -1.92    -1.06     1.34    13.57   -16.66   935.35   300.60
    16.00   -22.00    82.59  -171.30    31.06    -8.18    -7.15    -1.92    -1.02     1.41    13.57   -18.32   935.35   262.85
    16.00   -24.00    84.86  -171.36    31.83    -8.18    -7.04    -1.92    -0.99     1.48    13.57   -19.98   935.35   225.02
    16.00   -26.00    87.01  -171.42    32.60    -8.18    -6.91    -1.92    -0.95     1.56    13.57   -21.63   935.35   187.12
    16.00   -28.00    89.06  -171.48    33.37    -8.18    -6.78    -1.92    -0.91     1.63    13.57   -23.29   935.35   149.16
    16.00   -30.00    91.01  -171.53    34.15    -8.18    -6.63    -1.92    -0.88     1.70    13.57   -24.94   935.35   111.16
    16.00   -32.00    92.86  -171.58    34.93    -8.18    -6.48    -1.92    -0.84     1.78    13.57   -26.60   935.35    73.15
    16.00   -34.00    94.63  -171.62    35.70    -8.18    -6.33    -1.92    -0.81     1.85    13.57   -28.25   935.35    35.12
    16.00   -36.00    96.20  -171.67    36.43    -8.18    -6.17    -1.92    -0.78     1.92    13.57   -29.78   935.35     0.00
    18.00     0.00    55.03  -170.03    22.32    -8.19    -8.00    -1.98    -1.50     0.68    15.29     0.00   965.54   668.47
    18.00     2.00    50.59  -169.92    21.59    -8.19    -8.04    -1.98    -1.55     0.60    15.29     1.68   965.54   703.69
    18.00     4.00    45.82  -169.80    20.86    -8.19    -8.07    -1.98    -1.60     0.53    15.29     3.36   965.54   738.49
    18.00     6.00    40.71  -169.68    20.15    -8.19    -8.10    -1.98    -1.65     0.45    15.29     5.05   965.54   772.82
    18.00     8.00    35.20  -169.54    19.44    -8.19    -8.13    -1.98    -1.70     0.38    15.29     6.74   965.54   806.62
    18.00    10.00    29.26  -169.39    18.73    -8.19    -8.15    -1.98    -1.75     0.30    15.29     8.44   965.54   839.84
    18.00    12.00    22.83  -169.23    18.04    -8.19    -8.16    -1.98    -1.81     0.23    15.29    10.14   965.54   872.42
    18.00    14.00    15.86  -169.06    17.36    -8.19    -8.17    -1.98    -1.86     0.15    15.29    11.85   965.54   904.28
    18.00    16.00     8.28  -168.87    16.69    -8.19    -8.18    -1.98    -1.92     0.08    15.29    13.57   965.54   935.35
    18.00    18.00     0.00  -168.67    16.03    -8.19    -8.19    -1.98    -1.98     0.00    15.29    15.29   965.54   965.54
    18.00    20.00    -9.07  -168.45    15.38    -8.19    -8.19    -1.98    -2.03    -0.08    15.29    17.03   965.54   994.73
    18.00    22.00   -19.06  -168.20    14.76    -8.19    -8.20    -1.98    -2.09    -0.15    15.29    18.77   965.54  1022.82
    18.00    24.00   -30.09  -167.93    14.15    -8.19    -8.20    -1.98    -2.15    -0.23    15.29    20.52   965.54  1049.67
    18.00    26.00   -42.35  -167.62    13.57    -8.19    -8.21    -1.98    -2.22    -0.31    15.29    22.29   965.54  1075.12
    18.00    28.00   -56.06  -167.28    13.02    -8.19    -8.21    -1.98    -2.28    -0.39    15.29    24.07   965.54  1098.97
    18.00    30.00   -71.49  -166.90    12.50    -8.19    -8.22    -1.98    -2.34    -0.47    15.29    25.87   965.54  1121.00
    18.00    32.00   -89.00  -166.47    12.02    -8.19    -8.23    -1.98    -2.41    -0.55    15.29    27.69   965.54  1140.93
    18.00    34.00  -109.03  -165.98    11.59    -8.19    -8.25    -1.98    -2.48    -0.63    15.29    29.52   965.54  1158.41
    18.00    36.00  -132.23  -165.40    11.23    -8.19    -8.28    -1.98    -2.55    -0.71    15.29    31.39   965.54  1173.00
    18.00    38.00  -159.42  -164.73    10.95    -8.19    -8.33    -1.98    -2.62    -0.80    15.29    33.28   965.54  1184.13
    18.00     0.00    55.03  -170.03    22.32    -8.19    -8.00    -1.98    -1.50     0.68    15.29     0.00   965.54   668.47
    18.00    -2.00    59.19  -170.13    23.05    -8.19    -7.96    -1.98    -1.45     0.75    15.29    -1.68   965.54   632.86
    18.00    -4.00    63.08  -170.23    23.79    -8.19    -7.90    -1.98    -1.41     0.82    15.29    -3.35   965.54   596.91
    18.00    -6.00    66.72  -170.32    24.54    -8.19    -7.85    -1.98    -1.36     0.90    15.29    -5.02   965.54   560.65
    18.00    -8.00    70.15  -170.40    25.29    -8.19    -7.78    -1.98    -1.31     0.97    15.29    -6.69   965.54   524.11
    18.00   -10.00    73.37  -170.48    26.04    -8.19    -7.72    -1.98    -1.27     1.05    15.29    -8.35   965.54   487.32
    18.00   -12.00    76.41  -170.56    26.80    -8.19    -7.64    -1.98    -1.23     1.12    15.29   -10.02   965.54   450.32
    18.00   -14.00    79.27  -170.63    27.56    -8.19    -7.56    -1.98    -1.18     1.19    15.29   -11.68   965.54   413.12
    18.00   -16.00    81.97  -170.70    28.32    -8.19    -7.47    -1.98    -1.14     1.27    15.29   -13.34   965.54   375.75
    18.00   -18.00    84.53  -170.76    29.09    -8.19    -7.37    -1.98    -1.10     1.34    15.29   -15.00   965.54   338.24
    18.00   -20.00    86.94  -170.82    29.86    -8.19    -7.27    -1.98    -1.06     1.41    15.29   -16.66   965.54   300.60
    18.00   -22.00    89.23  -170.87    30.63    -8.19    -7.15    -1.98    -1.02     1.49    15.29   -18.32   965.54   262.85
    18.00   -24.00    91.40  -170.93    31.40    -8.19    -7.04    -1.98    -0.99     1.56    15.29   -19.98   965.54   225.02
    18.00   -26.00    93.46  -170.98    32.18    -8.19    -6.91    -1.98    -0.95     1.63    15.29   -21.63   965.54   187.12
    18.00   -28.00    95.41  -171.03    32.96    -8.19    -6.78    -1.98    -0.91     1.71    15.29   -23.29   965.54   149.16
    18.00   -30.00    97.27  -171.07    33.74    -8.19    -6.63    -1.98    -0.88     1.78    15.29   -24.94   965.54   111.16
    18.00   -32.00    99.04  -171.12    34.52    -8.19    -6.48    -1.98    -0.84     1.85    15.29   -26.60   965.54    73.15
    18.00   -34.00   100.72  -171.16    35.31    -8.19    -6.33    -1.98    -0.81     1.93    15.29   -28.25   965.54    35.12
    18.00   -36.00   102.21  -171.20    36.03    -8.19    -6.17    -1.98    -0.78     1.99    15.29   -29.78   965.54     0.00
    20.00     0.00    63.31  -169.68    21.80    -8.19    -8.00    -2.03    -1.50     0.75    17.03     0.00   994.73   668.47
    20.00     2.00    58.99  -169.58    21.06    -8.19    -8.04    -2.03    -1.55     0.68    17.03     1.68   994.73   703.69
    20.00     4.00    54.34  -169.47    20.33    -8.19    -8.07    -2.03    -1.60     0.60    17.03     3.36   994.73   738.49
    20.00     6.00    49.33  -169.36    19.60    -8.19    -8.10    -2.03    -1.65     0.53    17.03     5.05   994.73   772.82
    20.00     8.00    43.93  -169.24    18.87    -8.19    -8.13    -2.03    -1.70     0.45    17.03     6.74   994.73   806.62
    20.00    10.00    38.09  -169.10    18.15    -8.19    -8.15    -2.03    -1.75     0.38    17.03     8.44   994.73   839.84
    20.00    12.00    31.75  -168.96    17.45    -8.19    -8.16    -2.03    -1.81     0.30    17.03    10.14   994.73   872.42
    20.00    14.00    24.85  -168.80    16.75    -8.19    -8.17    -2.03    -1.86     0.23    17.03    11.85   994.73   904.28
    20.00    16.00    17.32  -168.63    16.06    -8.19    -8.18    -2.03    -1.92     0.15    17.03    13.57   994.73   935.35
    20.00    18.00     9.07  -168.45    15.38    -8.19    -8.19    -2.03    -1.98     0.08    17.03    15.29   994.73   965.54
    20.00    20.00     0.00  -168.24    14.72    -8.19    -8.19    -2.03    -2.03     0.00    17.03    17.03   994.73   994.73
    20.00    22.00   -10.02  -168.01    14.08    -8.19    -8.20    -2.03    -2.09    -0.08    17.03    18.77   994.73  1022.82
    20.00    24.00   -21.15  -167.76    13.45    -8.19    -8.20    -2.03    -2.15    -0.15    17.03    20.52   994.73  1049.67
    20.00    26.00   -33.58  -167.48    12.85    -8.19    -8.21    -2.03    -2.22    -0.23    17.03    22.29   994.73  1075.12
    20.00    28.00   -47.55  -167.16    12.27    -8.19    -8.21    -2.03    -2.28    -0.31    17.03    24.07   994.73  1098.97
    20.00    30.00   -63.36  -166.80    11.73    -8.19    -8.22    -2.03    -2.34    -0.39    17.03    25.87   994.73  1121.00
    20.00    32.00   -81.41  -166.39    11.23    -8.19    -8.23    -2.03    -2.41    -0.47    17.03    27.69   994.73  1140.93
    20.00    34.00  -102.24  -165.92    10.78    -8.19    -8.25    -2.03    -2.48    -0.55    17.03    29.52   994.73  1158.41
    20.00    36.00  -126.55  -165.37    10.40    -8.19    -8.28    -2.03    -2.55    -0.64    17.03    31.39   994.73  1173.00
    20.00    38.00  -155.34  -164.71    10.10    -8.19    -8.33    -2.03    -2.62    -0.72    17.03    33.28   994.73  1184.13
    20.00     0.00    63.31  -169.68    21.80    -8.19    -8.00    -2.03    -1.50     0.75    17.03     0.00   994.73   668.47
    20.00    -2.00    67.35  -169.77    22.55    -8.19    -7.96    -2.03    -1.45     0.83    17.03    -1.68   994.73   632.86
    20.00    -4.00    71.12  -169.85    23.30    -8.19    -7.90    -2.03    -1.41     0.90    17.03    -3.35   994.73   596.91
    20.00    -6.00    74.64  -169.93    24.06    -8.19    -7.85    -2.03    -1.36     0.97    17.03    -5.02   994.73   560.65
    20.00    -8.00    77.95  -170.01    24.82    -8.19    -7.78    -2.03    -1.31     1.05    17.03    -6.69   994.73   524.11
    20.00   -10.00    81.05  -170.08    25.58    -8.19    -7.72    -2.03    -1.27     1.12    17.03    -8.35   994.73   487.32
    20.00   -12.00    83.97  -170.15    26.34    -8.19    -7.64    -2.03    -1.23     1.20    17.03   -10.02   994.73   450.32
    20.00   -14.00    86.72  -170.21    27.11    -8.19    -7.56    -2.03    -1.18     1.27    17.03   -11.68   994.73   413.12
    20.00   -16.00    89.30  -170.27    27.88    -8.19    -7.47    -2.03    -1.14     1.34    17.03   -13.34   994.73   375.75
    20.00   -18.00    91.74  -170.32    28.66    -8.19    -7.37    -2.03    -1.10     1.42    17.03   -15.00   994.73   338.24
    20.00   -20.00    94.05  -170.37    29.43    -8.19    -7.27    -2.03    -1.06     1.49    17.03   -16.66   994.73   300.60
    20.00   -22.00    96.23  -170.42    30.21    -8.19    -7.15    -2.03    -1.02     1.56    17.03   -18.32   994.73   262.85
    20.00   -24.00    98.29  -170.47    30.99    -8.19    -7.04    -2.03    -0.99     1.64    17.03   -19.98   994.73   225.02
    20.00   -26.00   100.25  -170.52    31.78    -8.19    -6.91    -2.03    -0.95     1.71    17.03   -21.63   994.73   187.12
    20.00   -28.00   102.10  -170.56    32.56    -8.19    -6.78    -2.03    -0.91     1.78    17.03   -23.29   994.73   149.16
