
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE05 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    14.00    24.00   208.15  -180.64     5.45    10.49     8.73    -1.75    -2.09    -0.35    10.13    17.65  1269.36  1615.42
    14.00    26.00   303.89  -182.81     2.50    10.49     8.30    -1.75    -2.16    -0.43    10.13    19.21  1269.36  1676.74
    14.00    28.00   453.79  -186.20    -1.69    10.49     7.85    -1.75    -2.23    -0.50    10.13    20.80  1269.36  1733.97
    14.00    30.00   723.62  -192.31    -8.61    10.49     7.37    -1.75    -2.30    -0.58    10.13    22.42  1269.36  1786.01
    14.00    32.00  1359.83  -206.70   -23.85    10.49     6.85    -1.75    -2.37    -0.66    10.13    24.09  1269.36  1831.22
    14.00    34.00  4787.59  -284.28  -102.30    10.49     6.31    -1.75    -2.45    -0.74    10.13    25.83  1269.36  1866.99
    14.00    36.00 -4262.61   -79.46   101.60    10.49     5.74    -1.75    -2.53    -0.82    10.13    27.67  1269.36  1888.60
    14.00     0.00   -95.02  -173.78    21.15    10.49    12.00    -1.75    -1.30     0.48    10.13     0.00  1269.36   728.86
    14.00    -2.00  -102.93  -173.60    22.05    10.49    12.13    -1.75    -1.24     0.54    10.13    -1.43  1269.36   649.07
    14.00    -4.00  -110.07  -173.44    22.92    10.49    12.24    -1.75    -1.17     0.61    10.13    -2.86  1269.36   568.92
    14.00    -6.00  -116.54  -173.29    23.78    10.49    12.34    -1.75    -1.11     0.68    10.13    -4.28  1269.36   488.47
    14.00    -8.00  -122.45  -173.16    24.62    10.49    12.41    -1.75    -1.05     0.74    10.13    -5.71  1269.36   407.79
    14.00   -10.00  -127.85  -173.03    25.46    10.49    12.46    -1.75    -0.98     0.81    10.13    -7.13  1269.36   326.93
    14.00   -12.00  -132.82  -172.92    26.28    10.49    12.50    -1.75    -0.92     0.88    10.13    -8.55  1269.36   245.94
    14.00   -14.00  -137.41  -172.82    27.09    10.49    12.51    -1.75    -0.86     0.94    10.13    -9.98  1269.36   164.86
    14.00   -16.00  -141.66  -172.72    27.90    10.49    12.51    -1.75    -0.80     1.01    10.13   -11.40  1269.36    83.75
    14.00   -18.00  -145.60  -172.63    28.70    10.49    12.49    -1.75    -0.73     1.08    10.13   -12.82  1269.36     2.64
    16.00     0.00  -115.21  -174.80    19.39    10.19    12.00    -1.82    -1.30     0.55    11.61     0.00  1342.43   728.86
    16.00     2.00  -107.06  -174.95    18.53    10.19    11.85    -1.82    -1.36     0.48    11.61     1.43  1342.43   808.21
    16.00     4.00   -97.85  -175.12    17.64    10.19    11.67    -1.82    -1.43     0.41    11.61     2.87  1342.43   887.02
    16.00     6.00   -87.35  -175.31    16.72    10.19    11.48    -1.82    -1.49     0.34    11.61     4.31  1342.43   965.22
    16.00     8.00   -75.24  -175.54    15.77    10.19    11.27    -1.82    -1.56     0.27    11.61     5.76  1342.43  1042.69
    16.00    10.00   -61.14  -175.80    14.78    10.19    11.03    -1.82    -1.62     0.21    11.61     7.21  1342.43  1119.30
    16.00    12.00   -44.48  -176.11    13.74    10.19    10.77    -1.82    -1.69     0.14    11.61     8.67  1342.43  1194.91
    16.00    14.00   -24.48  -176.48    12.64    10.19    10.49    -1.82    -1.75     0.07    11.61    10.13  1342.43  1269.36
    16.00    16.00     0.00  -176.94    11.44    10.19    10.19    -1.82    -1.82     0.00    11.61    11.61  1342.43  1342.43
    16.00    18.00    30.71  -177.51    10.12    10.19     9.86    -1.82    -1.88    -0.07    11.61    13.10  1342.43  1413.91
    16.00    20.00    70.43  -178.25     8.63    10.19     9.51    -1.82    -1.95    -0.14    11.61    14.60  1342.43  1483.48
    16.00    22.00   123.93  -179.24     6.88    10.19     9.13    -1.82    -2.02    -0.21    11.61    16.11  1342.43  1550.80
    16.00    24.00   200.03  -180.66     4.69    10.19     8.73    -1.82    -2.09    -0.28    11.61    17.65  1342.43  1615.42
    16.00    26.00   317.33  -182.84     1.73    10.19     8.30    -1.82    -2.16    -0.36    11.61    19.21  1342.43  1676.74
    16.00    28.00   522.59  -186.65    -2.88    10.19     7.85    -1.82    -2.23    -0.43    11.61    20.80  1342.43  1733.97
    16.00    30.00   977.39  -195.10   -12.15    10.19     7.37    -1.82    -2.30    -0.51    11.61    22.42  1342.43  1786.01
    16.00    32.00  2872.19  -230.32   -48.21    10.19     6.85    -1.82    -2.37    -0.59    11.61    24.09  1342.43  1831.22
    16.00    34.00 -5387.62   -76.79   104.45    10.19     6.31    -1.82    -2.45    -0.67    11.61    25.83  1342.43  1866.99
    16.00    36.00 -1601.10  -147.18    33.14    10.19     5.74    -1.82    -2.53    -0.75    11.61    27.67  1342.43  1888.60
    16.00     0.00  -115.21  -174.80    19.39    10.19    12.00    -1.82    -1.30     0.55    11.61     0.00  1342.43   728.86
    16.00    -2.00  -122.47  -174.66    20.24    10.19    12.13    -1.82    -1.24     0.61    11.61    -1.43  1342.43   649.07
    16.00    -4.00  -128.99  -174.54    21.08    10.19    12.24    -1.82    -1.17     0.68    11.61    -2.86  1342.43   568.92
    16.00    -6.00  -134.87  -174.43    21.90    10.19    12.34    -1.82    -1.11     0.75    11.61    -4.28  1342.43   488.47
    16.00    -8.00  -140.20  -174.33    22.71    10.19    12.41    -1.82    -1.05     0.81    11.61    -5.71  1342.43   407.79
    16.00   -10.00  -145.07  -174.24    23.51    10.19    12.46    -1.82    -0.98     0.88    11.61    -7.13  1342.43   326.93
    16.00   -12.00  -149.53  -174.16    24.30    10.19    12.50    -1.82    -0.92     0.95    11.61    -8.55  1342.43   245.94
    16.00   -14.00  -153.63  -174.08    25.09    10.19    12.51    -1.82    -0.86     1.01    11.61    -9.98  1342.43   164.86
    16.00   -16.00  -157.41  -174.01    25.87    10.19    12.51    -1.82    -0.80     1.08    11.61   -11.40  1342.43    83.75
    16.00   -18.00  -160.92  -173.95    26.65    10.19    12.49    -1.82    -0.73     1.15    11.61   -12.82  1342.43     2.64
    18.00     0.00  -138.09  -175.95    17.49     9.86    12.00    -1.88    -1.30     0.62    13.10     0.00  1413.91   728.86
    18.00     2.00  -130.88  -176.05    16.67     9.86    11.85    -1.88    -1.36     0.55    13.10     1.43  1413.91   808.21
    18.00     4.00  -122.66  -176.17    15.83     9.86    11.67    -1.88    -1.43     0.48    13.10     2.87  1413.91   887.02
    18.00     6.00  -113.19  -176.31    14.98     9.86    11.48    -1.88    -1.49     0.41    13.10     4.31  1413.91   965.22
    18.00     8.00  -102.17  -176.47    14.09     9.86    11.27    -1.88    -1.56     0.34    13.10     5.76  1413.91  1042.69
    18.00    10.00   -89.17  -176.66    13.18     9.86    11.03    -1.88    -1.62     0.28    13.10     7.21  1413.91  1119.30
    18.00    12.00   -73.58  -176.89    12.22     9.86    10.77    -1.88    -1.69     0.21    13.10     8.67  1413.91  1194.91
    18.00    14.00   -54.54  -177.16    11.21     9.86    10.49    -1.88    -1.75     0.14    13.10    10.13  1413.91  1269.36
    18.00    16.00   -30.71  -177.51    10.12     9.86    10.19    -1.88    -1.82     0.07    13.10    11.61  1413.91  1342.43
    18.00    18.00     0.00  -177.95     8.93     9.86     9.86    -1.88    -1.88     0.00    13.10    13.10  1413.91  1413.91
    18.00    20.00    41.15  -178.55     7.58     9.86     9.51    -1.88    -1.95    -0.07    13.10    14.60  1413.91  1483.48
    18.00    22.00    99.28  -179.39     5.98     9.86     9.13    -1.88    -2.02    -0.14    13.10    16.11  1413.91  1550.80
    18.00    24.00   187.86  -180.68     3.92     9.86     8.73    -1.88    -2.09    -0.21    13.10    17.65  1413.91  1615.42
    18.00    26.00   339.84  -182.89     0.94     9.86     8.30    -1.88    -2.16    -0.29    13.10    19.21  1413.91  1676.74
    18.00    28.00   662.87  -187.57    -4.55     9.86     7.85    -1.88    -2.23    -0.36    13.10    20.80  1413.91  1733.97
    18.00    30.00  1829.36  -204.50   -22.29     9.86     7.37    -1.88    -2.30    -0.44    13.10    22.42  1413.91  1786.01
    18.00    32.00 -6796.12   -79.32   102.05     9.86     6.85    -1.88    -2.37    -0.52    13.10    24.09  1413.91  1831.22
    18.00    34.00 -1480.29  -156.47    24.02     9.86     6.31    -1.88    -2.45    -0.60    13.10    25.83  1413.91  1866.99
    18.00    36.00  -911.30  -164.73    14.84     9.86     5.74    -1.88    -2.53    -0.68    13.10    27.67  1413.91  1888.60
    18.00     0.00  -138.09  -175.95    17.49     9.86    12.00    -1.88    -1.30     0.62    13.10     0.00  1413.91   728.86
    18.00    -2.00  -144.48  -175.86    18.30     9.86    12.13    -1.88    -1.24     0.68    13.10    -1.43  1413.91   649.07
    18.00    -4.00  -150.17  -175.77    19.10     9.86    12.24    -1.88    -1.17     0.75    13.10    -2.86  1413.91   568.92
    18.00    -6.00  -155.28  -175.70    19.88     9.86    12.34    -1.88    -1.11     0.82    13.10    -4.28  1413.91   488.47
    18.00    -8.00  -159.89  -175.63    20.66     9.86    12.41    -1.88    -1.05     0.88    13.10    -5.71  1413.91   407.79
    18.00   -10.00  -164.08  -175.57    21.43     9.86    12.46    -1.88    -0.98     0.95    13.10    -7.13  1413.91   326.93
    18.00   -12.00  -167.90  -175.52    22.20     9.86    12.50    -1.88    -0.92     1.02    13.10    -8.55  1413.91   245.94
    18.00   -14.00  -171.40  -175.47    22.96     9.86    12.51    -1.88    -0.86     1.08    13.10    -9.98  1413.91   164.86
    18.00   -16.00  -174.62  -175.42    23.72     9.86    12.51    -1.88    -0.80     1.15    13.10   -11.40  1413.91    83.75
    18.00   -18.00  -177.59  -175.38    24.47     9.86    12.49    -1.88    -0.73     1.22    13.10   -12.82  1413.91     2.64
    20.00     0.00  -164.28  -177.27    15.42     9.51    12.00    -1.95    -1.30     0.69    14.60     0.00  1483.48   728.86
    20.00     2.00  -158.36  -177.33    14.64     9.51    11.85    -1.95    -1.36     0.62    14.60     1.43  1483.48   808.21
    20.00     4.00  -151.54  -177.40    13.85     9.51    11.67    -1.95    -1.43     0.55    14.60     2.87  1483.48   887.02
    20.00     6.00  -143.61  -177.49    13.05     9.51    11.48    -1.95    -1.49     0.48    14.60     4.31  1483.48   965.22
    20.00     8.00  -134.26  -177.58    12.23     9.51    11.27    -1.95    -1.56     0.42    14.60     5.76  1483.48  1042.69
    20.00    10.00  -123.07  -177.70    11.39     9.51    11.03    -1.95    -1.62     0.35    14.60     7.21  1483.48  1119.30
    20.00    12.00  -109.42  -177.84    10.51     9.51    10.77    -1.95    -1.69     0.28    14.60     8.67  1483.48  1194.91
    20.00    14.00   -92.36  -178.02     9.60     9.51    10.49    -1.95    -1.75     0.21    14.60    10.13  1483.48  1269.36
    20.00    16.00   -70.43  -178.25     8.63     9.51    10.19    -1.95    -1.82     0.14    14.60    11.61  1483.48  1342.43
    20.00    18.00   -41.15  -178.55     7.58     9.51     9.86    -1.95    -1.88     0.07    14.60    13.10  1483.48  1413.91
    20.00    20.00     0.00  -178.98     6.40     9.51     9.51    -1.95    -1.95     0.00    14.60    14.60  1483.48  1483.48
    20.00    22.00    62.22  -179.63     5.00     9.51     9.13    -1.95    -2.02    -0.07    14.60    16.11  1483.48  1550.80
    20.00    24.00   167.53  -180.72     3.13     9.51     8.73    -1.95    -2.09    -0.14    14.60    17.65  1483.48  1615.42
    20.00    26.00   385.31  -182.99     0.08     9.51     8.30    -1.95    -2.16    -0.22    14.60    19.21  1483.48  1676.74
    20.00    28.00  1107.43  -190.50    -8.23     9.51     7.85    -1.95    -2.23    -0.29    14.60    20.80  1483.48  1733.97
    20.00    30.00 -8491.40   -90.65    90.81     9.51     7.37    -1.95    -2.30    -0.37    14.60    22.42  1483.48  1786.01
    20.00    32.00 -1243.62  -166.04    14.57     9.51     6.85    -1.95    -2.37    -0.45    14.60    24.09  1483.48  1831.22
    20.00    34.00  -768.49  -170.99     8.76     9.51     6.31    -1.95    -2.45    -0.53    14.60    25.83  1483.48  1866.99
    20.00    36.00  -594.11  -172.80     6.02     9.51     5.74    -1.95    -2.53    -0.61    14.60    27.67  1483.48  1888.60
    20.00     0.00  -164.28  -177.27    15.42     9.51    12.00    -1.95    -1.30     0.69    14.60     0.00  1483.48   728.86
    20.00    -2.00  -169.48  -177.22    16.19     9.51    12.13    -1.95    -1.24     0.75    14.60    -1.43  1483.48   649.07
    20.00    -4.00  -174.08  -177.17    16.95     9.51    12.24    -1.95    -1.17     0.82    14.60    -2.86  1483.48   568.92
    20.00    -6.00  -178.19  -177.13    17.71     9.51    12.34    -1.95    -1.11     0.89    14.60    -4.28  1483.48   488.47
    20.00    -8.00  -181.88  -177.09    18.46     9.51    12.41    -1.95    -1.05     0.95    14.60    -5.71  1483.48   407.79
    20.00   -10.00  -185.21  -177.05    19.20     9.51    12.46    -1.95    -0.98     1.02    14.60    -7.13  1483.48   326.93
    20.00   -12.00  -188.23  -177.02    19.94     9.51    12.50    -1.95    -0.92     1.09    14.60    -8.55  1483.48   245.94
    20.00   -14.00  -190.99  -176.99    20.68     9.51    12.51    -1.95    -0.86     1.15    14.60    -9.98  1483.48   164.86
    20.00   -16.00  -193.52  -176.97    21.42     9.51    12.51    -1.95    -0.80     1.22    14.60   -11.40  1483.48    83.75
    20.00   -18.00  -195.85  -176.94    22.15     9.51    12.49    -1.95    -0.73     1.29    14.60   -12.82  1483.48     2.64
    22.00     0.00  -194.60  -178.80    13.13     9.13    12.00    -2.02    -1.30     0.76    16.11     0.00  1550.80   728.86
    22.00     2.00  -190.47  -178.82    12.39     9.13    11.85    -2.02    -1.36     0.69    16.11     1.43  1550.80   808.21
    22.00     4.00  -185.67  -178.85    11.64     9.13    11.67    -2.02    -1.43     0.62    16.11     2.87  1550.80   887.02
    22.00     6.00  -180.01  -178.89    10.88     9.13    11.48    -2.02    -1.49     0.55    16.11     4.31  1550.80   965.22
    22.00     8.00  -173.25  -178.93    10.12     9.13    11.27    -2.02    -1.56     0.49    16.11     5.76  1550.80  1042.69
    22.00    10.00  -165.00  -178.98     9.34     9.13    11.03    -2.02    -1.62     0.42    16.11     7.21  1550.80  1119.30
    22.00    12.00  -154.72  -179.05     8.55     9.13    10.77    -2.02    -1.69     0.35    16.11     8.67  1550.80  1194.91
    22.00    14.00  -141.52  -179.13     7.73     9.13    10.49    -2.02    -1.75     0.28    16.11    10.13  1550.80  1269.36
    22.00    16.00  -123.93  -179.24     6.88     9.13    10.19    -2.02    -1.82     0.21    16.11    11.61  1550.80  1342.43
    22.00    18.00   -99.28  -179.39     5.98     9.13     9.86    -2.02    -1.88     0.14    16.11    13.10  1550.80  1413.91
    22.00    20.00   -62.22  -179.63     5.00     9.13     9.51    -2.02    -1.95     0.07    16.11    14.60  1550.80  1483.48
    22.00    22.00     0.00  -180.01     3.85     9.13     9.13    -2.02    -2.02     0.00    16.11    16.11  1550.80  1550.80
    22.00    24.00   126.51  -180.81     2.29     9.13     8.73    -2.02    -2.09    -0.07    16.11    17.65  1550.80  1615.42
    22.00    26.00   525.80  -183.30    -0.99     9.13     8.30    -2.02    -2.16    -0.15    16.11    19.21  1550.80  1676.74
    22.00    28.00 -9663.15  -119.64    61.87     9.13     7.85    -2.02    -2.23    -0.22    16.11    20.80  1550.80  1733.97
    22.00    30.00  -900.56  -174.39     6.31     9.13     7.37    -2.02    -2.30    -0.30    16.11    22.42  1550.80  1786.01
    22.00    32.00  -581.74  -176.38     3.48     9.13     6.85    -2.02    -2.37    -0.37    16.11    24.09  1550.80  1831.22
    22.00    34.00  -469.54  -177.08     1.90     9.13     6.31    -2.02    -2.45    -0.46    16.11    25.83  1550.80  1866.99
    22.00    36.00  -411.58  -177.44     0.61     9.13     5.74    -2.02    -2.53    -0.54    16.11    27.67  1550.80  1888.60
    22.00     0.00  -194.60  -178.80    13.13     9.13    12.00    -2.02    -1.30     0.76    16.11     0.00  1550.80   728.86
    22.00    -2.00  -198.19  -178.78    13.87     9.13    12.13    -2.02    -1.24     0.82    16.11    -1.43  1550.80   649.07
    22.00    -4.00  -201.34  -178.76    14.60     9.13    12.24    -2.02    -1.17     0.89    16.11    -2.86  1550.80   568.92
    22.00    -6.00  -204.14  -178.74    15.33     9.13    12.34    -2.02    -1.11     0.96    16.11    -4.28  1550.80   488.47
    22.00    -8.00  -206.63  -178.72    16.06     9.13    12.41    -2.02    -1.05     1.02    16.11    -5.71  1550.80   407.79
    22.00   -10.00  -208.87  -178.71    16.78     9.13    12.46    -2.02    -0.98     1.09    16.11    -7.13  1550.80   326.93
    22.00   -12.00  -210.89  -178.70    17.51     9.13    12.50    -2.02    -0.92     1.16    16.11    -8.55  1550.80   245.94
    22.00   -14.00  -212.73  -178.69    18.23     9.13    12.51    -2.02    -0.86     1.23    16.11    -9.98  1550.80   164.86
    22.00   -16.00  -214.41  -178.68    18.95     9.13    12.51    -2.02    -0.80     1.29    16.11   -11.40  1550.80    83.75
    22.00   -18.00  -215.95  -178.67    19.67     9.13    12.49    -2.02    -0.73     1.36    16.11   -12.82  1550.80     2.64
    24.00     0.00  -230.18  -180.59    10.57     8.73    12.00    -2.09    -1.30     0.83    17.65     0.00  1615.42   728.86
    24.00     2.00  -228.58  -180.60     9.85     8.73    11.85    -2.09    -1.36     0.76    17.65     1.43  1615.42   808.21
    24.00     4.00  -226.70  -180.60     9.12     8.73    11.67    -2.09    -1.43     0.69    17.65     2.87  1615.42   887.02
    24.00     6.00  -224.45  -180.61     8.40     8.73    11.48    -2.09    -1.49     0.63    17.65     4.31  1615.42   965.22
    24.00     8.00  -221.72  -180.61     7.67     8.73    11.27    -2.09    -1.56     0.56    17.65     5.76  1615.42  1042.69
    24.00    10.00  -218.31  -180.62     6.94     8.73    11.03    -2.09    -1.62     0.49    17.65     7.21  1615.42  1119.30
    24.00    12.00  -213.95  -180.63     6.20     8.73    10.77    -2.09    -1.69     0.42    17.65     8.67  1615.42  1194.91
    24.00    14.00  -208.15  -180.64     5.45     8.73    10.49    -2.09    -1.75     0.35    17.65    10.13  1615.42  1269.36
    24.00    16.00  -200.03  -180.66     4.69     8.73    10.19    -2.09    -1.82     0.28    17.65    11.61  1615.42  1342.43
    24.00    18.00  -187.86  -180.68     3.92     8.73     9.86    -2.09    -1.88     0.21    17.65    13.10  1615.42  1413.91
    24.00    20.00  -167.53  -180.72     3.13     8.73     9.51    -2.09    -1.95     0.14    17.65    14.60  1615.42  1483.48
    24.00    22.00  -126.51  -180.81     2.29     8.73     9.13    -2.09    -2.02     0.07    17.65    16.11  1615.42  1550.80
    24.00    24.00     0.00  -181.06     1.26     8.73     8.73    -2.09    -2.09     0.00    17.65    17.65  1615.42  1615.42
    24.00    26.00 -5697.06  -169.43    12.11     8.73     8.30    -2.09    -2.16    -0.07    17.65    19.21  1615.42  1676.74
    24.00    28.00  -473.65  -180.10     0.65     8.73     7.85    -2.09    -2.23    -0.15    17.65    20.80  1615.42  1733.97
    24.00    30.00  -362.51  -180.32    -0.40     8.73     7.37    -2.09    -2.30    -0.22    17.65    22.42  1615.42  1786.01
    24.00    32.00  -324.25  -180.40    -1.32     8.73     6.85    -2.09    -2.37    -0.30    17.65    24.09  1615.42  1831.22
    24.00    34.00  -304.75  -180.44    -2.23     8.73     6.31    -2.09    -2.45    -0.38    17.65    25.83  1615.42  1866.99
    24.00    36.00  -292.79  -180.47    -3.18     8.73     5.74    -2.09    -2.53    -0.47    17.65    27.67  1615.42  1888.60
    24.00     0.00  -230.18  -180.59    10.57     8.73    12.00    -2.09    -1.30     0.83    17.65     0.00  1615.42   728.86
    24.00    -2.00  -231.56  -180.59    11.28     8.73    12.13    -2.09    -1.24     0.90    17.65    -1.43  1615.42   649.07
    24.00    -4.00  -232.77  -180.59    12.00     8.73    12.24    -2.09    -1.17     0.96    17.65    -2.86  1615.42   568.92
    24.00    -6.00  -233.82  -180.59    12.72     8.73    12.34    -2.09    -1.11     1.03    17.65    -4.28  1615.42   488.47
    24.00    -8.00  -234.76  -180.58    13.43     8.73    12.41    -2.09    -1.05     1.10    17.65    -5.71  1615.42   407.79
    24.00   -10.00  -235.60  -180.58    14.14     8.73    12.46    -2.09    -0.98     1.16    17.65    -7.13  1615.42   326.93
    24.00   -12.00  -236.36  -180.58    14.85     8.73    12.50    -2.09    -0.92     1.23    17.65    -8.55  1615.42   245.94
    24.00   -14.00  -237.04  -180.58    15.56     8.73    12.51    -2.09    -0.86     1.30    17.65    -9.98  1615.42   164.86
    24.00   -16.00  -237.67  -180.58    16.28     8.73    12.51    -2.09    -0.80     1.36    17.65   -11.40  1615.42    83.75
    24.00   -18.00  -238.24  -180.58    16.99     8.73    12.49    -2.09    -0.73     1.43    17.65   -12.82  1615.42     2.64
    26.00     0.00  -272.66  -182.74     7.64     8.30    12.00    -2.16    -1.30     0.90    19.21     0.00  1676.74   728.86
    26.00     2.00  -274.69  -182.74     6.92     8.30    11.85    -2.16    -1.36     0.83    19.21     1.43  1676.74   808.21
    26.00     4.00  -277.12  -182.75     6.20     8.30    11.67    -2.16    -1.43     0.77    19.21     2.87  1676.74   887.02
    26.00     6.00  -280.09  -182.75     5.47     8.30    11.48    -2.16    -1.49     0.70    19.21     4.31  1676.74   965.22
    26.00     8.00  -283.80  -182.76     4.74     8.30    11.27    -2.16    -1.56     0.63    19.21     5.76  1676.74  1042.69
    26.00    10.00  -288.58  -182.77     4.00     8.30    11.03    -2.16    -1.62     0.56    19.21     7.21  1676.74  1119.30
    26.00    12.00  -294.95  -182.79     3.26     8.30    10.77    -2.16    -1.69     0.50    19.21     8.67  1676.74  1194.91
    26.00    14.00  -303.89  -182.81     2.50     8.30    10.49    -2.16    -1.75     0.43    19.21    10.13  1676.74  1269.36
    26.00    16.00  -317.33  -182.84     1.73     8.30    10.19    -2.16    -1.82     0.36    19.21    11.61  1676.74  1342.43
    26.00    18.00  -339.84  -182.89     0.94     8.30     9.86    -2.16    -1.88     0.29    19.21    13.10  1676.74  1413.91
    26.00    20.00  -385.31  -182.99     0.08     8.30     9.51    -2.16    -1.95     0.22    19.21    14.60  1676.74  1483.48
    26.00    22.00  -525.80  -183.30    -0.99     8.30     9.13    -2.16    -2.02     0.15    19.21    16.11  1676.74  1550.80
    26.00    24.00  5697.06  -169.43    12.11     8.30     8.73    -2.16    -2.09     0.07    19.21    17.65  1676.74  1615.42
    26.00    26.00     0.00  -182.13    -1.37     8.30     8.30    -2.16    -2.16     0.00    19.21    19.21  1676.74  1676.74
    26.00    28.00  -123.12  -182.40    -2.44     8.30     7.85    -2.16    -2.23    -0.07    19.21    20.80  1676.74  1733.97
    26.00    30.00  -165.48  -182.50    -3.35     8.30     7.37    -2.16    -2.30    -0.15    19.21    22.42  1676.74  1786.01
    26.00    32.00  -187.01  -182.55    -4.24     8.30     6.85    -2.16    -2.37    -0.23    19.21    24.09  1676.74  1831.22
    26.00    34.00  -200.15  -182.57    -5.14     8.30     6.31    -2.16    -2.45    -0.31    19.21    25.83  1676.74  1866.99
    26.00    36.00  -209.14  -182.59    -6.09     8.30     5.74    -2.16    -2.53    -0.40    19.21    27.67  1676.74  1888.60
    26.00     0.00  -272.66  -182.74     7.64     8.30    12.00    -2.16    -1.30     0.90    19.21     0.00  1676.74   728.86
    26.00    -2.00  -270.95  -182.73     8.36     8.30    12.13    -2.16    -1.24     0.97    19.21    -1.43  1676.74   649.07
    26.00    -4.00  -269.49  -182.73     9.08     8.30    12.24    -2.16    -1.17     1.04    19.21    -2.86  1676.74   568.92
    26.00    -6.00  -268.22  -182.73     9.79     8.30    12.34    -2.16    -1.11     1.10    19.21    -4.28  1676.74   488.47
    26.00    -8.00  -267.11  -182.72    10.51     8.30    12.41    -2.16    -1.05     1.17    19.21    -5.71  1676.74   407.79
    26.00   -10.00  -266.13  -182.72    11.22     8.30    12.46    -2.16    -0.98     1.24    19.21    -7.13  1676.74   326.93
    26.00   -12.00  -265.26  -182.72    11.93     8.30    12.50    -2.16    -0.92     1.30    19.21    -8.55  1676.74   245.94
    26.00   -14.00  -264.49  -182.72    12.64     8.30    12.51    -2.16    -0.86     1.37    19.21    -9.98  1676.74   164.86
    26.00   -16.00  -263.79  -182.72    13.36     8.30    12.51    -2.16    -0.80     1.44    19.21   -11.40  1676.74    83.75
    26.00   -18.00  -263.16  -182.71    14.07     8.30    12.49    -2.16    -0.73     1.50    19.21   -12.82  1676.74     2.64
    28.00     0.00  -324.45  -185.35     4.23     7.85    12.00    -2.23    -1.30     0.98    20.80     0.00  1733.97   728.86
    28.00     2.00  -331.80  -185.40     3.47     7.85    11.85    -2.23    -1.36     0.91    20.80     1.43  1733.97   808.21
    28.00     4.00  -340.78  -185.45     2.69     7.85    11.67    -2.23    -1.43     0.84    20.80     2.87  1733.97   887.02
    28.00     6.00  -352.01  -185.53     1.90     7.85    11.48    -2.23    -1.49     0.77    20.80     4.31  1733.97   965.22
    28.00     8.00  -366.47  -185.62     1.08     7.85    11.27    -2.23    -1.56     0.71    20.80     5.76  1733.97  1042.69
    28.00    10.00  -385.78  -185.75     0.22     7.85    11.03    -2.23    -1.62     0.64    20.80     7.21  1733.97  1119.30
    28.00    12.00  -412.90  -185.93    -0.68     7.85    10.77    -2.23    -1.69     0.57    20.80     8.67  1733.97  1194.91
    28.00    14.00  -453.79  -186.20    -1.69     7.85    10.49    -2.23    -1.75     0.50    20.80    10.13  1733.97  1269.36
    28.00    16.00  -522.59  -186.65    -2.88     7.85    10.19    -2.23    -1.82     0.43    20.80    11.61  1733.97  1342.43
    28.00    18.00  -662.87  -187.57    -4.55     7.85     9.86    -2.23    -1.88     0.36    20.80    13.10  1733.97  1413.91
    28.00    20.00 -1107.43  -190.50    -8.23     7.85     9.51    -2.23    -1.95     0.29    20.80    14.60  1733.97  1483.48
    28.00    22.00  9663.15  -119.64    61.87     7.85     9.13    -2.23    -2.02     0.22    20.80    16.11  1733.97  1550.80
    28.00    24.00   473.65  -180.10     0.65     7.85     8.73    -2.23    -2.09     0.15    20.80    17.65  1733.97  1615.42
    28.00    26.00   123.12  -182.40    -2.44     7.85     8.30    -2.23    -2.16     0.07    20.80    19.21  1733.97  1676.74
    28.00    28.00     0.00  -183.21    -4.05     7.85     7.85    -2.23    -2.23     0.00    20.80    20.80  1733.97  1733.97
    28.00    30.00   -63.02  -183.63    -5.28     7.85     7.37    -2.23    -2.30    -0.08    20.80    22.42  1733.97  1786.01
    28.00    32.00  -101.50  -183.88    -6.37     7.85     6.85    -2.23    -2.37    -0.15    20.80    24.09  1733.97  1831.22
    28.00    34.00  -127.66  -184.05    -7.42     7.85     6.31    -2.23    -2.45    -0.24    20.80    25.83  1733.97  1866.99
    28.00    36.00  -146.86  -184.18    -8.47     7.85     5.74    -2.23    -2.53    -0.32    20.80    27.67  1733.97  1888.60
    28.00     0.00  -324.45  -185.35     4.23     7.85    12.00    -2.23    -1.30     0.98    20.80     0.00  1733.97   728.86
    28.00    -2.00  -318.32  -185.31     4.99     7.85    12.13    -2.23    -1.24     1.04    20.80    -1.43  1733.97   649.07
    28.00    -4.00  -313.13  -185.27     5.74     7.85    12.24    -2.23    -1.17     1.11    20.80    -2.86  1733.97   568.92
    28.00    -6.00  -308.69  -185.24     6.48     7.85    12.34    -2.23    -1.11     1.18    20.80    -4.28  1733.97   488.47
    28.00    -8.00  -304.83  -185.22     7.22     7.85    12.41    -2.23    -1.05     1.24    20.80    -5.71  1733.97   407.79
    28.00   -10.00  -301.46  -185.20     7.95     7.85    12.46    -2.23    -0.98     1.31    20.80    -7.13  1733.97   326.93
