
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 front suspension                              

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    10.00    20.00  -268.19  -189.53    -0.85    -5.50    -2.98    -1.75    -2.01    -0.34     7.51    15.13   942.29  1203.18
    10.00    22.00  -239.23  -189.62    -1.72    -5.50    -2.47    -1.75    -2.06    -0.41     7.51    16.67   942.29  1253.64
    10.00    24.00  -222.00  -189.67    -2.55    -5.50    -1.97    -1.75    -2.12    -0.47     7.51    18.22   942.29  1303.48
    10.00    26.00  -210.54  -189.71    -3.36    -5.50    -1.46    -1.75    -2.17    -0.54     7.51    19.77   942.29  1352.66
    10.00    28.00  -202.35  -189.74    -4.17    -5.50    -0.96    -1.75    -2.23    -0.61     7.51    21.33   942.29  1401.15
    10.00    30.00  -196.18  -189.76    -4.97    -5.50    -0.46    -1.75    -2.28    -0.68     7.51    22.89   942.29  1448.91
    10.00    32.00  -191.35  -189.77    -5.77    -5.50     0.05    -1.75    -2.34    -0.75     7.51    24.46   942.29  1495.91
    10.00    34.00  -187.46  -189.79    -6.58    -5.50     0.55    -1.75    -2.40    -0.82     7.51    26.04   942.29  1542.09
    10.00    36.00  -184.24  -189.80    -7.38    -5.50     1.05    -1.75    -2.46    -0.89     7.51    27.62   942.29  1587.40
    10.00    38.00  -181.53  -189.81    -8.19    -5.50     1.54    -1.75    -2.52    -0.96     7.51    29.22   942.29  1631.79
    10.00    40.00  -179.21  -189.81    -9.00    -5.50     2.03    -1.75    -2.58    -1.03     7.51    30.82   942.29  1675.19
    10.00    42.00  -177.19  -189.82    -9.82    -5.50     2.52    -1.75    -2.64    -1.10     7.51    32.43   942.29  1717.52
    10.00    44.00  -175.41  -189.83   -10.64    -5.50     3.01    -1.75    -2.70    -1.18     7.51    34.05   942.29  1758.73
    10.00    46.00  -173.83  -189.83   -11.46    -5.50     3.49    -1.75    -2.76    -1.25     7.51    35.68   942.29  1798.70
    10.00    48.00  -172.41  -189.83   -12.29    -5.50     3.96    -1.75    -2.83    -1.32     7.51    37.33   942.29  1837.35
    10.00    50.00  -171.12  -189.84   -13.13    -5.50     4.43    -1.75    -2.89    -1.40     7.51    38.99   942.29  1874.57
    10.00    52.00  -169.93  -189.84   -13.97    -5.50     4.89    -1.75    -2.96    -1.47     7.51    40.66   942.29  1910.23
    10.00     0.00  -111.13  -190.03     6.21    -5.50    -8.00    -1.75    -1.50     0.33     7.51     0.00   942.29   668.47
    10.00    -2.00  -116.98  -190.01     6.97    -5.50    -8.50    -1.75    -1.45     0.40     7.51    -1.49   942.29   612.24
    10.00    -4.00  -121.58  -190.00     7.73    -5.50    -8.99    -1.75    -1.40     0.46     7.51    -2.97   942.29   555.52
    10.00    -6.00  -125.30  -189.99     8.48    -5.50    -9.49    -1.75    -1.36     0.53     7.51    -4.45   942.29   498.30
    10.00    -8.00  -128.37  -189.98     9.23    -5.50    -9.98    -1.75    -1.31     0.59     7.51    -5.93   942.29   440.59
    10.00   -10.00  -130.95  -189.97     9.97    -5.50   -10.47    -1.75    -1.26     0.66     7.51    -7.40   942.29   382.37
    10.00   -12.00  -133.16  -189.96    10.71    -5.50   -10.96    -1.75    -1.22     0.72     7.51    -8.87   942.29   323.64
    10.00   -14.00  -135.08  -189.96    11.45    -5.50   -11.45    -1.75    -1.17     0.79     7.51   -10.33   942.29   264.38
    10.00   -16.00  -136.76  -189.95    12.18    -5.50   -11.94    -1.75    -1.13     0.85     7.51   -11.79   942.29   204.57
    10.00   -18.00  -138.24  -189.95    12.91    -5.50   -12.43    -1.75    -1.09     0.92     7.51   -13.24   942.29   144.20
    10.00   -20.00  -139.57  -189.94    13.64    -5.50   -12.92    -1.75    -1.04     0.98     7.51   -14.69   942.29    83.25
    10.00   -22.00  -140.76  -189.94    14.36    -5.50   -13.41    -1.75    -1.00     1.04     7.51   -16.13   942.29    21.70
    10.00   -24.00  -141.15  -189.94    14.62    -5.50   -13.58    -1.75    -0.98     1.07     7.51   -16.63   942.29     0.00
    12.00     0.00  -155.40  -190.85     4.63    -5.00    -8.00    -1.80    -1.50     0.40     9.02     0.00   995.55   668.47
    12.00     2.00  -154.78  -190.86     3.88    -5.00    -7.50    -1.80    -1.55     0.33     9.02     1.49   995.55   724.22
    12.00     4.00  -153.92  -190.86     3.14    -5.00    -7.00    -1.80    -1.60     0.27     9.02     2.99   995.55   779.48
    12.00     6.00  -152.60  -190.86     2.38    -5.00    -6.50    -1.80    -1.65     0.20     9.02     4.49   995.55   834.24
    12.00     8.00  -150.17  -190.86     1.63    -5.00    -6.00    -1.80    -1.70     0.13     9.02     6.00   995.55   888.52
    12.00    10.00  -143.57  -190.86     0.87    -5.00    -5.50    -1.80    -1.75     0.07     9.02     7.51   995.55   942.29
    12.00    12.00     0.00  -190.88     0.09    -5.00    -5.00    -1.80    -1.80     0.00     9.02     9.02   995.55   995.55
    12.00    14.00  -173.04  -190.85    -0.64    -5.00    -4.49    -1.80    -1.85    -0.07     9.02    10.54   995.55  1048.28
    12.00    16.00  -164.33  -190.85    -1.41    -5.00    -3.99    -1.80    -1.90    -0.13     9.02    12.07   995.55  1100.48
    12.00    18.00  -161.51  -190.85    -2.17    -5.00    -3.48    -1.80    -1.96    -0.20     9.02    13.60   995.55  1152.12
    12.00    20.00  -160.04  -190.85    -2.94    -5.00    -2.98    -1.80    -2.01    -0.27     9.02    15.13   995.55  1203.18
    12.00    22.00  -159.11  -190.85    -3.71    -5.00    -2.47    -1.80    -2.06    -0.34     9.02    16.67   995.55  1253.64
    12.00    24.00  -158.44  -190.85    -4.49    -5.00    -1.97    -1.80    -2.12    -0.41     9.02    18.22   995.55  1303.48
    12.00    26.00  -157.91  -190.85    -5.26    -5.00    -1.46    -1.80    -2.17    -0.48     9.02    19.77   995.55  1352.66
    12.00    28.00  -157.47  -190.85    -6.04    -5.00    -0.96    -1.80    -2.23    -0.54     9.02    21.33   995.55  1401.15
    12.00    30.00  -157.09  -190.85    -6.83    -5.00    -0.46    -1.80    -2.28    -0.61     9.02    22.89   995.55  1448.91
    12.00    32.00  -156.75  -190.85    -7.61    -5.00     0.05    -1.80    -2.34    -0.68     9.02    24.46   995.55  1495.91
    12.00    34.00  -156.43  -190.85    -8.40    -5.00     0.55    -1.80    -2.40    -0.75     9.02    26.04   995.55  1542.09
    12.00    36.00  -156.14  -190.85    -9.20    -5.00     1.05    -1.80    -2.46    -0.82     9.02    27.62   995.55  1587.40
    12.00    38.00  -155.87  -190.85   -10.00    -5.00     1.54    -1.80    -2.52    -0.89     9.02    29.22   995.55  1631.79
    12.00    40.00  -155.61  -190.85   -10.80    -5.00     2.03    -1.80    -2.58    -0.97     9.02    30.82   995.55  1675.19
    12.00    42.00  -155.35  -190.85   -11.61    -5.00     2.52    -1.80    -2.64    -1.04     9.02    32.43   995.55  1717.52
    12.00    44.00  -155.10  -190.86   -12.43    -5.00     3.01    -1.80    -2.70    -1.11     9.02    34.05   995.55  1758.73
    12.00    46.00  -154.86  -190.86   -13.25    -5.00     3.49    -1.80    -2.76    -1.18     9.02    35.68   995.55  1798.70
    12.00    48.00  -154.62  -190.86   -14.07    -5.00     3.96    -1.80    -2.83    -1.25     9.02    37.33   995.55  1837.35
    12.00    50.00  -154.38  -190.86   -14.90    -5.00     4.43    -1.80    -2.89    -1.33     9.02    38.99   995.55  1874.57
    12.00    52.00  -154.14  -190.86   -15.74    -5.00     4.89    -1.80    -2.96    -1.40     9.02    40.66   995.55  1910.23
    12.00     0.00  -155.40  -190.85     4.63    -5.00    -8.00    -1.80    -1.50     0.40     9.02     0.00   995.55   668.47
    12.00    -2.00  -155.89  -190.85     5.38    -5.00    -8.50    -1.80    -1.45     0.46     9.02    -1.49   995.55   612.24
    12.00    -4.00  -156.29  -190.85     6.12    -5.00    -8.99    -1.80    -1.40     0.53     9.02    -2.97   995.55   555.52
    12.00    -6.00  -156.64  -190.85     6.86    -5.00    -9.49    -1.80    -1.36     0.60     9.02    -4.45   995.55   498.30
    12.00    -8.00  -156.94  -190.85     7.60    -5.00    -9.98    -1.80    -1.31     0.66     9.02    -5.93   995.55   440.59
    12.00   -10.00  -157.22  -190.85     8.33    -5.00   -10.47    -1.80    -1.26     0.73     9.02    -7.40   995.55   382.37
    12.00   -12.00  -157.47  -190.85     9.06    -5.00   -10.96    -1.80    -1.22     0.79     9.02    -8.87   995.55   323.64
    12.00   -14.00  -157.70  -190.85     9.79    -5.00   -11.45    -1.80    -1.17     0.86     9.02   -10.33   995.55   264.38
    12.00   -16.00  -157.92  -190.85    10.52    -5.00   -11.94    -1.80    -1.13     0.92     9.02   -11.79   995.55   204.57
    12.00   -18.00  -158.13  -190.85    11.25    -5.00   -12.43    -1.80    -1.09     0.98     9.02   -13.24   995.55   144.20
    12.00   -20.00  -158.33  -190.85    11.97    -5.00   -12.92    -1.80    -1.04     1.05     9.02   -14.69   995.55    83.25
    12.00   -22.00  -158.52  -190.85    12.69    -5.00   -13.41    -1.80    -1.00     1.11     9.02   -16.13   995.55    21.70
    12.00   -24.00  -158.58  -190.85    12.94    -5.00   -13.58    -1.80    -0.98     1.13     9.02   -16.63   995.55     0.00
    14.00     0.00  -217.30  -192.00     2.72    -4.49    -8.00    -1.85    -1.50     0.47    10.54     0.00  1048.28   668.47
    14.00     2.00  -231.56  -192.05     1.93    -4.49    -7.50    -1.85    -1.55     0.40    10.54     1.49  1048.28   724.22
    14.00     4.00  -255.15  -192.12     1.11    -4.49    -7.00    -1.85    -1.60     0.33    10.54     2.99  1048.28   779.48
    14.00     6.00  -301.41  -192.25     0.23    -4.49    -6.50    -1.85    -1.65     0.27    10.54     4.49  1048.28   834.24
    14.00     8.00  -432.71  -192.64    -0.91    -4.49    -6.00    -1.85    -1.70     0.20    10.54     6.00  1048.28   888.52
    14.00    10.00 -3429.80  -201.48   -10.51    -4.49    -5.50    -1.85    -1.75     0.13    10.54     7.51  1048.28   942.29
    14.00    12.00   173.04  -190.85    -0.64    -4.49    -5.00    -1.85    -1.80     0.07    10.54     9.02  1048.28   995.55
    14.00    14.00     0.00  -191.36    -1.91    -4.49    -4.49    -1.85    -1.85     0.00    10.54    10.54  1048.28  1048.28
    14.00    16.00   -53.93  -191.52    -2.83    -4.49    -3.99    -1.85    -1.90    -0.07    10.54    12.07  1048.28  1100.48
    14.00    18.00   -80.19  -191.60    -3.68    -4.49    -3.48    -1.85    -1.96    -0.14    10.54    13.60  1048.28  1152.12
    14.00    20.00   -95.68  -191.65    -4.49    -4.49    -2.98    -1.85    -2.01    -0.20    10.54    15.13  1048.28  1203.18
    14.00    22.00  -105.88  -191.68    -5.29    -4.49    -2.47    -1.85    -2.06    -0.27    10.54    16.67  1048.28  1253.64
    14.00    24.00  -113.07  -191.70    -6.09    -4.49    -1.97    -1.85    -2.12    -0.34    10.54    18.22  1048.28  1303.48
    14.00    26.00  -118.41  -191.71    -6.88    -4.49    -1.46    -1.85    -2.17    -0.41    10.54    19.77  1048.28  1352.66
    14.00    28.00  -122.51  -191.72    -7.67    -4.49    -0.96    -1.85    -2.23    -0.48    10.54    21.33  1048.28  1401.15
    14.00    30.00  -125.74  -191.73    -8.47    -4.49    -0.46    -1.85    -2.28    -0.55    10.54    22.89  1048.28  1448.91
    14.00    32.00  -128.36  -191.74    -9.26    -4.49     0.05    -1.85    -2.34    -0.62    10.54    24.46  1048.28  1495.91
    14.00    34.00  -130.50  -191.75   -10.06    -4.49     0.55    -1.85    -2.40    -0.69    10.54    26.04  1048.28  1542.09
    14.00    36.00  -132.29  -191.75   -10.86    -4.49     1.05    -1.85    -2.46    -0.76    10.54    27.62  1048.28  1587.40
    14.00    38.00  -133.79  -191.76   -11.66    -4.49     1.54    -1.85    -2.52    -0.83    10.54    29.22  1048.28  1631.79
    14.00    40.00  -135.07  -191.76   -12.47    -4.49     2.03    -1.85    -2.58    -0.90    10.54    30.82  1048.28  1675.19
    14.00    42.00  -136.16  -191.76   -13.28    -4.49     2.52    -1.85    -2.64    -0.97    10.54    32.43  1048.28  1717.52
    14.00    44.00  -137.11  -191.77   -14.10    -4.49     3.01    -1.85    -2.70    -1.04    10.54    34.05  1048.28  1758.73
    14.00    46.00  -137.92  -191.77   -14.92    -4.49     3.49    -1.85    -2.76    -1.11    10.54    35.68  1048.28  1798.70
    14.00    48.00  -138.63  -191.77   -15.75    -4.49     3.96    -1.85    -2.83    -1.19    10.54    37.33  1048.28  1837.35
    14.00    50.00  -139.25  -191.77   -16.58    -4.49     4.43    -1.85    -2.89    -1.26    10.54    38.99  1048.28  1874.57
    14.00    52.00  -139.79  -191.78   -17.42    -4.49     4.89    -1.85    -2.96    -1.34    10.54    40.66  1048.28  1910.23
    14.00     0.00  -217.30  -192.00     2.72    -4.49    -8.00    -1.85    -1.50     0.47    10.54     0.00  1048.28   668.47
    14.00    -2.00  -207.77  -191.98     3.49    -4.49    -8.50    -1.85    -1.45     0.53    10.54    -1.49  1048.28   612.24
    14.00    -4.00  -200.97  -191.96     4.26    -4.49    -8.99    -1.85    -1.40     0.60    10.54    -2.97  1048.28   555.52
    14.00    -6.00  -195.88  -191.94     5.01    -4.49    -9.49    -1.85    -1.36     0.66    10.54    -4.45  1048.28   498.30
    14.00    -8.00  -191.94  -191.93     5.76    -4.49    -9.98    -1.85    -1.31     0.73    10.54    -5.93  1048.28   440.59
    14.00   -10.00  -188.81  -191.92     6.50    -4.49   -10.47    -1.85    -1.26     0.79    10.54    -7.40  1048.28   382.37
    14.00   -12.00  -186.27  -191.91     7.24    -4.49   -10.96    -1.85    -1.22     0.86    10.54    -8.87  1048.28   323.64
    14.00   -14.00  -184.17  -191.91     7.98    -4.49   -11.45    -1.85    -1.17     0.92    10.54   -10.33  1048.28   264.38
    14.00   -16.00  -182.42  -191.90     8.71    -4.49   -11.94    -1.85    -1.13     0.99    10.54   -11.79  1048.28   204.57
    14.00   -18.00  -180.93  -191.90     9.44    -4.49   -12.43    -1.85    -1.09     1.05    10.54   -13.24  1048.28   144.20
    14.00   -20.00  -179.65  -191.89    10.17    -4.49   -12.92    -1.85    -1.04     1.12    10.54   -14.69  1048.28    83.25
    14.00   -22.00  -178.55  -191.89    10.89    -4.49   -13.41    -1.85    -1.00     1.18    10.54   -16.13  1048.28    21.70
    14.00   -24.00  -178.20  -191.89    11.15    -4.49   -13.58    -1.85    -0.98     1.20    10.54   -16.63  1048.28     0.00
    16.00     0.00  -310.06  -193.73     0.24    -3.99    -8.00    -1.90    -1.50     0.53    12.07     0.00  1100.48   668.47
    16.00     2.00  -358.93  -194.02    -0.81    -3.99    -7.50    -1.90    -1.55     0.47    12.07     1.49  1100.48   724.22
    16.00     4.00  -454.85  -194.60    -2.14    -3.99    -7.00    -1.90    -1.60     0.40    12.07     2.99  1100.48   779.48
    16.00     6.00  -727.95  -196.26    -4.54    -3.99    -6.50    -1.90    -1.65     0.34    12.07     4.49  1100.48   834.24
    16.00     8.00 -7488.54  -237.19   -46.23    -3.99    -6.00    -1.90    -1.70     0.27    12.07     6.00  1100.48   888.52
    16.00    10.00   516.16  -188.72     1.48    -3.99    -5.50    -1.90    -1.75     0.20    12.07     7.51  1100.48   942.29
    16.00    12.00   164.33  -190.85    -1.41    -3.99    -5.00    -1.90    -1.80     0.13    12.07     9.02  1100.48   995.55
    16.00    14.00    53.93  -191.52    -2.83    -3.99    -4.49    -1.90    -1.85     0.07    12.07    10.54  1100.48  1048.28
    16.00    16.00     0.00  -191.85    -3.92    -3.99    -3.99    -1.90    -1.90     0.00    12.07    12.07  1100.48  1100.48
    16.00    18.00   -31.93  -192.04    -4.88    -3.99    -3.48    -1.90    -1.96    -0.07    12.07    13.60  1100.48  1152.12
    16.00    20.00   -53.01  -192.17    -5.78    -3.99    -2.98    -1.90    -2.01    -0.14    12.07    15.13  1100.48  1203.18
    16.00    22.00   -67.96  -192.26    -6.64    -3.99    -2.47    -1.90    -2.06    -0.20    12.07    16.67  1100.48  1253.64
    16.00    24.00   -79.08  -192.33    -7.48    -3.99    -1.97    -1.90    -2.12    -0.27    12.07    18.22  1100.48  1303.48
    16.00    26.00   -87.68  -192.38    -8.31    -3.99    -1.46    -1.90    -2.17    -0.34    12.07    19.77  1100.48  1352.66
    16.00    28.00   -94.51  -192.42    -9.13    -3.99    -0.96    -1.90    -2.23    -0.41    12.07    21.33  1100.48  1401.15
    16.00    30.00  -100.06  -192.45    -9.95    -3.99    -0.46    -1.90    -2.28    -0.48    12.07    22.89  1100.48  1448.91
    16.00    32.00  -104.65  -192.48   -10.77    -3.99     0.05    -1.90    -2.34    -0.55    12.07    24.46  1100.48  1495.91
    16.00    34.00  -108.51  -192.51   -11.58    -3.99     0.55    -1.90    -2.40    -0.62    12.07    26.04  1100.48  1542.09
    16.00    36.00  -111.79  -192.53   -12.39    -3.99     1.05    -1.90    -2.46    -0.69    12.07    27.62  1100.48  1587.40
    16.00    38.00  -114.60  -192.54   -13.21    -3.99     1.54    -1.90    -2.52    -0.76    12.07    29.22  1100.48  1631.79
    16.00    40.00  -117.04  -192.56   -14.03    -3.99     2.03    -1.90    -2.58    -0.83    12.07    30.82  1100.48  1675.19
    16.00    42.00  -119.18  -192.57   -14.85    -3.99     2.52    -1.90    -2.64    -0.90    12.07    32.43  1100.48  1717.52
    16.00    44.00  -121.05  -192.58   -15.68    -3.99     3.01    -1.90    -2.70    -0.97    12.07    34.05  1100.48  1758.73
    16.00    46.00  -122.71  -192.59   -16.51    -3.99     3.49    -1.90    -2.76    -1.05    12.07    35.68  1100.48  1798.70
    16.00    48.00  -124.18  -192.60   -17.34    -3.99     3.96    -1.90    -2.83    -1.12    12.07    37.33  1100.48  1837.35
    16.00    50.00  -125.50  -192.61   -18.18    -3.99     4.43    -1.90    -2.89    -1.19    12.07    38.99  1100.48  1874.57
    16.00    52.00  -126.68  -192.62   -19.03    -3.99     4.89    -1.90    -2.96    -1.27    12.07    40.66  1100.48  1910.23
    16.00     0.00  -310.06  -193.73     0.24    -3.99    -8.00    -1.90    -1.50     0.53    12.07     0.00  1100.48   668.47
    16.00    -2.00  -280.46  -193.55     1.16    -3.99    -8.50    -1.90    -1.45     0.60    12.07    -1.49  1100.48   612.24
    16.00    -4.00  -260.65  -193.43     2.02    -3.99    -8.99    -1.90    -1.40     0.67    12.07    -2.97  1100.48   555.52
    16.00    -6.00  -246.46  -193.34     2.85    -3.99    -9.49    -1.90    -1.36     0.73    12.07    -4.45  1100.48   498.30
    16.00    -8.00  -235.82  -193.28     3.65    -3.99    -9.98    -1.90    -1.31     0.80    12.07    -5.93  1100.48   440.59
    16.00   -10.00  -227.56  -193.23     4.43    -3.99   -10.47    -1.90    -1.26     0.86    12.07    -7.40  1100.48   382.37
    16.00   -12.00  -220.96  -193.19     5.21    -3.99   -10.96    -1.90    -1.22     0.93    12.07    -8.87  1100.48   323.64
    16.00   -14.00  -215.57  -193.15     5.97    -3.99   -11.45    -1.90    -1.17     0.99    12.07   -10.33  1100.48   264.38
    16.00   -16.00  -211.10  -193.13     6.73    -3.99   -11.94    -1.90    -1.13     1.05    12.07   -11.79  1100.48   204.57
    16.00   -18.00  -207.34  -193.10     7.47    -3.99   -12.43    -1.90    -1.09     1.12    12.07   -13.24  1100.48   144.20
    16.00   -20.00  -204.12  -193.08     8.22    -3.99   -12.92    -1.90    -1.04     1.18    12.07   -14.69  1100.48    83.25
    16.00   -22.00  -201.36  -193.07     8.95    -3.99   -13.41    -1.90    -1.00     1.25    12.07   -16.13  1100.48    21.70
    16.00   -24.00  -200.47  -193.06     9.21    -3.99   -13.58    -1.90    -0.98     1.27    12.07   -16.63  1100.48     0.00
    18.00     0.00  -464.51  -196.59    -3.40    -3.48    -8.00    -1.96    -1.50     0.60    13.60     0.00  1152.12   668.47
    18.00     2.00  -611.66  -197.94    -5.49    -3.48    -7.50    -1.96    -1.55     0.54    13.60     1.49  1152.12   724.22
    18.00     4.00 -1033.76  -201.81   -10.11    -3.48    -7.00    -1.96    -1.60     0.47    13.60     2.99  1152.12   779.48
    18.00     6.00 ********  -313.98  -123.03    -3.48    -6.50    -1.96    -1.65     0.40    13.60     4.49  1152.12   834.24
    18.00     8.00   850.55  -184.54     5.66    -3.48    -6.00    -1.96    -1.70     0.34    13.60     6.00  1152.12   888.52
    18.00    10.00   327.31  -189.33     0.11    -3.48    -5.50    -1.96    -1.75     0.27    13.60     7.51  1152.12   942.29
    18.00    12.00   161.51  -190.85    -2.17    -3.48    -5.00    -1.96    -1.80     0.20    13.60     9.02  1152.12   995.55
    18.00    14.00    80.19  -191.60    -3.68    -3.48    -4.49    -1.96    -1.85     0.14    13.60    10.54  1152.12  1048.28
    18.00    16.00    31.93  -192.04    -4.88    -3.48    -3.99    -1.96    -1.90     0.07    13.60    12.07  1152.12  1100.48
    18.00    18.00     0.00  -192.33    -5.94    -3.48    -3.48    -1.96    -1.96     0.00    13.60    13.60  1152.12  1152.12
    18.00    20.00   -22.67  -192.54    -6.92    -3.48    -2.98    -1.96    -2.01    -0.07    13.60    15.13  1152.12  1203.18
    18.00    22.00   -39.59  -192.70    -7.84    -3.48    -2.47    -1.96    -2.06    -0.14    13.60    16.67  1152.12  1253.64
    18.00    24.00   -52.68  -192.82    -8.74    -3.48    -1.97    -1.96    -2.12    -0.20    13.60    18.22  1152.12  1303.48
    18.00    26.00   -63.10  -192.91    -9.61    -3.48    -1.46    -1.96    -2.17    -0.27    13.60    19.77  1152.12  1352.66
    18.00    28.00   -71.59  -192.99   -10.47    -3.48    -0.96    -1.96    -2.23    -0.34    13.60    21.33  1152.12  1401.15
    18.00    30.00   -78.63  -193.06   -11.32    -3.48    -0.46    -1.96    -2.28    -0.41    13.60    22.89  1152.12  1448.91
    18.00    32.00   -84.56  -193.11   -12.16    -3.48     0.05    -1.96    -2.34    -0.48    13.60    24.46  1152.12  1495.91
    18.00    34.00   -89.62  -193.16   -13.00    -3.48     0.55    -1.96    -2.40    -0.55    13.60    26.04  1152.12  1542.09
    18.00    36.00   -93.98  -193.20   -13.83    -3.48     1.05    -1.96    -2.46    -0.62    13.60    27.62  1152.12  1587.40
    18.00    38.00   -97.77  -193.23   -14.66    -3.48     1.54    -1.96    -2.52    -0.69    13.60    29.22  1152.12  1631.79
    18.00    40.00  -101.09  -193.26   -15.50    -3.48     2.03    -1.96    -2.58    -0.76    13.60    30.82  1152.12  1675.19
    18.00    42.00  -104.03  -193.29   -16.33    -3.48     2.52    -1.96    -2.64    -0.83    13.60    32.43  1152.12  1717.52
    18.00    44.00  -106.64  -193.31   -17.17    -3.48     3.01    -1.96    -2.70    -0.91    13.60    34.05  1152.12  1758.73
    18.00    46.00  -108.97  -193.33   -18.01    -3.48     3.49    -1.96    -2.76    -0.98    13.60    35.68  1152.12  1798.70
    18.00    48.00  -111.07  -193.35   -18.86    -3.48     3.96    -1.96    -2.83    -1.05    13.60    37.33  1152.12  1837.35
    18.00    50.00  -112.95  -193.37   -19.71    -3.48     4.43    -1.96    -2.89    -1.13    13.60    38.99  1152.12  1874.57
    18.00    52.00  -114.66  -193.39   -20.56    -3.48     4.89    -1.96    -2.96    -1.20    13.60    40.66  1152.12  1910.23
    18.00     0.00  -464.51  -196.59    -3.40    -3.48    -8.00    -1.96    -1.50     0.60    13.60     0.00  1152.12   668.47
    18.00    -2.00  -389.71  -195.91    -1.97    -3.48    -8.50    -1.96    -1.45     0.67    13.60    -1.49  1152.12   612.24
    18.00    -4.00  -344.46  -195.49    -0.81    -3.48    -8.99    -1.96    -1.40     0.73    13.60    -2.97  1152.12   555.52
    18.00    -6.00  -314.17  -195.22     0.21    -3.48    -9.49    -1.96    -1.36     0.80    13.60    -4.45  1152.12   498.30
    18.00    -8.00  -292.48  -195.02     1.14    -3.48    -9.98    -1.96    -1.31     0.86    13.60    -5.93  1152.12   440.59
    18.00   -10.00  -276.20  -194.87     2.03    -3.48   -10.47    -1.96    -1.26     0.93    13.60    -7.40  1152.12   382.37
    18.00   -12.00  -263.54  -194.75     2.88    -3.48   -10.96    -1.96    -1.22     0.99    13.60    -8.87  1152.12   323.64
    18.00   -14.00  -253.43  -194.66     3.70    -3.48   -11.45    -1.96    -1.17     1.06    13.60   -10.33  1152.12   264.38
    18.00   -16.00  -245.16  -194.58     4.50    -3.48   -11.94    -1.96    -1.13     1.12    13.60   -11.79  1152.12   204.57
    18.00   -18.00  -238.29  -194.52     5.29    -3.48   -12.43    -1.96    -1.09     1.19    13.60   -13.24  1152.12   144.20
    18.00   -20.00  -232.49  -194.47     6.07    -3.48   -12.92    -1.96    -1.04     1.25    13.60   -14.69  1152.12    83.25
    18.00   -22.00  -227.54  -194.42     6.83    -3.48   -13.41    -1.96    -1.00     1.31    13.60   -16.13  1152.12    21.70
    18.00   -24.00  -225.97  -194.41     7.10    -3.48   -13.58    -1.96    -0.98     1.34    13.60   -16.63  1152.12     0.00
    20.00     0.00  -773.16  -202.32    -9.90    -2.98    -8.00    -2.01    -1.50     0.67    15.13     0.00  1203.18   668.47
    20.00     2.00 -1355.22  -209.48   -17.80    -2.98    -7.50    -2.01    -1.55     0.60    15.13     1.49  1203.18   724.22
    20.00     4.00 ********  -484.75  -293.81    -2.98    -7.00    -2.01    -1.60     0.54    15.13     2.99  1203.18   779.48
    20.00     6.00  1170.83  -178.43    11.75    -2.98    -6.50    -2.01    -1.65     0.47    15.13     4.49  1203.18   834.24
    20.00     8.00   487.59  -186.83     2.60    -2.98    -6.00    -2.01    -1.70     0.40    15.13     6.00  1203.18   888.52
    20.00    10.00   268.19  -189.53    -0.85    -2.98    -5.50    -2.01    -1.75     0.34    15.13     7.51  1203.18   942.29
    20.00    12.00   160.04  -190.85    -2.94    -2.98    -5.00    -2.01    -1.80     0.27    15.13     9.02  1203.18   995.55
    20.00    14.00    95.68  -191.65    -4.49    -2.98    -4.49    -2.01    -1.85     0.20    15.13    10.54  1203.18  1048.28
    20.00    16.00    53.01  -192.17    -5.78    -2.98    -3.99    -2.01    -1.90     0.14    15.13    12.07  1203.18  1100.48
    20.00    18.00    22.67  -192.54    -6.92    -2.98    -3.48    -2.01    -1.96     0.07    15.13    13.60  1203.18  1152.12
    20.00    20.00     0.00  -192.82    -7.96    -2.98    -2.98    -2.01    -2.01     0.00    15.13    15.13  1203.18  1203.18
    20.00    22.00   -17.57  -193.04    -8.95    -2.98    -2.47    -2.01    -2.06    -0.07    15.13    16.67  1203.18  1253.64
    20.00    24.00   -31.58  -193.21    -9.90    -2.98    -1.97    -2.01    -2.12    -0.14    15.13    18.22  1203.18  1303.48
    20.00    26.00   -43.00  -193.35   -10.82    -2.98    -1.46    -2.01    -2.17    -0.21    15.13    19.77  1203.18  1352.66
    20.00    28.00   -52.49  -193.47   -11.71    -2.98    -0.96    -2.01    -2.23    -0.27    15.13    21.33  1203.18  1401.15
    20.00    30.00   -60.49  -193.56   -12.59    -2.98    -0.46    -2.01    -2.28    -0.34    15.13    22.89  1203.18  1448.91
    20.00    32.00   -67.32  -193.65   -13.47    -2.98     0.05    -2.01    -2.34    -0.41    15.13    24.46  1203.18  1495.91
    20.00    34.00   -73.22  -193.72   -14.33    -2.98     0.55    -2.01    -2.40    -0.48    15.13    26.04  1203.18  1542.09
    20.00    36.00   -78.36  -193.78   -15.19    -2.98     1.05    -2.01    -2.46    -0.55    15.13    27.62  1203.18  1587.40
    20.00    38.00   -82.88  -193.84   -16.04    -2.98     1.54    -2.01    -2.52    -0.62    15.13    29.22  1203.18  1631.79
