
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE04 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
    16.00    -4.00    -4.01    -4.18    -2.23    23.59    -0.14    -3.95    -0.23    -0.17    -0.06    72.39    86.33    44.05    43.79
    16.00    -6.00    -6.05    -6.26    -2.38    23.60    -0.55    -5.75    -0.51    -0.21    -0.29    42.21    88.37    29.28    28.97
    16.00    -8.00    -8.08    -8.36    -2.52    23.61    -1.12    -7.48    -0.88    -0.28    -0.60    31.70    90.43    21.96    21.60
    16.00   -10.00   -10.11   -10.48    -2.65    23.62    -1.85    -9.14    -1.34    -0.36    -0.98    27.01    92.49    17.59    17.17
    16.00   -12.00   -12.15   -12.62    -2.78    23.63    -2.75   -10.73    -1.89    -0.47    -1.42    24.67    94.57    14.68    14.20
    16.00   -14.00   -14.20   -14.79    -2.90    23.64    -3.81   -12.27    -2.51    -0.59    -1.92    23.46    96.66    12.61    12.08
    16.00   -16.00   -16.25   -16.99    -3.01    23.65    -5.03   -13.77    -3.22    -0.74    -2.48    22.87    98.77    11.05    10.47
    16.00   -18.00   -18.32   -19.22    -3.12    23.66    -6.43   -15.22    -4.00    -0.91    -3.09    22.67   100.90     9.85     9.20
    16.00   -20.00   -20.40   -21.50    -3.22    23.67    -7.99   -16.65    -4.85    -1.10    -3.75    22.72   103.06     8.88     8.18
    16.00   -22.00   -22.50   -23.83    -3.31    23.68    -9.72   -18.05    -5.78    -1.33    -4.45    22.96   105.25     8.09     7.34
    18.00     0.00     0.06    -0.06    -1.96    23.57     0.16    -0.06     0.00    -0.12     0.12     0.00    82.24 ******** ********
    18.00     2.00     2.11     1.98    -1.78    23.56     0.08     2.05     0.06     0.13    -0.06   204.53    80.20    88.98    88.79
    18.00     4.00     4.17     4.02    -1.60    23.55    -0.16     3.94     0.23     0.15     0.08    65.46    78.16    43.97    43.72
    18.00     6.00     6.25     6.05    -1.41    23.54    -0.57     5.74     0.51     0.20     0.31    38.99    76.12    29.25    28.94
    18.00     8.00     8.35     8.09    -1.21    23.53    -1.14     7.47     0.88     0.26     0.61    29.83    74.06    21.95    21.58
    18.00    10.00    10.46    10.12    -1.00    23.52    -1.88     9.13     1.34     0.34     0.99    25.78    72.00    17.58    17.16
    18.00    12.00    12.60    12.16    -0.79    23.52    -2.78    10.72     1.88     0.45     1.43    23.79    69.92    14.67    14.20
    18.00    14.00    14.77    14.20    -0.56    23.51    -3.85    12.26     2.51     0.57     1.94    22.79    67.83    12.60    12.07
    18.00    16.00    16.97    16.25    -0.33    23.50    -5.08    13.76     3.21     0.72     2.50    22.35    65.71    11.05    10.47
    18.00    18.00    19.21    18.32    -0.09    23.49    -6.48    15.21     3.99     0.89     3.11    22.25    63.57     9.85     9.20
    18.00    20.00    21.49    20.40     0.17    23.48    -8.05    16.64     4.85     1.08     3.76    22.37    61.40     8.88     8.18
    18.00    22.00    23.81    22.50     0.43    23.47    -9.79    18.04     5.77     1.31     4.46    22.66    59.19     8.09     7.34
    18.00     0.00     0.06    -0.06    -1.96    23.57     0.16    -0.06     0.00    -0.12     0.12     0.00    82.24 ******** ********
    18.00    -2.00    -1.98    -2.11    -2.12    23.58     0.08    -2.05    -0.06    -0.13     0.06   204.53    84.28    88.98    88.79
    18.00    -4.00    -4.02    -4.17    -2.28    23.59    -0.16    -3.94    -0.23    -0.15    -0.08    65.46    86.32    43.97    43.72
    18.00    -6.00    -6.05    -6.25    -2.43    23.60    -0.57    -5.74    -0.51    -0.20    -0.31    38.99    88.36    29.25    28.94
    18.00    -8.00    -8.09    -8.35    -2.57    23.61    -1.14    -7.47    -0.88    -0.26    -0.61    29.83    90.42    21.95    21.58
    18.00   -10.00   -10.12   -10.46    -2.71    23.62    -1.88    -9.13    -1.34    -0.34    -0.99    25.78    92.48    17.58    17.16
    18.00   -12.00   -12.16   -12.60    -2.84    23.63    -2.78   -10.72    -1.88    -0.45    -1.43    23.79    94.55    14.67    14.20
    18.00   -14.00   -14.20   -14.77    -2.96    23.64    -3.85   -12.26    -2.51    -0.57    -1.94    22.79    96.65    12.60    12.07
    18.00   -16.00   -16.25   -16.97    -3.07    23.65    -5.08   -13.76    -3.21    -0.72    -2.50    22.35    98.76    11.05    10.47
    18.00   -18.00   -18.32   -19.21    -3.18    23.66    -6.48   -15.21    -3.99    -0.89    -3.11    22.25   100.89     9.85     9.20
    18.00   -20.00   -20.40   -21.49    -3.28    23.67    -8.05   -16.64    -4.85    -1.08    -3.76    22.37   103.05     8.88     8.18
    18.00   -22.00   -22.50   -23.81    -3.37    23.69    -9.79   -18.04    -5.77    -1.31    -4.46    22.66   105.24     8.09     7.34
    20.00     0.00     0.05    -0.05    -2.01    23.57     0.13    -0.05     0.00    -0.10     0.10     0.00    82.23 ******** ********
    20.00     2.00     2.10     1.99    -1.83    23.56     0.05     2.04     0.06     0.11    -0.05   178.50    80.20    88.64    88.45
    20.00     4.00     4.16     4.03    -1.65    23.55    -0.19     3.93     0.23     0.14     0.10    58.45    78.16    43.90    43.64
    20.00     6.00     6.24     6.06    -1.46    23.54    -0.60     5.74     0.50     0.18     0.32    35.75    76.11    29.22    28.91
    20.00     8.00     8.33     8.09    -1.26    23.54    -1.18     7.46     0.87     0.24     0.63    27.95    74.06    21.93    21.57
    20.00    10.00    10.45    10.12    -1.05    23.53    -1.92     9.12     1.33     0.33     1.01    24.54    72.00    17.57    17.15
    20.00    12.00    12.59    12.16    -0.83    23.52    -2.82    10.71     1.88     0.43     1.45    22.90    69.92    14.67    14.20
    20.00    14.00    14.76    14.20    -0.61    23.51    -3.90    12.25     2.50     0.55     1.95    22.13    67.82    12.60    12.07
    20.00    16.00    16.96    16.26    -0.37    23.50    -5.13    13.75     3.21     0.70     2.51    21.83    65.71    11.05    10.46
    20.00    18.00    19.19    18.32    -0.13    23.49    -6.54    15.20     3.99     0.87     3.12    21.82    63.57     9.85     9.20
    20.00    20.00    21.47    20.40     0.13    23.48    -8.12    16.63     4.84     1.07     3.77    22.02    61.40     8.88     8.18
    20.00    22.00    23.79    22.50     0.40    23.47    -9.87    18.03     5.76     1.29     4.48    22.36    59.19     8.09     7.34
    20.00     0.00     0.05    -0.05    -2.01    23.57     0.13    -0.05     0.00    -0.10     0.10     0.00    82.23 ******** ********
    20.00    -2.00    -1.99    -2.10    -2.18    23.58     0.05    -2.04    -0.06    -0.11     0.05   178.50    84.27    88.64    88.45
    20.00    -4.00    -4.03    -4.16    -2.34    23.59    -0.19    -3.93    -0.23    -0.14    -0.10    58.45    86.31    43.90    43.64
    20.00    -6.00    -6.06    -6.24    -2.49    23.60    -0.60    -5.74    -0.50    -0.18    -0.32    35.75    88.35    29.22    28.91
    20.00    -8.00    -8.09    -8.33    -2.63    23.61    -1.18    -7.46    -0.87    -0.24    -0.63    27.95    90.41    21.93    21.57
    20.00   -10.00   -10.12   -10.45    -2.77    23.62    -1.92    -9.12    -1.33    -0.33    -1.01    24.54    92.47    17.57    17.15
    20.00   -12.00   -12.16   -12.59    -2.90    23.63    -2.82   -10.71    -1.88    -0.43    -1.45    22.90    94.54    14.67    14.20
    20.00   -14.00   -14.20   -14.76    -3.02    23.64    -3.90   -12.25    -2.50    -0.55    -1.95    22.13    96.63    12.60    12.07
    20.00   -16.00   -16.26   -16.96    -3.13    23.65    -5.13   -13.75    -3.21    -0.70    -2.51    21.83    98.74    11.05    10.46
    20.00   -18.00   -18.32   -19.19    -3.24    23.67    -6.54   -15.20    -3.99    -0.87    -3.12    21.82   100.88     9.85     9.20
    20.00   -20.00   -20.40   -21.47    -3.34    23.68    -8.12   -16.63    -4.84    -1.07    -3.77    22.02   103.03     8.88     8.18
    20.00   -22.00   -22.50   -23.79    -3.43    23.69    -9.87   -18.03    -5.76    -1.29    -4.48    22.36   105.22     8.09     7.34
    22.00     0.00     0.04    -0.04    -2.06    23.57     0.09    -0.04     0.00    -0.08     0.08     0.00    82.22 ******** ********
    22.00     2.00     2.09     2.00    -1.89    23.57     0.01     2.03     0.06     0.09    -0.03   152.01    80.19    88.31    88.11
    22.00     4.00     4.15     4.03    -1.70    23.56    -0.23     3.92     0.23     0.12     0.11    51.38    78.15    43.82    43.57
    22.00     6.00     6.23     6.07    -1.51    23.55    -0.65     5.73     0.50     0.16     0.34    32.49    76.11    29.19    28.89
    22.00     8.00     8.32     8.10    -1.31    23.54    -1.22     7.45     0.87     0.23     0.64    26.06    74.05    21.92    21.55
    22.00    10.00    10.44    10.13    -1.10    23.53    -1.97     9.11     1.33     0.31     1.02    23.30    71.99    17.56    17.14
    22.00    12.00    12.58    12.16    -0.88    23.52    -2.88    10.70     1.87     0.41     1.46    22.02    69.91    14.67    14.19
    22.00    14.00    14.74    14.21    -0.65    23.51    -3.95    12.24     2.50     0.54     1.96    21.46    67.82    12.60    12.07
    22.00    16.00    16.94    16.26    -0.41    23.50    -5.20    13.74     3.20     0.68     2.52    21.30    65.71    11.05    10.46
    22.00    18.00    19.17    18.32    -0.17    23.49    -6.62    15.19     3.98     0.85     3.13    21.40    63.57     9.84     9.20
    22.00    20.00    21.45    20.40     0.09    23.48    -8.20    16.62     4.83     1.05     3.79    21.66    61.40     8.88     8.18
    22.00    22.00    23.77    22.50     0.36    23.47    -9.96    18.02     5.76     1.27     4.49    22.06    59.19     8.09     7.34
    22.00     0.00     0.04    -0.04    -2.06    23.57     0.09    -0.04     0.00    -0.08     0.08     0.00    82.22 ******** ********
    22.00    -2.00    -2.00    -2.09    -2.23    23.58     0.01    -2.03    -0.06    -0.09     0.03   152.01    84.26    88.31    88.11
    22.00    -4.00    -4.03    -4.15    -2.39    23.59    -0.23    -3.92    -0.23    -0.12    -0.11    51.38    86.30    43.82    43.57
    22.00    -6.00    -6.07    -6.23    -2.54    23.60    -0.65    -5.73    -0.50    -0.16    -0.34    32.49    88.34    29.19    28.89
    22.00    -8.00    -8.10    -8.32    -2.69    23.61    -1.22    -7.45    -0.87    -0.23    -0.64    26.06    90.39    21.92    21.55
    22.00   -10.00   -10.13   -10.44    -2.83    23.62    -1.97    -9.11    -1.33    -0.31    -1.02    23.30    92.46    17.56    17.14
    22.00   -12.00   -12.16   -12.58    -2.96    23.63    -2.88   -10.70    -1.87    -0.41    -1.46    22.02    94.53    14.67    14.19
    22.00   -14.00   -14.21   -14.74    -3.08    23.65    -3.95   -12.24    -2.50    -0.54    -1.96    21.46    96.62    12.60    12.07
    22.00   -16.00   -16.26   -16.94    -3.20    23.66    -5.20   -13.74    -3.20    -0.68    -2.52    21.30    98.73    11.05    10.46
    22.00   -18.00   -18.32   -19.17    -3.30    23.67    -6.62   -15.19    -3.98    -0.85    -3.13    21.40   100.86     9.84     9.20
    22.00   -20.00   -20.40   -21.45    -3.40    23.68    -8.20   -16.62    -4.83    -1.05    -3.79    21.66   103.02     8.88     8.18
    22.00   -22.00   -22.50   -23.77    -3.49    23.69    -9.96   -18.02    -5.76    -1.27    -4.49    22.06   105.20     8.09     7.34
    24.00     0.00     0.03    -0.03    -2.12    23.58     0.05    -0.03     0.00    -0.07     0.07     0.00    82.22 ******** ********
    24.00     2.00     2.08     2.01    -1.94    23.57    -0.04     2.02     0.06     0.07    -0.01   125.06    80.18    87.97    87.77
    24.00     4.00     4.14     4.04    -1.75    23.56    -0.28     3.91     0.23     0.10     0.13    44.24    78.14    43.75    43.49
    24.00     6.00     6.22     6.07    -1.56    23.55    -0.70     5.72     0.50     0.15     0.35    29.21    76.10    29.17    28.86
    24.00     8.00     8.31     8.10    -1.36    23.54    -1.28     7.44     0.87     0.21     0.66    24.16    74.05    21.90    21.54
    24.00    10.00    10.42    10.13    -1.15    23.53    -2.03     9.10     1.33     0.29     1.03    22.05    71.99    17.56    17.14
    24.00    12.00    12.56    12.17    -0.93    23.52    -2.94    10.69     1.87     0.40     1.48    21.13    69.91    14.66    14.19
    24.00    14.00    14.73    14.21    -0.70    23.51    -4.02    12.23     2.50     0.52     1.98    20.79    67.82    12.60    12.07
    24.00    16.00    16.92    16.26    -0.46    23.50    -5.28    13.73     3.20     0.66     2.53    20.77    65.70    11.05    10.46
    24.00    18.00    19.16    18.32    -0.21    23.49    -6.70    15.18     3.97     0.83     3.14    20.97    63.56     9.84     9.20
    24.00    20.00    21.43    20.40     0.05    23.48    -8.29    16.61     4.83     1.03     3.80    21.31    61.40     8.88     8.18
    24.00    22.00    23.75    22.50     0.32    23.47   -10.06    18.01     5.75     1.25     4.50    21.76    59.19     8.09     7.34
    24.00     0.00     0.03    -0.03    -2.12    23.58     0.05    -0.03     0.00    -0.07     0.07     0.00    82.22 ******** ********
    24.00    -2.00    -2.01    -2.08    -2.29    23.59    -0.04    -2.02    -0.06    -0.07     0.01   125.06    84.25    87.97    87.77
    24.00    -4.00    -4.04    -4.14    -2.45    23.60    -0.28    -3.91    -0.23    -0.10    -0.13    44.24    86.29    43.75    43.49
    24.00    -6.00    -6.07    -6.22    -2.60    23.61    -0.70    -5.72    -0.50    -0.15    -0.35    29.21    88.33    29.17    28.86
    24.00    -8.00    -8.10    -8.31    -2.75    23.62    -1.28    -7.44    -0.87    -0.21    -0.66    24.16    90.38    21.90    21.54
    24.00   -10.00   -10.13   -10.42    -2.89    23.63    -2.03    -9.10    -1.33    -0.29    -1.03    22.05    92.44    17.56    17.14
    24.00   -12.00   -12.17   -12.56    -3.02    23.64    -2.94   -10.69    -1.87    -0.40    -1.48    21.13    94.52    14.66    14.19
    24.00   -14.00   -14.21   -14.73    -3.14    23.65    -4.02   -12.23    -2.50    -0.52    -1.98    20.79    96.61    12.60    12.07
    24.00   -16.00   -16.26   -16.92    -3.26    23.66    -5.28   -13.73    -3.20    -0.66    -2.53    20.77    98.72    11.05    10.46
    24.00   -18.00   -18.32   -19.16    -3.37    23.67    -6.70   -15.18    -3.97    -0.83    -3.14    20.97   100.85     9.84     9.20
    24.00   -20.00   -20.40   -21.43    -3.47    23.68    -8.29   -16.61    -4.83    -1.03    -3.80    21.31   103.00     8.88     8.18
    24.00   -22.00   -22.50   -23.75    -3.56    23.70   -10.06   -18.01    -5.75    -1.25    -4.50    21.76   105.19     8.09     7.34
    26.00     0.00     0.02    -0.02    -2.17    23.58    -0.01    -0.02     0.00    -0.05     0.05     0.00    82.21 ******** ********
    26.00     2.00     2.07     2.02    -1.99    23.57    -0.09     2.01     0.06     0.06     0.00    97.64    80.17    87.64    87.44
    26.00     4.00     4.13     4.05    -1.81    23.56    -0.34     3.90     0.23     0.08     0.14    37.04    78.14    43.68    43.42
    26.00     6.00     6.21     6.08    -1.61    23.55    -0.76     5.71     0.50     0.13     0.37    25.91    76.09    29.14    28.83
    26.00     8.00     8.30     8.11    -1.41    23.54    -1.34     7.43     0.87     0.19     0.67    22.25    74.04    21.89    21.53
    26.00    10.00    10.41    10.14    -1.19    23.53    -2.10     9.09     1.32     0.28     1.05    20.79    71.98    17.55    17.13
    26.00    12.00    12.55    12.17    -0.97    23.52    -3.01    10.68     1.87     0.38     1.49    20.23    69.91    14.66    14.18
    26.00    14.00    14.71    14.21    -0.74    23.51    -4.10    12.22     2.49     0.50     1.99    20.11    67.82    12.59    12.06
    26.00    16.00    16.91    16.26    -0.50    23.50    -5.36    13.72     3.19     0.65     2.55    20.25    65.70    11.05    10.46
    26.00    18.00    19.14    18.32    -0.25    23.49    -6.79    15.17     3.97     0.82     3.15    20.54    63.56     9.84     9.20
    26.00    20.00    21.41    20.40     0.01    23.48    -8.40    16.60     4.82     1.01     3.81    20.95    61.40     8.88     8.18
    26.00    22.00    23.73    22.50     0.28    23.47   -10.17    17.99     5.74     1.23     4.51    21.46    59.20     8.10     7.34
    26.00     0.00     0.02    -0.02    -2.17    23.58    -0.01    -0.02     0.00    -0.05     0.05     0.00    82.21 ******** ********
    26.00    -2.00    -2.02    -2.07    -2.34    23.59    -0.09    -2.01    -0.06    -0.06     0.00    97.64    84.24    87.64    87.44
    26.00    -4.00    -4.05    -4.13    -2.51    23.60    -0.34    -3.90    -0.23    -0.08    -0.14    37.04    86.28    43.68    43.42
    26.00    -6.00    -6.08    -6.21    -2.66    23.61    -0.76    -5.71    -0.50    -0.13    -0.37    25.91    88.32    29.14    28.83
    26.00    -8.00    -8.11    -8.30    -2.81    23.62    -1.34    -7.43    -0.87    -0.19    -0.67    22.25    90.37    21.89    21.53
    26.00   -10.00   -10.14   -10.41    -2.95    23.63    -2.10    -9.09    -1.32    -0.28    -1.05    20.79    92.43    17.55    17.13
    26.00   -12.00   -12.17   -12.55    -3.08    23.64    -3.01   -10.68    -1.87    -0.38    -1.49    20.23    94.51    14.66    14.18
    26.00   -14.00   -14.21   -14.71    -3.20    23.65    -4.10   -12.22    -2.49    -0.50    -1.99    20.11    96.59    12.59    12.06
    26.00   -16.00   -16.26   -16.91    -3.32    23.66    -5.36   -13.72    -3.19    -0.65    -2.55    20.25    98.70    11.05    10.46
    26.00   -18.00   -18.32   -19.14    -3.43    23.67    -6.79   -15.17    -3.97    -0.82    -3.15    20.54   100.83     9.84     9.20
    26.00   -20.00   -20.40   -21.41    -3.53    23.69    -8.40   -16.60    -4.82    -1.01    -3.81    20.95   102.99     8.88     8.18
    26.00   -22.00   -22.50   -23.73    -3.62    23.70   -10.17   -17.99    -5.74    -1.23    -4.51    21.46   105.17     8.10     7.34
    28.00     0.00     0.02    -0.02    -2.23    23.58    -0.08    -0.02     0.00    -0.03     0.03     0.00    82.20 ******** ********
    28.00     2.00     2.06     2.02    -2.05    23.57    -0.16     2.00     0.06     0.04     0.02    69.77    80.17    87.31    87.12
    28.00     4.00     4.12     4.05    -1.86    23.56    -0.41     3.90     0.23     0.07     0.16    29.78    78.13    43.60    43.35
    28.00     6.00     6.20     6.08    -1.66    23.55    -0.83     5.70     0.50     0.11     0.39    22.59    76.09    29.11    28.80
    28.00     8.00     8.29     8.11    -1.46    23.54    -1.42     7.42     0.86     0.18     0.69    20.33    74.04    21.88    21.51
    28.00    10.00    10.40    10.14    -1.24    23.53    -2.17     9.08     1.32     0.26     1.06    19.53    71.98    17.54    17.12
    28.00    12.00    12.53    12.17    -1.02    23.52    -3.10    10.67     1.86     0.36     1.50    19.34    69.90    14.65    14.18
    28.00    14.00    14.70    14.21    -0.79    23.51    -4.19    12.21     2.49     0.48     2.00    19.44    67.81    12.59    12.06
    28.00    16.00    16.89    16.26    -0.55    23.50    -5.46    13.71     3.19     0.63     2.56    19.71    65.70    11.05    10.46
    28.00    18.00    19.12    18.33    -0.29    23.49    -6.90    15.16     3.96     0.80     3.17    20.11    63.56     9.84     9.20
    28.00    20.00    21.39    20.40    -0.03    23.48    -8.51    16.58     4.81     0.99     3.82    20.60    61.40     8.88     8.18
    28.00    22.00    23.71    22.50     0.25    23.47   -10.29    17.98     5.73     1.21     4.52    21.16    59.20     8.10     7.34
    28.00     0.00     0.02    -0.02    -2.23    23.58    -0.08    -0.02     0.00    -0.03     0.03     0.00    82.20 ******** ********
    28.00    -2.00    -2.02    -2.06    -2.40    23.59    -0.16    -2.00    -0.06    -0.04    -0.02    69.77    84.23    87.31    87.12
    28.00    -4.00    -4.05    -4.12    -2.56    23.60    -0.41    -3.90    -0.23    -0.07    -0.16    29.78    86.27    43.60    43.35
    28.00    -6.00    -6.08    -6.20    -2.72    23.61    -0.83    -5.70    -0.50    -0.11    -0.39    22.59    88.31    29.11    28.80
    28.00    -8.00    -8.11    -8.29    -2.87    23.62    -1.42    -7.42    -0.86    -0.18    -0.69    20.33    90.36    21.88    21.51
    28.00   -10.00   -10.14   -10.40    -3.01    23.63    -2.17    -9.08    -1.32    -0.26    -1.06    19.53    92.42    17.54    17.12
    28.00   -12.00   -12.17   -12.53    -3.14    23.64    -3.10   -10.67    -1.86    -0.36    -1.50    19.34    94.49    14.65    14.18
    28.00   -14.00   -14.21   -14.70    -3.27    23.65    -4.19   -12.21    -2.49    -0.48    -2.00    19.44    96.58    12.59    12.06
    28.00   -16.00   -16.26   -16.89    -3.38    23.67    -5.46   -13.71    -3.19    -0.63    -2.56    19.71    98.69    11.05    10.46
    28.00   -18.00   -18.33   -19.12    -3.49    23.68    -6.90   -15.16    -3.96    -0.80    -3.17    20.11   100.82     9.84     9.20
    28.00   -20.00   -20.40   -21.39    -3.59    23.69    -8.51   -16.58    -4.81    -0.99    -3.82    20.60   102.97     8.88     8.18
    28.00   -22.00   -22.50   -23.71    -3.69    23.70   -10.29   -17.98    -5.73    -1.21    -4.52    21.16   105.15     8.10     7.34
    30.00     0.00     0.01    -0.01    -2.28    23.58    -0.16    -0.01     0.00    -0.02     0.02     0.00    82.19 ******** ********
    30.00     2.00     2.05     2.03    -2.10    23.57    -0.24     2.00     0.06     0.02     0.03    41.44    80.16    86.99    86.79
    30.00     4.00     4.11     4.06    -1.91    23.56    -0.49     3.89     0.23     0.05     0.18    22.46    78.12    43.53    43.28
    30.00     6.00     6.18     6.09    -1.72    23.55    -0.92     5.69     0.50     0.10     0.40    19.25    76.08    29.08    28.77
    30.00     8.00     8.27     8.12    -1.51    23.54    -1.50     7.41     0.86     0.16     0.70    18.40    74.03    21.86    21.50
    30.00    10.00    10.39    10.14    -1.29    23.53    -2.26     9.07     1.32     0.24     1.08    18.27    71.97    17.53    17.11
    30.00    12.00    12.52    12.18    -1.07    23.52    -3.19    10.66     1.86     0.34     1.52    18.44    69.90    14.65    14.17
    30.00    14.00    14.68    14.22    -0.84    23.51    -4.29    12.20     2.48     0.47     2.02    18.76    67.81    12.59    12.06
    30.00    16.00    16.88    16.27    -0.59    23.50    -5.56    13.69     3.18     0.61     2.57    19.18    65.70    11.04    10.46
    30.00    18.00    19.11    18.33    -0.34    23.49    -7.01    15.15     3.96     0.78     3.18    19.68    63.56     9.84     9.20
    30.00    20.00    21.38    20.40    -0.07    23.48    -8.63    16.57     4.80     0.97     3.83    20.24    61.40     8.88     8.18
    30.00    22.00    23.69    22.50     0.21    23.47   -10.43    17.97     5.72     1.19     4.53    20.85    59.20     8.10     7.34
    30.00     0.00     0.01    -0.01    -2.28    23.58    -0.16    -0.01     0.00    -0.02     0.02     0.00    82.19 ******** ********
    30.00    -2.00    -2.03    -2.05    -2.46    23.59    -0.24    -2.00    -0.06    -0.02    -0.03    41.44    84.22    86.99    86.79
    30.00    -4.00    -4.06    -4.11    -2.62    23.60    -0.49    -3.89    -0.23    -0.05    -0.18    22.46    86.26    43.53    43.28
    30.00    -6.00    -6.09    -6.18    -2.78    23.61    -0.92    -5.69    -0.50    -0.10    -0.40    19.25    88.30    29.08    28.77
    30.00    -8.00    -8.12    -8.27    -2.93    23.62    -1.50    -7.41    -0.86    -0.16    -0.70    18.40    90.35    21.86    21.50
    30.00   -10.00   -10.14   -10.39    -3.07    23.63    -2.26    -9.07    -1.32    -0.24    -1.08    18.27    92.41    17.53    17.11
    30.00   -12.00   -12.18   -12.52    -3.20    23.64    -3.19   -10.66    -1.86    -0.34    -1.52    18.44    94.48    14.65    14.17
    30.00   -14.00   -14.22   -14.68    -3.33    23.66    -4.29   -12.20    -2.48    -0.47    -2.02    18.76    96.57    12.59    12.06
    30.00   -16.00   -16.27   -16.88    -3.45    23.67    -5.56   -13.69    -3.18    -0.61    -2.57    19.18    98.67    11.04    10.46
    30.00   -18.00   -18.33   -19.11    -3.56    23.68    -7.01   -15.15    -3.96    -0.78    -3.18    19.68   100.80     9.84     9.20
    30.00   -20.00   -20.40   -21.38    -3.66    23.69    -8.63   -16.57    -4.80    -0.97    -3.83    20.24   102.95     8.88     8.18
    30.00   -22.00   -22.50   -23.69    -3.75    23.71   -10.43   -17.97    -5.72    -1.19    -4.53    20.85   105.13     8.10     7.34
    32.00     0.00     0.00     0.00    -2.34    23.58    -0.25     0.00     0.00     0.00     0.00     0.00    82.18 ******** ********
    32.00     2.00     2.04     2.04    -2.16    23.57    -0.33     1.99     0.06     0.01     0.05    12.68    80.15    86.67    86.47
    32.00     4.00     4.10     4.07    -1.97    23.56    -0.58     3.88     0.22     0.03     0.19    15.09    78.12    43.46    43.21
    32.00     6.00     6.17     6.10    -1.77    23.55    -1.01     5.68     0.49     0.08     0.42    15.89    76.08    29.05    28.74
    32.00     8.00     8.26     8.12    -1.56    23.54    -1.60     7.40     0.86     0.14     0.72    16.47    74.03    21.85    21.49
    32.00    10.00    10.37    10.15    -1.34    23.53    -2.36     9.06     1.31     0.22     1.09    17.01    71.97    17.53    17.11
    32.00    12.00    12.51    12.18    -1.12    23.52    -3.30    10.65     1.85     0.33     1.53    17.54    69.90    14.65    14.17
    32.00    14.00    14.67    14.22    -0.88    23.51    -4.40    12.19     2.48     0.45     2.03    18.08    67.81    12.59    12.06
    32.00    16.00    16.86    16.27    -0.64    23.50    -5.68    13.68     3.17     0.59     2.58    18.65    65.70    11.04    10.46
    32.00    18.00    19.09    18.33    -0.38    23.49    -7.13    15.14     3.95     0.76     3.19    19.25    63.56     9.84     9.20
    32.00    20.00    21.36    20.40    -0.11    23.48    -8.76    16.56     4.80     0.95     3.84    19.88    61.40     8.88     8.18
    32.00    22.00    23.67    22.50     0.17    23.47   -10.57    17.96     5.71     1.17     4.54    20.55    59.20     8.10     7.34
    32.00     0.00     0.00     0.00    -2.34    23.58    -0.25     0.00     0.00     0.00     0.00     0.00    82.18 ******** ********
    32.00    -2.00    -2.04    -2.04    -2.52    23.59    -0.33    -1.99    -0.06    -0.01    -0.05    12.68    84.22    86.67    86.47
    32.00    -4.00    -4.07    -4.10    -2.68    23.60    -0.58    -3.88    -0.22    -0.03    -0.19    15.09    86.25    43.46    43.21
    32.00    -6.00    -6.10    -6.17    -2.84    23.61    -1.01    -5.68    -0.49    -0.08    -0.42    15.89    88.29    29.05    28.74
    32.00    -8.00    -8.12    -8.26    -2.99    23.63    -1.60    -7.40    -0.86    -0.14    -0.72    16.47    90.34    21.85    21.49
    32.00   -10.00   -10.15   -10.37    -3.13    23.64    -2.36    -9.06    -1.31    -0.22    -1.09    17.01    92.39    17.53    17.11
    32.00   -12.00   -12.18   -12.51    -3.27    23.65    -3.30   -10.65    -1.85    -0.33    -1.53    17.54    94.46    14.65    14.17
    32.00   -14.00   -14.22   -14.67    -3.39    23.66    -4.40   -12.19    -2.48    -0.45    -2.03    18.08    96.55    12.59    12.06
    32.00   -16.00   -16.27   -16.86    -3.51    23.67    -5.68   -13.68    -3.17    -0.59    -2.58    18.65    98.66    11.04    10.46
    32.00   -18.00   -18.33   -19.09    -3.62    23.68    -7.13   -15.14    -3.95    -0.76    -3.19    19.25   100.78     9.84     9.20
    32.00   -20.00   -20.40   -21.36    -3.72    23.70    -8.76   -16.56    -4.80    -0.95    -3.84    19.88   102.93     8.88     8.18
    32.00   -22.00   -22.50   -23.67    -3.82    23.71   -10.57   -17.96    -5.71    -1.17    -4.54    20.55   105.11     8.10     7.34
    34.00     0.00    -0.01     0.01    -2.40    23.59    -0.35     0.01     0.00     0.02    -0.02     0.00    82.17 ******** ********
    34.00     2.00     2.04     2.05    -2.22    23.58    -0.43     1.98     0.06    -0.01     0.07   -16.52    80.14    86.36    86.16
    34.00     4.00     4.09     4.07    -2.02    23.57    -0.69     3.87     0.22     0.02     0.21     7.67    78.11    43.39    43.14
    34.00     6.00     6.16     6.10    -1.82    23.56    -1.11     5.67     0.49     0.06     0.43    12.53    76.07    29.03    28.72
    34.00     8.00     8.25     8.13    -1.61    23.55    -1.71     7.39     0.86     0.12     0.73    14.54    74.02    21.84    21.47
    34.00    10.00    10.36    10.15    -1.40    23.54    -2.47     9.05     1.31     0.21     1.10    15.74    71.97    17.52    17.10
